TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.052360	0.057054	0.044818	0.054161	0.069477	0.055498	0.070451	0.064162	0.058141	0.050456	0.052592	0.063870	0.066999	0.075976	0.059060	0.062257	0.042668
A	0.063592	0.053918	0.063715	0.051978	0.053420	0.076357	0.055268	0.041875	0.042405	0.053649	0.073960	0.061342	0.069354	0.054996	0.070971	0.067726	0.045475
boy	0.078352	0.058717	0.071026	0.031286	0.054463	0.060507	0.060190	0.046201	0.045222	0.064877	0.039684	0.084651	0.067640	0.052716	0.073281	0.067485	0.043703
is	0.061166	0.063526	0.055504	0.064992	0.062642	0.061871	0.063202	0.069321	0.058347	0.043990	0.046169	0.058533	0.059876	0.064497	0.055612	0.070417	0.040334
jumping	0.056338	0.031750	0.056773	0.057879	0.046279	0.057296	0.066967	0.059829	0.052416	0.054199	0.066426	0.070845	0.076171	0.051573	0.067479	0.082566	0.045214
on	0.043689	0.040827	0.071901	0.049246	0.050910	0.040889	0.080171	0.077519	0.047779	0.049786	0.059392	0.062781	0.071708	0.073149	0.069580	0.063703	0.046970
skate	0.070983	0.053759	0.072406	0.041391	0.050408	0.047114	0.039149	0.061606	0.055173	0.062530	0.054438	0.091709	0.057798	0.079214	0.052568	0.065721	0.044034
##board	0.044927	0.046376	0.084548	0.052049	0.056775	0.057549	0.076649	0.059293	0.047122	0.045355	0.040488	0.075303	0.069042	0.063905	0.057034	0.076876	0.046708
in	0.040137	0.057040	0.079631	0.047738	0.051198	0.064362	0.066513	0.046721	0.053279	0.049400	0.059477	0.061008	0.084569	0.045732	0.070502	0.076652	0.046040
the	0.043741	0.057976	0.046436	0.053913	0.058787	0.053680	0.066984	0.053423	0.066316	0.048045	0.045337	0.050534	0.101062	0.063809	0.069877	0.068988	0.051092
middle	0.045152	0.053021	0.067265	0.033001	0.066359	0.064969	0.059303	0.046596	0.057613	0.053953	0.053682	0.071303	0.090259	0.068556	0.048821	0.084509	0.035637
of	0.031513	0.043390	0.165561	0.055598	0.061815	0.067839	0.058173	0.052277	0.042579	0.048442	0.051248	0.064219	0.060520	0.059217	0.046564	0.064026	0.027018
a	0.063701	0.057549	0.045259	0.043326	0.042694	0.049483	0.084593	0.060424	0.081974	0.044584	0.059344	0.056450	0.073836	0.081960	0.052851	0.056800	0.045173
red	0.064475	0.057287	0.111153	0.041306	0.044145	0.062300	0.061411	0.053184	0.044249	0.063753	0.068206	0.067556	0.073359	0.055775	0.037658	0.055800	0.038382
bridge	0.044951	0.057906	0.063182	0.059198	0.052366	0.062471	0.067576	0.053658	0.071139	0.030177	0.041935	0.065301	0.074586	0.078250	0.061544	0.063153	0.052608
.	0.059812	0.053107	0.065568	0.061789	0.065776	0.052943	0.057232	0.065266	0.062475	0.043823	0.061027	0.073246	0.063176	0.052043	0.050850	0.061906	0.049962
[SEP]	0.061420	0.055486	0.050025	0.058396	0.049806	0.071207	0.051018	0.058396	0.056022	0.048454	0.055687	0.071825	0.070763	0.074521	0.046404	0.064592	0.055976
