TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.021683	0.008366	0.053099	0.005553	0.002529	0.018270	0.052414	0.072369	0.002870	0.000727	0.000885	0.004615	0.023619	0.032987	0.019909	0.021502	0.658601
A	0.002245	0.007960	0.049773	0.006374	0.001668	0.023651	0.238552	0.116350	0.006127	0.001016	0.004913	0.003724	0.071587	0.288522	0.058360	0.024223	0.094955
boy	0.004140	0.004392	0.038503	0.008375	0.004631	0.016120	0.075563	0.050516	0.005125	0.000639	0.003241	0.001041	0.006296	0.054694	0.041327	0.026649	0.658748
is	0.004686	0.026883	0.097219	0.011193	0.003241	0.039971	0.219340	0.130130	0.016048	0.001550	0.007097	0.004238	0.074270	0.099753	0.054025	0.029621	0.180736
jumping	0.003976	0.007566	0.056488	0.008570	0.002895	0.015018	0.206876	0.150622	0.017634	0.003341	0.010605	0.004923	0.015651	0.068496	0.041019	0.020640	0.365681
on	0.005378	0.013387	0.036403	0.006906	0.002086	0.010278	0.052395	0.049212	0.006805	0.001710	0.004027	0.004479	0.021938	0.031216	0.018214	0.041041	0.694525
skate	0.003486	0.003825	0.038172	0.003070	0.001559	0.006178	0.013256	0.014181	0.001540	0.000239	0.000727	0.000345	0.002088	0.005367	0.004389	0.010474	0.891104
##board	0.005404	0.006115	0.048822	0.003335	0.001625	0.005332	0.129852	0.033554	0.001961	0.000327	0.001830	0.000470	0.002471	0.011863	0.007336	0.016232	0.723469
in	0.004161	0.018314	0.050190	0.010118	0.002722	0.013544	0.197828	0.104532	0.011975	0.002036	0.037255	0.008405	0.037284	0.154739	0.065162	0.015585	0.266151
the	0.001960	0.010406	0.076291	0.004039	0.001072	0.007879	0.262126	0.098467	0.004661	0.000655	0.012652	0.004362	0.033365	0.351606	0.071988	0.009166	0.049303
middle	0.002820	0.002669	0.017126	0.002650	0.001998	0.005284	0.024473	0.019213	0.002589	0.000528	0.005030	0.001593	0.006151	0.071195	0.058961	0.011193	0.766527
of	0.003991	0.007866	0.055503	0.006164	0.001202	0.007978	0.081770	0.018530	0.003764	0.000655	0.006806	0.002224	0.029462	0.484121	0.048790	0.017610	0.223565
a	0.002858	0.007072	0.048213	0.004316	0.000926	0.009374	0.132651	0.036682	0.002461	0.000494	0.004334	0.001916	0.032012	0.565508	0.046546	0.015050	0.089588
red	0.002692	0.002569	0.013977	0.003549	0.000952	0.003023	0.044612	0.018782	0.001363	0.000243	0.001631	0.001474	0.006897	0.194309	0.058834	0.018443	0.626651
bridge	0.001747	0.001307	0.032184	0.002433	0.000597	0.002319	0.054781	0.016507	0.001439	0.000256	0.000686	0.000694	0.003474	0.254268	0.047111	0.012557	0.567641
.	0.005776	0.008660	0.026655	0.005243	0.001317	0.004965	0.019222	0.014981	0.005544	0.000733	0.002222	0.003585	0.021798	0.058643	0.014590	0.025386	0.780681
[SEP]	0.014620	0.003934	0.004892	0.004471	0.002530	0.004006	0.004635	0.003577	0.003952	0.002017	0.001520	0.002457	0.004951	0.004946	0.004830	0.033407	0.899253
