TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.012542	0.000665	0.000207	0.010888	0.000457	0.000150	0.000109	0.000077	0.000393	0.000337	0.000450	0.000354	0.000643	0.000119	0.000353	0.002092	0.970163
A	0.000968	0.017757	0.003046	0.220463	0.002072	0.000941	0.001111	0.000849	0.003210	0.001318	0.003584	0.002110	0.004695	0.001417	0.000658	0.012158	0.723643
boy	0.004333	0.017632	0.007811	0.103729	0.021597	0.001996	0.007513	0.005242	0.002474	0.004551	0.001287	0.000622	0.003302	0.000963	0.001655	0.007659	0.807632
is	0.002537	0.055143	0.006395	0.058540	0.007129	0.001738	0.002593	0.000417	0.012381	0.005233	0.008080	0.003069	0.005673	0.002384	0.001107	0.015034	0.812547
jumping	0.002025	0.007718	0.006120	0.083671	0.003872	0.005234	0.002056	0.003123	0.005340	0.002121	0.003008	0.001261	0.003222	0.000610	0.001938	0.007546	0.861134
on	0.002524	0.008975	0.008031	0.081542	0.060195	0.013523	0.008857	0.003517	0.005042	0.002944	0.003238	0.000799	0.001902	0.000233	0.000359	0.016045	0.782273
skate	0.008484	0.005046	0.004721	0.019344	0.006438	0.012151	0.004649	0.003621	0.002225	0.001976	0.000627	0.000558	0.001203	0.000147	0.002172	0.015557	0.911080
##board	0.005642	0.010945	0.005359	0.034976	0.032540	0.029445	0.011652	0.004679	0.003034	0.002535	0.003441	0.002762	0.002815	0.000633	0.000608	0.030548	0.818386
in	0.001044	0.010961	0.001985	0.313508	0.311899	0.033563	0.008948	0.007615	0.013160	0.017664	0.003765	0.001375	0.003864	0.000216	0.001700	0.008044	0.260690
the	0.001283	0.004422	0.001523	0.350658	0.081349	0.005862	0.002327	0.002265	0.014822	0.011465	0.006648	0.001710	0.003415	0.000504	0.001318	0.009215	0.501214
middle	0.002696	0.009249	0.001725	0.058270	0.230513	0.014202	0.011201	0.008822	0.060402	0.060740	0.011493	0.002363	0.008723	0.001439	0.015061	0.010720	0.492380
of	0.003423	0.018348	0.003943	0.076393	0.017129	0.002739	0.005103	0.003059	0.028940	0.024591	0.039914	0.019046	0.036511	0.005396	0.013810	0.026621	0.675034
a	0.001959	0.003307	0.000553	0.068181	0.003582	0.000357	0.000559	0.000373	0.004255	0.002277	0.016214	0.010296	0.009303	0.006299	0.002255	0.017028	0.853204
red	0.009043	0.002532	0.001035	0.021656	0.008164	0.000242	0.000697	0.000740	0.012264	0.008682	0.025814	0.016998	0.030093	0.011576	0.030755	0.020719	0.798991
bridge	0.014686	0.001492	0.002713	0.010203	0.010212	0.001167	0.001768	0.001336	0.010565	0.005368	0.023257	0.007983	0.010282	0.033559	0.002935	0.037614	0.824860
.	0.002816	0.003194	0.001710	0.053729	0.002961	0.001881	0.001016	0.001993	0.001392	0.000694	0.000998	0.001179	0.004063	0.001614	0.000800	0.009072	0.910890
[SEP]	0.109402	0.006954	0.007898	0.006717	0.005877	0.005502	0.013977	0.008331	0.003368	0.002218	0.002603	0.002482	0.006056	0.005100	0.007158	0.116175	0.690180
