TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.486469	0.021083	0.039359	0.031713	0.025063	0.013242	0.017097	0.014918	0.018553	0.025776	0.012841	0.023175	0.019324	0.011617	0.007955	0.082797	0.149020
A	0.373267	0.017627	0.170652	0.044030	0.011586	0.013986	0.018403	0.008700	0.017929	0.028440	0.015963	0.023051	0.034071	0.018239	0.011026	0.095587	0.097443
boy	0.076346	0.072566	0.068585	0.040115	0.107378	0.046439	0.071470	0.008375	0.025927	0.015795	0.127839	0.027457	0.062604	0.011961	0.015293	0.045983	0.175866
is	0.284567	0.028383	0.181839	0.058954	0.034195	0.015373	0.013637	0.008101	0.020716	0.018618	0.036691	0.021963	0.036795	0.019399	0.005399	0.072347	0.143024
jumping	0.041167	0.013373	0.030212	0.021413	0.035534	0.028068	0.071960	0.132170	0.045887	0.012280	0.052007	0.044004	0.021466	0.007021	0.251138	0.059747	0.132555
on	0.097539	0.021478	0.020070	0.029669	0.050591	0.010845	0.053992	0.207186	0.032424	0.012891	0.011128	0.018980	0.022666	0.005476	0.288325	0.052021	0.064717
skate	0.001809	0.006273	0.006276	0.003164	0.001078	0.008792	0.040361	0.867542	0.005630	0.002076	0.009706	0.008840	0.004739	0.000970	0.010385	0.005462	0.016897
##board	0.011234	0.004961	0.000117	0.002858	0.011093	0.016339	0.789817	0.013182	0.007064	0.000958	0.001534	0.003191	0.005210	0.000417	0.049596	0.016264	0.066166
in	0.441242	0.017873	0.036509	0.028592	0.023044	0.017561	0.017981	0.030849	0.012794	0.015015	0.043365	0.019249	0.019825	0.026234	0.043610	0.071994	0.134265
the	0.565281	0.015132	0.010571	0.022216	0.020553	0.010723	0.007176	0.012485	0.017713	0.014514	0.017884	0.013321	0.016964	0.013194	0.024332	0.074047	0.143894
middle	0.159473	0.011979	0.258942	0.023858	0.144264	0.014941	0.070815	0.035733	0.018117	0.011620	0.011440	0.030598	0.018603	0.052204	0.023867	0.055068	0.058477
of	0.660386	0.009291	0.014435	0.027955	0.005790	0.006685	0.002830	0.002623	0.007309	0.013663	0.008600	0.009389	0.012704	0.008302	0.005206	0.060633	0.144200
a	0.368661	0.016694	0.047822	0.048289	0.030854	0.021019	0.039211	0.042480	0.024130	0.024180	0.022565	0.029955	0.023768	0.046097	0.033278	0.087954	0.093044
red	0.148936	0.057779	0.016021	0.057735	0.039680	0.058702	0.030357	0.018406	0.041976	0.024345	0.018456	0.056462	0.113468	0.020375	0.013786	0.093659	0.189857
bridge	0.060678	0.049297	0.013086	0.022238	0.011382	0.017294	0.052953	0.091531	0.020333	0.006127	0.020222	0.015166	0.016191	0.002173	0.377784	0.041882	0.181664
.	0.694397	0.008747	0.010967	0.019266	0.004694	0.005479	0.002286	0.001919	0.007071	0.017251	0.004768	0.008224	0.008315	0.005626	0.002440	0.051843	0.146707
[SEP]	0.769129	0.002118	0.005671	0.008526	0.002166	0.002236	0.004378	0.001368	0.004559	0.010122	0.000886	0.004869	0.003455	0.002827	0.001120	0.051139	0.125430
