TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.014062	0.015623	0.012049	0.009505	0.007990	0.014315	0.002987	0.002540	0.001517	0.001306	0.002843	0.001789	0.002243	0.003792	0.002235	0.005484	0.899720
A	0.017278	0.081357	0.044836	0.019211	0.004325	0.003103	0.002950	0.003346	0.001014	0.002320	0.001157	0.001541	0.003300	0.002290	0.005374	0.014456	0.792140
boy	0.025704	0.129063	0.101506	0.014773	0.006066	0.004217	0.001694	0.002274	0.001543	0.000178	0.000819	0.000337	0.001034	0.000977	0.004712	0.014703	0.690400
is	0.046091	0.250095	0.062123	0.063265	0.044241	0.013723	0.007482	0.005691	0.002570	0.000877	0.003275	0.004678	0.004459	0.005044	0.012451	0.042566	0.431369
jumping	0.049078	0.038183	0.037705	0.080878	0.045279	0.015929	0.016532	0.026755	0.002794	0.001112	0.002058	0.002505	0.001097	0.002369	0.007424	0.045651	0.624651
on	0.045813	0.038618	0.065203	0.037347	0.066825	0.049659	0.041982	0.047195	0.002370	0.000808	0.002139	0.002366	0.001068	0.003107	0.027709	0.068701	0.499090
skate	0.019957	0.017859	0.024641	0.018334	0.040016	0.055079	0.018053	0.011752	0.001800	0.000814	0.000694	0.000596	0.000848	0.000623	0.002731	0.017866	0.768336
##board	0.052415	0.044341	0.067259	0.073358	0.051175	0.050978	0.026830	0.017747	0.002215	0.001503	0.000759	0.000449	0.001681	0.000452	0.008551	0.049709	0.550578
in	0.028189	0.033059	0.018811	0.129929	0.129307	0.392342	0.020253	0.031822	0.026797	0.004421	0.026177	0.001568	0.001185	0.003213	0.006337	0.027680	0.118910
the	0.059129	0.059214	0.054709	0.126624	0.052226	0.127886	0.052004	0.056726	0.029833	0.007213	0.010794	0.003395	0.003768	0.006206	0.009934	0.045154	0.295188
middle	0.035003	0.004612	0.010063	0.025863	0.061602	0.054924	0.028412	0.131063	0.015551	0.012991	0.019522	0.010389	0.001137	0.005565	0.047800	0.035400	0.500103
of	0.040612	0.048147	0.040058	0.151638	0.049048	0.106617	0.037775	0.098150	0.047743	0.043689	0.020143	0.014439	0.010504	0.006430	0.026956	0.040176	0.217875
a	0.033642	0.081000	0.060850	0.107982	0.072261	0.047315	0.060649	0.117108	0.024045	0.009424	0.021109	0.005967	0.008258	0.015388	0.062665	0.038357	0.233980
red	0.010991	0.007695	0.008705	0.003737	0.008889	0.009423	0.027314	0.026524	0.026169	0.009319	0.024389	0.016016	0.018944	0.012812	0.051504	0.025582	0.711988
bridge	0.024904	0.003748	0.013655	0.012693	0.002664	0.003209	0.009917	0.016260	0.022273	0.010399	0.028297	0.022706	0.037924	0.004133	0.024108	0.044203	0.718907
.	0.026434	0.091891	0.042381	0.178600	0.088333	0.029891	0.027161	0.023988	0.086700	0.040337	0.084974	0.034521	0.038498	0.048056	0.026452	0.041176	0.090606
[SEP]	0.011453	0.005311	0.003589	0.003706	0.002397	0.005512	0.002263	0.002883	0.002072	0.004236	0.001832	0.001944	0.004275	0.002683	0.002326	0.010883	0.932634
