TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.023355	0.273668	0.044044	0.158318	0.082769	0.021482	0.004242	0.006460	0.006777	0.012470	0.002657	0.006145	0.097484	0.013529	0.017286	0.122428	0.106884
A	0.094168	0.208981	0.166410	0.154438	0.068830	0.027882	0.003640	0.006893	0.007681	0.020159	0.001776	0.004298	0.071995	0.023031	0.010792	0.075852	0.053173
boy	0.082741	0.142965	0.046948	0.042671	0.020153	0.009695	0.003412	0.006442	0.025131	0.016641	0.004724	0.009810	0.074068	0.032820	0.009021	0.210304	0.262456
is	0.109870	0.266761	0.130473	0.093216	0.030397	0.018563	0.001781	0.007084	0.011659	0.019934	0.001766	0.006783	0.090354	0.022031	0.009846	0.101332	0.078148
jumping	0.074073	0.105580	0.049906	0.044389	0.018499	0.006883	0.002326	0.004606	0.011214	0.008920	0.003314	0.004777	0.031441	0.018479	0.004391	0.241834	0.369369
on	0.039206	0.059003	0.044913	0.026979	0.015112	0.008741	0.002360	0.006365	0.008831	0.003972	0.001681	0.002117	0.008783	0.011405	0.004577	0.246002	0.509952
skate	0.088482	0.116689	0.058365	0.032855	0.011275	0.006619	0.004018	0.005727	0.030192	0.021786	0.005945	0.013219	0.069135	0.020005	0.011622	0.183092	0.320972
##board	0.113317	0.151666	0.044347	0.044499	0.008261	0.005786	0.003475	0.005438	0.015415	0.008519	0.002437	0.004821	0.040479	0.017254	0.005691	0.207166	0.321429
in	0.079270	0.107203	0.084915	0.037751	0.026132	0.005347	0.003041	0.007767	0.006611	0.004208	0.001037	0.002295	0.020900	0.011468	0.008143	0.207472	0.386441
the	0.109780	0.221465	0.169407	0.077460	0.041760	0.013658	0.004883	0.010285	0.009929	0.013264	0.001768	0.003710	0.062940	0.026292	0.010503	0.124097	0.098799
middle	0.017879	0.011300	0.020759	0.003256	0.007653	0.001774	0.002257	0.002981	0.003223	0.001050	0.000865	0.000794	0.003922	0.006542	0.003660	0.207012	0.705073
of	0.047779	0.085983	0.155033	0.020520	0.029657	0.008655	0.004051	0.008231	0.005837	0.004432	0.000989	0.001273	0.012502	0.013768	0.007617	0.235196	0.358477
a	0.077386	0.182833	0.212970	0.095233	0.079297	0.029628	0.005009	0.011016	0.008635	0.016946	0.001091	0.002359	0.043227	0.016327	0.011629	0.117200	0.089214
red	0.041374	0.066508	0.054338	0.028184	0.011712	0.006503	0.004430	0.004264	0.009351	0.006328	0.001283	0.002859	0.014394	0.011288	0.004557	0.209674	0.522953
bridge	0.057272	0.049828	0.027500	0.019587	0.008095	0.004413	0.002378	0.003001	0.006411	0.003577	0.001364	0.002406	0.013457	0.012100	0.003250	0.249118	0.536244
.	0.077730	0.018525	0.013798	0.015488	0.006207	0.001604	0.010292	0.002107	0.001566	0.002787	0.001034	0.001318	0.009805	0.005090	0.007905	0.177494	0.647250
[SEP]	0.017459	0.004448	0.006381	0.005876	0.003856	0.000956	0.008954	0.001420	0.000935	0.001339	0.001224	0.001200	0.003549	0.003484	0.005787	0.142917	0.790216
