TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.184749	0.030075	0.009083	0.050097	0.010299	0.022615	0.016925	0.006620	0.023901	0.020675	0.000862	0.026593	0.018826	0.003932	0.003429	0.062229	0.509090
A	0.164099	0.376051	0.000067	0.000797	0.000039	0.000090	0.000115	0.000088	0.000320	0.000242	0.000003	0.000561	0.028479	0.000059	0.000755	0.034365	0.393868
boy	0.211336	0.000868	0.516650	0.001527	0.000273	0.000057	0.000192	0.000060	0.000081	0.000142	0.000013	0.000079	0.000115	0.000026	0.000006	0.017238	0.251336
is	0.236352	0.010436	0.004037	0.193996	0.000426	0.000150	0.000504	0.000020	0.000278	0.000635	0.000002	0.000363	0.000647	0.000026	0.000068	0.015365	0.536694
jumping	0.130097	0.000894	0.000606	0.000699	0.678511	0.000147	0.001983	0.000276	0.000010	0.000059	0.000005	0.000029	0.000042	0.000005	0.000261	0.002357	0.184019
on	0.346450	0.007841	0.001640	0.005680	0.002052	0.252195	0.000367	0.000149	0.000952	0.000367	0.000001	0.000464	0.000335	0.000162	0.000042	0.009156	0.372148
skate	0.355996	0.000923	0.008783	0.008712	0.052894	0.001178	0.110352	0.000488	0.000237	0.000334	0.000002	0.000263	0.000131	0.000101	0.000281	0.008704	0.450619
##board	0.119788	0.002431	0.001716	0.000675	0.016799	0.002399	0.001309	0.720994	0.000261	0.000829	0.000244	0.000964	0.000149	0.000047	0.000450	0.003854	0.127094
in	0.434608	0.033857	0.006187	0.045908	0.001260	0.078007	0.000682	0.000419	0.057750	0.003762	0.000061	0.000687	0.000470	0.000017	0.000269	0.007378	0.328678
the	0.365043	0.017452	0.014473	0.177773	0.003469	0.037653	0.000951	0.002259	0.017985	0.026853	0.000208	0.001440	0.001274	0.000119	0.000113	0.012806	0.320129
middle	0.476848	0.003831	0.012198	0.001269	0.005723	0.003710	0.000077	0.008541	0.006548	0.007272	0.207148	0.001355	0.000113	0.000016	0.000471	0.008372	0.256510
of	0.400957	0.018197	0.004098	0.045227	0.014485	0.077687	0.003691	0.011173	0.021605	0.016250	0.000192	0.022831	0.001920	0.000077	0.000175	0.005553	0.355883
a	0.125683	0.630181	0.004870	0.021997	0.001879	0.018682	0.001203	0.001149	0.009723	0.008787	0.000087	0.001411	0.051200	0.000189	0.000217	0.005465	0.117279
red	0.289790	0.003131	0.004404	0.002070	0.001165	0.013367	0.000642	0.002671	0.006013	0.017086	0.000080	0.004499	0.000681	0.424795	0.000009	0.015366	0.214230
bridge	0.231646	0.005845	0.000337	0.001789	0.023273	0.007163	0.002604	0.015522	0.053751	0.019845	0.001732	0.005257	0.001850	0.000017	0.420552	0.016535	0.192285
.	0.167293	0.051380	0.032582	0.112610	0.013775	0.051903	0.018065	0.008918	0.093097	0.089827	0.002285	0.021258	0.040573	0.004240	0.003475	0.035208	0.253509
[SEP]	0.222497	0.029923	0.010764	0.057448	0.025021	0.034743	0.026812	0.010589	0.023000	0.025031	0.003464	0.039294	0.024277	0.002914	0.005908	0.043140	0.415173
