TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.839326	0.000662	0.004113	0.000499	0.002520	0.002158	0.001638	0.008368	0.001501	0.000304	0.000995	0.129557	0.000165	0.000421	0.002391	0.004971	0.000411
A	0.061379	0.056077	0.089702	0.048491	0.090494	0.078912	0.017550	0.037398	0.081269	0.064597	0.031043	0.096129	0.053512	0.018191	0.044571	0.031998	0.098688
boy	0.073351	0.017567	0.284728	0.026793	0.089115	0.038720	0.150195	0.086250	0.010333	0.030149	0.032367	0.013831	0.018685	0.030769	0.048991	0.003958	0.044199
is	0.023416	0.033542	0.270471	0.058079	0.067604	0.038289	0.036230	0.015750	0.022264	0.027231	0.078674	0.013585	0.042424	0.028226	0.083762	0.005839	0.154617
jumping	0.068341	0.017431	0.045417	0.022092	0.066709	0.021070	0.212536	0.070234	0.008540	0.029804	0.216077	0.007386	0.029704	0.056648	0.086063	0.007523	0.034426
on	0.033086	0.038024	0.039229	0.095224	0.060269	0.021668	0.071562	0.060790	0.040872	0.038807	0.153837	0.030144	0.070927	0.051439	0.074938	0.022523	0.096664
skate	0.053152	0.027687	0.045356	0.056419	0.100665	0.058514	0.125396	0.192566	0.038631	0.014196	0.033160	0.022493	0.030309	0.026020	0.094194	0.020429	0.060814
##board	0.040212	0.012272	0.077337	0.018043	0.212692	0.088795	0.137705	0.032546	0.026844	0.015170	0.073373	0.011657	0.012375	0.051591	0.114747	0.010154	0.064489
in	0.028934	0.041355	0.037683	0.059455	0.088696	0.043153	0.097462	0.049863	0.016676	0.076507	0.136382	0.016971	0.082963	0.046791	0.081937	0.008252	0.086922
the	0.013543	0.070961	0.109819	0.072767	0.034879	0.041677	0.025349	0.011402	0.057670	0.048437	0.099108	0.028390	0.148709	0.037224	0.061689	0.060375	0.078000
middle	0.020965	0.029262	0.115178	0.071192	0.119071	0.025608	0.062613	0.015275	0.009858	0.026033	0.069026	0.002727	0.057484	0.086743	0.180411	0.002065	0.106488
of	0.034793	0.025477	0.053158	0.092712	0.053717	0.058230	0.068597	0.030448	0.049126	0.045855	0.143230	0.018667	0.064759	0.043308	0.070441	0.014123	0.133358
a	0.040813	0.043212	0.201605	0.026945	0.059183	0.037408	0.030768	0.013257	0.039405	0.036769	0.092054	0.057899	0.074936	0.044457	0.083183	0.026197	0.091910
red	0.025936	0.006270	0.098769	0.016557	0.101308	0.039083	0.119652	0.214669	0.020688	0.006340	0.106108	0.012674	0.007212	0.102794	0.060082	0.002998	0.058859
bridge	0.016000	0.008398	0.034647	0.035846	0.065903	0.041840	0.239842	0.053657	0.018965	0.012165	0.109351	0.010719	0.019402	0.083448	0.129136	0.010210	0.110470
.	0.007976	0.026400	0.008834	0.013997	0.018017	0.041879	0.012569	0.027126	0.137120	0.039210	0.034525	0.136801	0.049401	0.012584	0.021461	0.382367	0.029733
[SEP]	0.143911	0.014131	0.008191	0.005896	0.010141	0.014678	0.009886	0.014698	0.055108	0.009343	0.008562	0.204431	0.012285	0.003493	0.018152	0.452654	0.014439
