TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.050685	0.025652	0.060171	0.026285	0.072415	0.045351	0.086316	0.032355	0.048973	0.055066	0.070377	0.053970	0.056882	0.059841	0.063216	0.142552	0.049892
A	0.036913	0.003206	0.003328	0.014764	0.000598	0.009456	0.002851	0.001212	0.096544	0.193115	0.002063	0.178062	0.037482	0.003988	0.000506	0.372785	0.043125
boy	0.296215	0.041758	0.006809	0.033759	0.003643	0.015332	0.013270	0.003896	0.037530	0.068442	0.004763	0.042423	0.037912	0.003204	0.001098	0.152168	0.237779
is	0.062888	0.026603	0.014346	0.445607	0.003100	0.024739	0.003711	0.001932	0.091901	0.045643	0.005928	0.076528	0.024936	0.005982	0.003134	0.078865	0.084158
jumping	0.128657	0.014119	0.015372	0.012309	0.026176	0.021743	0.077897	0.067791	0.032140	0.068567	0.012212	0.073493	0.038523	0.061436	0.040142	0.165062	0.144361
on	0.149522	0.005973	0.004037	0.004642	0.013881	0.008944	0.006837	0.010127	0.054841	0.098144	0.003054	0.113216	0.040012	0.004335	0.006265	0.342176	0.133994
skate	0.204312	0.013643	0.042058	0.014758	0.065336	0.020645	0.009256	0.052400	0.051964	0.020001	0.034941	0.061059	0.019595	0.030127	0.059410	0.147428	0.153067
##board	0.197001	0.010873	0.003970	0.013684	0.092053	0.015245	0.063272	0.012885	0.033150	0.026922	0.009519	0.080724	0.030755	0.014195	0.027322	0.204149	0.164281
in	0.104870	0.012617	0.043139	0.015343	0.022378	0.073658	0.003845	0.017637	0.074347	0.074141	0.028273	0.112427	0.042571	0.015422	0.023857	0.227049	0.108427
the	0.084303	0.012331	0.021512	0.012103	0.006719	0.027915	0.002805	0.014015	0.039378	0.110378	0.016963	0.107633	0.062390	0.020003	0.008138	0.347398	0.106013
middle	0.434622	0.022039	0.003716	0.011872	0.003660	0.006155	0.014967	0.006433	0.011077	0.044258	0.001314	0.010099	0.029285	0.007990	0.003061	0.061725	0.327728
of	0.098363	0.005806	0.005966	0.008435	0.003914	0.023021	0.005766	0.008781	0.065093	0.153458	0.006589	0.097987	0.051092	0.012480	0.009467	0.325325	0.118458
a	0.095403	0.009215	0.008411	0.009333	0.005110	0.022269	0.007439	0.010885	0.057604	0.146567	0.007210	0.136609	0.049193	0.007691	0.005329	0.320756	0.100974
red	0.259363	0.124944	0.004816	0.014220	0.039934	0.016838	0.062971	0.010577	0.021882	0.067757	0.003468	0.030211	0.058655	0.000910	0.020887	0.077410	0.185155
bridge	0.212704	0.008279	0.024369	0.010699	0.111198	0.060888	0.049339	0.034939	0.035758	0.025068	0.040003	0.053517	0.018589	0.031268	0.009438	0.099421	0.174525
.	0.047596	0.012581	0.060263	0.019833	0.050307	0.047611	0.040903	0.029790	0.065105	0.046984	0.043288	0.065891	0.046092	0.085693	0.077863	0.202579	0.057620
[SEP]	0.292925	0.013346	0.014616	0.012543	0.017002	0.011322	0.020619	0.012442	0.014195	0.010706	0.003580	0.021163	0.018321	0.007181	0.021275	0.097290	0.411476
