TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.016876	0.143676	0.130433	0.025886	0.019309	0.005761	0.024928	0.003403	0.002609	0.002811	0.003082	0.000994	0.005367	0.016342	0.001307	0.031282	0.565935
A	0.002603	0.020291	0.162873	0.011759	0.005484	0.001056	0.000906	0.000939	0.000030	0.000077	0.000042	0.000032	0.000224	0.003003	0.000824	0.001360	0.788497
boy	0.007519	0.012279	0.006971	0.016181	0.002283	0.001367	0.001202	0.000363	0.000050	0.000072	0.000016	0.000035	0.000123	0.000579	0.000369	0.001461	0.949131
is	0.005703	0.019104	0.076480	0.041016	0.063574	0.003826	0.003818	0.002535	0.000214	0.000605	0.000053	0.000053	0.000380	0.000567	0.000331	0.001942	0.779800
jumping	0.003526	0.001697	0.014294	0.007401	0.006974	0.065137	0.012464	0.007607	0.001956	0.000468	0.000220	0.000145	0.000327	0.000473	0.000444	0.000737	0.876130
on	0.002232	0.001665	0.003899	0.005039	0.006149	0.025265	0.193412	0.057807	0.000906	0.002168	0.000493	0.000136	0.001699	0.000450	0.000137	0.000617	0.697928
skate	0.001736	0.001022	0.002387	0.003376	0.004231	0.004665	0.001525	0.034543	0.006872	0.001618	0.000203	0.000055	0.000131	0.000039	0.000159	0.001030	0.936406
##board	0.005608	0.000249	0.000786	0.001314	0.000790	0.001320	0.000212	0.001908	0.063996	0.002698	0.000402	0.000748	0.000349	0.000544	0.000264	0.002550	0.916264
in	0.003689	0.005549	0.004450	0.002565	0.001653	0.000885	0.004242	0.007748	0.018095	0.046239	0.151268	0.049558	0.200870	0.074161	0.005073	0.002697	0.421257
the	0.002012	0.006910	0.004266	0.002590	0.001357	0.001178	0.003071	0.009591	0.016027	0.026834	0.138210	0.053524	0.409383	0.136788	0.013957	0.002897	0.171406
middle	0.002873	0.002116	0.000383	0.000399	0.000050	0.000025	0.000105	0.000118	0.000104	0.002204	0.002206	0.009663	0.176999	0.049070	0.008458	0.005489	0.739739
of	0.001009	0.001101	0.000962	0.000163	0.000056	0.000038	0.000048	0.000192	0.000258	0.000611	0.007094	0.010808	0.156436	0.381571	0.023904	0.007695	0.408055
a	0.001074	0.001176	0.004172	0.000377	0.000115	0.000037	0.000073	0.000154	0.000182	0.000848	0.001298	0.006354	0.035598	0.318920	0.009917	0.013437	0.606269
red	0.001691	0.000853	0.001142	0.000678	0.000193	0.000106	0.000324	0.000172	0.000071	0.000217	0.001556	0.005357	0.010598	0.078037	0.173774	0.011745	0.713486
bridge	0.004231	0.000725	0.000594	0.000430	0.000020	0.000030	0.000024	0.000025	0.000139	0.000131	0.000142	0.001248	0.002547	0.012915	0.005452	0.027899	0.943447
.	0.005704	0.052040	0.025408	0.019463	0.005988	0.000491	0.001611	0.000446	0.000242	0.000816	0.000970	0.000938	0.005047	0.005406	0.002949	0.028423	0.844058
[SEP]	0.016896	0.003834	0.005054	0.007980	0.003568	0.007446	0.010647	0.005216	0.002484	0.001845	0.002653	0.001510	0.003281	0.004320	0.007037	0.013350	0.902881
