TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.003935	0.061336	0.285989	0.145644	0.034620	0.011845	0.049085	0.032847	0.010733	0.012874	0.021598	0.010160	0.028360	0.179497	0.083089	0.024060	0.004327
A	0.128145	0.112717	0.042794	0.060539	0.007401	0.028698	0.009974	0.010311	0.036065	0.060100	0.011517	0.020787	0.040481	0.020354	0.014073	0.226590	0.169455
boy	0.127211	0.035670	0.017122	0.015878	0.005047	0.013881	0.003766	0.019517	0.006995	0.013871	0.005458	0.004318	0.009300	0.002886	0.007972	0.088353	0.622755
is	0.133863	0.151720	0.112417	0.019521	0.010195	0.044918	0.003507	0.032766	0.036170	0.027551	0.021514	0.048090	0.021255	0.014568	0.024679	0.179802	0.117465
jumping	0.068878	0.069693	0.011967	0.013387	0.002109	0.048419	0.002793	0.006863	0.023165	0.030139	0.006886	0.015443	0.013071	0.004393	0.006366	0.104641	0.571787
on	0.065728	0.102869	0.016509	0.013562	0.006058	0.138517	0.005008	0.006156	0.032237	0.029961	0.005623	0.021547	0.025549	0.006744	0.004628	0.092259	0.427044
skate	0.028981	0.010591	0.006455	0.002150	0.002532	0.013093	0.002781	0.002739	0.003312	0.007459	0.001232	0.001217	0.002314	0.000382	0.001391	0.025947	0.887424
##board	0.051926	0.020466	0.011041	0.034998	0.011438	0.031105	0.009351	0.015736	0.006840	0.012595	0.006775	0.008182	0.005630	0.003253	0.009431	0.093401	0.667832
in	0.074931	0.109996	0.020919	0.047709	0.009799	0.131296	0.005725	0.005456	0.049325	0.026978	0.008467	0.018442	0.010495	0.003218	0.002570	0.098222	0.376453
the	0.101878	0.171851	0.028275	0.034704	0.011550	0.094646	0.011565	0.015488	0.023148	0.055116	0.009819	0.009032	0.026555	0.003714	0.004403	0.119723	0.278534
middle	0.044283	0.043967	0.003664	0.004114	0.004462	0.021881	0.009382	0.006801	0.024171	0.049975	0.004520	0.001610	0.006049	0.001408	0.003965	0.059915	0.709833
of	0.104013	0.136977	0.051047	0.108113	0.030204	0.098580	0.006536	0.011421	0.027322	0.031656	0.004052	0.006165	0.008970	0.004643	0.003683	0.159291	0.207329
a	0.113948	0.226293	0.057299	0.056872	0.025621	0.092996	0.009058	0.016953	0.045053	0.067994	0.016940	0.007956	0.032005	0.006418	0.006904	0.129515	0.088176
red	0.050336	0.020324	0.003165	0.002860	0.003172	0.014141	0.001620	0.003940	0.013992	0.034647	0.005572	0.004025	0.010162	0.001586	0.002325	0.052464	0.775669
bridge	0.048595	0.024960	0.003136	0.004828	0.002900	0.009218	0.001023	0.004033	0.005559	0.032007	0.002477	0.007172	0.035191	0.001487	0.002550	0.070225	0.744639
.	0.084975	0.177865	0.064259	0.094327	0.035034	0.023338	0.023695	0.024442	0.065136	0.033388	0.013121	0.034541	0.038408	0.013863	0.020809	0.144560	0.108240
[SEP]	0.015276	0.001488	0.000459	0.000699	0.000769	0.002310	0.001972	0.000980	0.002137	0.007690	0.001634	0.002630	0.003773	0.001235	0.001115	0.002386	0.953447
