TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.021417	0.110932	0.062933	0.151432	0.048992	0.024963	0.086235	0.029222	0.020820	0.044245	0.024579	0.027231	0.126184	0.021620	0.063561	0.053154	0.082480
A	0.009067	0.119437	0.064035	0.169751	0.060041	0.026010	0.033321	0.016089	0.017723	0.041346	0.014901	0.018196	0.069362	0.007580	0.023574	0.108045	0.201521
boy	0.022125	0.106365	0.026554	0.179744	0.034636	0.019465	0.015633	0.006077	0.009490	0.036667	0.006506	0.015735	0.065355	0.012660	0.025798	0.134758	0.282432
is	0.005666	0.070265	0.081943	0.059705	0.049742	0.012192	0.041008	0.022121	0.010967	0.028870	0.013112	0.013165	0.037768	0.005653	0.019842	0.150055	0.377927
jumping	0.031281	0.052936	0.048573	0.062329	0.027307	0.026709	0.010662	0.006363	0.012573	0.016793	0.011604	0.019177	0.041384	0.019942	0.022919	0.180714	0.408733
on	0.027065	0.102967	0.059816	0.094829	0.042606	0.046838	0.031363	0.013133	0.024774	0.039528	0.012140	0.025417	0.055539	0.019363	0.017754	0.128379	0.258489
skate	0.025794	0.082322	0.139033	0.163841	0.018873	0.035501	0.003809	0.005809	0.025893	0.039908	0.012900	0.012632	0.072390	0.047862	0.022878	0.091255	0.199300
##board	0.031221	0.049698	0.050786	0.082316	0.020129	0.021220	0.003759	0.001097	0.015085	0.014499	0.006887	0.015076	0.049510	0.024765	0.018184	0.182598	0.413170
in	0.023229	0.141268	0.050858	0.110565	0.042473	0.041305	0.027809	0.010359	0.025801	0.024567	0.009415	0.034898	0.077405	0.012269	0.039522	0.157619	0.170638
the	0.017551	0.122109	0.127751	0.175123	0.041583	0.027889	0.024937	0.008809	0.018387	0.030636	0.013951	0.022836	0.074388	0.015344	0.042234	0.083253	0.153217
middle	0.024987	0.085545	0.071070	0.051860	0.027733	0.050744	0.029350	0.016599	0.015181	0.011843	0.010086	0.028863	0.046304	0.046822	0.082632	0.148903	0.251478
of	0.029872	0.086560	0.081689	0.092845	0.024619	0.052554	0.045446	0.023517	0.019560	0.033754	0.011500	0.018542	0.072046	0.023307	0.040016	0.128455	0.215720
a	0.017421	0.057506	0.119278	0.054363	0.042635	0.025892	0.037569	0.023938	0.019274	0.016741	0.015092	0.017079	0.045506	0.034623	0.054901	0.139592	0.278590
red	0.016051	0.027339	0.062388	0.033017	0.016146	0.023428	0.068860	0.032586	0.007552	0.009644	0.022450	0.011868	0.025129	0.050580	0.069335	0.102067	0.421560
bridge	0.010364	0.021436	0.048065	0.027037	0.009737	0.015784	0.009368	0.008661	0.004280	0.003611	0.006389	0.006113	0.019204	0.073745	0.039827	0.142067	0.554314
.	0.008154	0.020496	0.023795	0.030220	0.022763	0.008677	0.019373	0.011671	0.006118	0.005213	0.004825	0.007755	0.010713	0.015060	0.015369	0.167372	0.622428
[SEP]	0.020437	0.022426	0.027687	0.025744	0.020789	0.019319	0.032434	0.019490	0.009574	0.007266	0.007546	0.009710	0.013968	0.029717	0.019208	0.154111	0.560574
