TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.005955	0.005471	0.004667	0.020906	0.002798	0.001437	0.002729	0.000769	0.000600	0.000800	0.000298	0.000665	0.001704	0.001072	0.000932	0.136285	0.812912
A	0.003607	0.031515	0.009631	0.008791	0.001266	0.002573	0.004012	0.002223	0.000590	0.000603	0.000189	0.000251	0.001764	0.001149	0.000629	0.257254	0.673952
boy	0.002770	0.001458	0.026492	0.003722	0.006933	0.000961	0.001533	0.000799	0.000178	0.000155	0.000079	0.000017	0.000085	0.000772	0.000530	0.142509	0.811008
is	0.005565	0.007228	0.012952	0.027818	0.002964	0.001552	0.002354	0.001454	0.000633	0.001134	0.000180	0.000178	0.000775	0.000578	0.000281	0.243456	0.690898
jumping	0.002511	0.002585	0.005831	0.006232	0.039464	0.005935	0.002422	0.001008	0.000767	0.001983	0.000256	0.000216	0.001150	0.000806	0.000192	0.158404	0.770238
on	0.001408	0.012112	0.005410	0.007204	0.020610	0.256466	0.004493	0.001971	0.000652	0.003523	0.000240	0.000253	0.004247	0.001701	0.000130	0.124256	0.555324
skate	0.002794	0.004559	0.003362	0.003050	0.003282	0.003476	0.021107	0.001787	0.001510	0.002624	0.000582	0.000356	0.003525	0.005207	0.000689	0.164528	0.777562
##board	0.002408	0.001851	0.002462	0.002246	0.005396	0.001841	0.004951	0.005563	0.001246	0.001119	0.000281	0.000290	0.001524	0.001291	0.000727	0.146629	0.820176
in	0.002830	0.001881	0.001059	0.002892	0.002817	0.000529	0.002735	0.002445	0.013861	0.004463	0.003674	0.001896	0.002094	0.000836	0.000369	0.275560	0.680061
the	0.002985	0.002506	0.001212	0.002736	0.004202	0.001254	0.003611	0.004269	0.006887	0.009810	0.002364	0.001256	0.002664	0.000999	0.000135	0.229764	0.723347
middle	0.000402	0.000147	0.000154	0.000170	0.000741	0.000213	0.001176	0.000244	0.001948	0.000492	0.008042	0.000663	0.000298	0.000634	0.000218	0.118826	0.865633
of	0.001070	0.000946	0.000182	0.002224	0.000953	0.000387	0.001525	0.000575	0.004791	0.001136	0.002496	0.007432	0.004321	0.001302	0.000623	0.179253	0.790786
a	0.002050	0.008119	0.001726	0.003810	0.001613	0.001330	0.003789	0.002895	0.002595	0.002488	0.000738	0.002325	0.016092	0.003767	0.000573	0.253811	0.692278
red	0.000343	0.000573	0.001766	0.000301	0.001481	0.000440	0.004230	0.001244	0.000612	0.000495	0.000612	0.000259	0.001443	0.019874	0.001321	0.108117	0.856889
bridge	0.000332	0.000151	0.000870	0.000159	0.000282	0.000054	0.000503	0.000088	0.000147	0.000059	0.000133	0.000036	0.000131	0.000627	0.003445	0.129533	0.863449
.	0.001718	0.001852	0.001293	0.000856	0.001016	0.000298	0.001226	0.000278	0.000396	0.000340	0.000214	0.000134	0.000353	0.000512	0.000554	0.222784	0.766177
[SEP]	0.002191	0.002890	0.003208	0.001521	0.002043	0.000934	0.002875	0.000671	0.000684	0.000664	0.000523	0.000297	0.000726	0.001622	0.001304	0.176962	0.800885
