TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.018532	0.000409	0.001089	0.001171	0.000320	0.000200	0.000245	0.000673	0.000955	0.000153	0.001309	0.001190	0.001633	0.004864	0.003419	0.045464	0.918372
A	0.021802	0.015506	0.018825	0.026296	0.003709	0.000279	0.000392	0.000873	0.003501	0.000804	0.000949	0.000841	0.000477	0.000400	0.001344	0.203100	0.700901
boy	0.017335	0.462033	0.064143	0.044012	0.018292	0.001695	0.001374	0.001583	0.000956	0.001362	0.000283	0.000530	0.001695	0.000398	0.000778	0.059952	0.323578
is	0.033363	0.044036	0.081203	0.034979	0.008172	0.001134	0.004028	0.003198	0.002342	0.001515	0.001087	0.000872	0.001010	0.000500	0.001065	0.233134	0.548363
jumping	0.062149	0.025494	0.045834	0.556355	0.036040	0.006797	0.002298	0.002321	0.001741	0.001783	0.000775	0.000228	0.000294	0.000181	0.000361	0.033913	0.223434
on	0.044527	0.028756	0.077086	0.170206	0.267232	0.062324	0.013186	0.005994	0.003316	0.004770	0.001677	0.000316	0.001573	0.000559	0.000490	0.041703	0.276285
skate	0.009101	0.017564	0.040025	0.200466	0.118529	0.355141	0.012703	0.014503	0.008111	0.011878	0.002968	0.000958	0.008259	0.001883	0.002176	0.008455	0.187280
##board	0.002862	0.014827	0.008207	0.058693	0.064284	0.759449	0.027989	0.006699	0.001096	0.002564	0.001182	0.000202	0.004984	0.000628	0.000224	0.003608	0.042502
in	0.033463	0.014511	0.014116	0.198160	0.128174	0.047267	0.019049	0.025185	0.029930	0.032395	0.004512	0.001366	0.009646	0.000476	0.000990	0.073303	0.367456
the	0.036725	0.003614	0.010988	0.206920	0.064159	0.015286	0.004446	0.015326	0.176259	0.051337	0.026303	0.003365	0.005184	0.000687	0.002652	0.047358	0.329390
middle	0.009941	0.005984	0.007239	0.034151	0.023316	0.004822	0.004539	0.014290	0.323902	0.252076	0.026388	0.008343	0.016935	0.001214	0.001909	0.023258	0.241693
of	0.005571	0.000791	0.001156	0.012539	0.014264	0.001821	0.000941	0.004974	0.509405	0.213508	0.111661	0.024850	0.028307	0.003181	0.004656	0.014255	0.048121
a	0.010202	0.000823	0.002059	0.034052	0.011062	0.001486	0.000958	0.006208	0.413110	0.054241	0.192994	0.047701	0.032117	0.008778	0.013058	0.037722	0.133428
red	0.003643	0.002282	0.001353	0.010200	0.004406	0.000724	0.001089	0.004549	0.220521	0.064613	0.179486	0.060354	0.151376	0.029343	0.041404	0.011532	0.213125
bridge	0.003022	0.001377	0.001046	0.008957	0.007652	0.001791	0.001834	0.005899	0.151045	0.037807	0.241718	0.113507	0.234024	0.073821	0.010623	0.006306	0.099572
.	0.014440	0.003614	0.002613	0.024288	0.003759	0.001544	0.001384	0.005041	0.007543	0.003542	0.002470	0.002405	0.008882	0.008389	0.010969	0.143421	0.755696
[SEP]	0.019183	0.008316	0.013141	0.013168	0.008927	0.008267	0.008854	0.012148	0.006334	0.007182	0.003348	0.005785	0.011254	0.011026	0.006237	0.029324	0.827506
