TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.624772	0.008150	0.008284	0.011722	0.013607	0.004075	0.024217	0.004391	0.006060	0.003357	0.009363	0.006385	0.006596	0.011732	0.010462	0.016530	0.230297
A	0.213911	0.076202	0.052314	0.171124	0.023604	0.029558	0.006657	0.006761	0.031590	0.015215	0.046652	0.033745	0.029696	0.032864	0.023676	0.061503	0.144928
boy	0.157992	0.043752	0.050819	0.118060	0.049569	0.013042	0.041714	0.020321	0.014863	0.004131	0.040410	0.007960	0.021569	0.112408	0.133588	0.047954	0.121848
is	0.186050	0.085809	0.037784	0.157536	0.022734	0.012775	0.012896	0.010144	0.018379	0.009078	0.023739	0.031524	0.023040	0.041175	0.035392	0.141735	0.150208
jumping	0.167164	0.049951	0.142046	0.028398	0.046664	0.021232	0.031519	0.057929	0.030850	0.015700	0.084952	0.020323	0.040715	0.034906	0.043223	0.037301	0.147128
on	0.253957	0.042379	0.081804	0.033469	0.019144	0.017938	0.011854	0.010690	0.051926	0.011085	0.036592	0.028564	0.036826	0.018615	0.020937	0.058513	0.265707
skate	0.252691	0.024169	0.022378	0.046454	0.012256	0.013708	0.002723	0.014692	0.020915	0.023370	0.012536	0.016487	0.054766	0.027684	0.022016	0.136461	0.296695
##board	0.315537	0.012266	0.024233	0.009590	0.005008	0.008572	0.008516	0.001608	0.024743	0.015303	0.007061	0.016655	0.024509	0.014610	0.014293	0.093925	0.403571
in	0.361161	0.034201	0.010476	0.051390	0.014698	0.020255	0.003308	0.006518	0.027547	0.021766	0.013239	0.018215	0.027232	0.003811	0.004078	0.066724	0.315380
the	0.267569	0.085993	0.009175	0.066024	0.009638	0.029746	0.002061	0.007221	0.045984	0.043762	0.014022	0.029045	0.061423	0.006716	0.005167	0.084893	0.231560
middle	0.265534	0.023188	0.051237	0.028914	0.016776	0.020853	0.001733	0.011171	0.058301	0.043659	0.020848	0.043404	0.029461	0.022215	0.006032	0.055057	0.301617
of	0.331111	0.038697	0.013222	0.030525	0.012043	0.023652	0.002030	0.007096	0.026528	0.032101	0.018748	0.021535	0.029257	0.010757	0.008857	0.080751	0.313089
a	0.269082	0.062640	0.040573	0.143927	0.025962	0.028213	0.004443	0.010864	0.039951	0.033056	0.023303	0.032451	0.025909	0.026831	0.012695	0.057224	0.162876
red	0.109751	0.034379	0.119930	0.043573	0.110284	0.026212	0.054175	0.085816	0.035138	0.008200	0.092769	0.015110	0.018966	0.050221	0.086437	0.022824	0.086216
bridge	0.166362	0.025424	0.109679	0.036053	0.051469	0.021252	0.060261	0.062986	0.043683	0.008687	0.038188	0.020259	0.022883	0.083025	0.053107	0.044742	0.151941
.	0.233580	0.026723	0.007740	0.007190	0.007363	0.022195	0.004705	0.003992	0.050989	0.053340	0.010355	0.090093	0.022337	0.005680	0.009364	0.137321	0.307033
[SEP]	0.287324	0.005639	0.002169	0.001338	0.002720	0.017773	0.000810	0.001880	0.018546	0.082384	0.001725	0.058947	0.017192	0.000578	0.001183	0.120707	0.379084
