TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.010734	0.000492	0.000471	0.009207	0.000250	0.000253	0.000298	0.000022	0.000183	0.000045	0.000567	0.000169	0.000246	0.000884	0.000133	0.032922	0.943125
A	0.003932	0.031523	0.010747	0.092333	0.002509	0.000451	0.000066	0.000031	0.001392	0.000365	0.001354	0.000583	0.001515	0.000252	0.000121	0.047232	0.805592
boy	0.006077	0.105185	0.046681	0.131452	0.010448	0.002062	0.000944	0.000310	0.006323	0.001974	0.000859	0.000414	0.001135	0.000259	0.000666	0.038189	0.647022
is	0.015862	0.030414	0.009798	0.028497	0.005296	0.001219	0.001981	0.000983	0.008526	0.005587	0.015537	0.004319	0.005597	0.001007	0.001133	0.044882	0.819361
jumping	0.007095	0.012850	0.006362	0.027997	0.022381	0.029965	0.001343	0.001249	0.006412	0.001116	0.001357	0.000733	0.001983	0.000392	0.000335	0.010904	0.867526
on	0.010164	0.015755	0.002439	0.024148	0.112161	0.054657	0.026198	0.003172	0.001588	0.001125	0.002368	0.000937	0.002357	0.000122	0.000402	0.027553	0.714853
skate	0.010135	0.017977	0.015306	0.007715	0.020566	0.074098	0.004235	0.021013	0.005834	0.005028	0.001687	0.001876	0.005325	0.000299	0.000690	0.005837	0.802379
##board	0.013504	0.010284	0.009016	0.001538	0.058688	0.493485	0.005522	0.002610	0.002800	0.006745	0.004159	0.002225	0.025841	0.001427	0.000298	0.005010	0.356847
in	0.004965	0.004629	0.002177	0.023216	0.193217	0.011296	0.002700	0.004450	0.018339	0.038100	0.098113	0.009561	0.008064	0.000731	0.001072	0.014393	0.564976
the	0.006122	0.004063	0.001991	0.034061	0.058010	0.006914	0.000363	0.000847	0.025124	0.015876	0.159600	0.016134	0.021266	0.001163	0.001039	0.020343	0.627085
middle	0.002768	0.002720	0.004029	0.026443	0.072940	0.001937	0.004041	0.005700	0.015984	0.025414	0.126044	0.011713	0.008481	0.003661	0.029278	0.017321	0.641526
of	0.010656	0.002220	0.000413	0.009113	0.011993	0.003642	0.000500	0.000246	0.021252	0.038910	0.025785	0.012970	0.032448	0.001923	0.000588	0.033699	0.793643
a	0.007294	0.001738	0.001800	0.006716	0.007472	0.000835	0.000419	0.000187	0.005344	0.001306	0.014772	0.007926	0.033034	0.004149	0.006563	0.050029	0.850418
red	0.004109	0.000827	0.002730	0.002112	0.004501	0.000167	0.002488	0.000499	0.001365	0.000184	0.003100	0.001488	0.009254	0.007478	0.317597	0.005644	0.636457
bridge	0.014501	0.001399	0.001925	0.002159	0.005349	0.008582	0.003869	0.002570	0.011056	0.010230	0.020385	0.018912	0.073119	0.059910	0.012821	0.023232	0.729980
.	0.020077	0.009961	0.002565	0.043747	0.002763	0.004093	0.000957	0.001040	0.009045	0.004546	0.015866	0.006957	0.018683	0.001673	0.000804	0.070767	0.786457
[SEP]	0.032513	0.008721	0.013154	0.015690	0.013421	0.007778	0.007809	0.004801	0.005255	0.005727	0.005315	0.004588	0.006994	0.003300	0.007677	0.027121	0.830136
