TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.013459	0.038658	0.002513	0.006150	0.002837	0.048230	0.003107	0.013438	0.030693	0.030221	0.001336	0.022962	0.021986	0.004318	0.003870	0.235682	0.520539
A	0.068999	0.136369	0.005938	0.013664	0.003270	0.013778	0.000759	0.004776	0.004038	0.018803	0.000373	0.007282	0.029981	0.002252	0.000632	0.321744	0.367341
boy	0.022772	0.053426	0.003362	0.006997	0.002398	0.008734	0.000444	0.009755	0.002395	0.005958	0.000116	0.003614	0.010681	0.000530	0.000847	0.228178	0.639793
is	0.188421	0.039094	0.006069	0.037381	0.011810	0.010730	0.000849	0.009451	0.003938	0.003163	0.000152	0.002034	0.003451	0.000854	0.000764	0.159052	0.522788
jumping	0.060058	0.021207	0.004884	0.027998	0.013115	0.013876	0.006880	0.032337	0.003514	0.004244	0.000204	0.001061	0.004259	0.000722	0.001146	0.083342	0.721152
on	0.058177	0.036119	0.002737	0.022953	0.009234	0.204568	0.003976	0.027006	0.046315	0.026582	0.000469	0.020618	0.017837	0.001162	0.003489	0.087376	0.431380
skate	0.071346	0.006569	0.001704	0.008239	0.006561	0.048507	0.002556	0.003848	0.014082	0.009757	0.000589	0.004464	0.007177	0.001317	0.004651	0.082713	0.725920
##board	0.110350	0.009156	0.002601	0.011080	0.003688	0.012954	0.001840	0.014160	0.008981	0.016410	0.001989	0.007829	0.014103	0.000724	0.003698	0.122978	0.657459
in	0.150624	0.004932	0.001592	0.010568	0.005798	0.081783	0.003864	0.002812	0.164377	0.019516	0.002061	0.009623	0.003037	0.000588	0.003025	0.123285	0.412515
the	0.168269	0.008222	0.000460	0.002570	0.001082	0.031339	0.003635	0.004532	0.042462	0.183084	0.001357	0.023569	0.052548	0.001821	0.002469	0.140472	0.332109
middle	0.042532	0.003310	0.000985	0.005476	0.005553	0.037051	0.020624	0.006156	0.039267	0.040789	0.007910	0.007317	0.019353	0.003960	0.029994	0.090818	0.638907
of	0.146634	0.006181	0.000461	0.007037	0.001683	0.049854	0.000717	0.003115	0.046473	0.037873	0.001316	0.141115	0.037929	0.001991	0.008507	0.163835	0.345279
a	0.111147	0.006763	0.000275	0.002046	0.000448	0.022236	0.000869	0.005155	0.012551	0.075946	0.000236	0.053349	0.150495	0.002297	0.004125	0.218850	0.333212
red	0.023515	0.008188	0.001001	0.008712	0.001672	0.014116	0.001765	0.010258	0.008417	0.017794	0.000625	0.009460	0.046308	0.001826	0.009684	0.132724	0.703934
bridge	0.015459	0.010150	0.001735	0.003134	0.001242	0.022867	0.001465	0.014622	0.047050	0.016432	0.001953	0.025859	0.047953	0.001482	0.012964	0.175777	0.599858
.	0.120300	0.011424	0.004902	0.005278	0.004427	0.002528	0.003160	0.008943	0.011127	0.012967	0.001174	0.021833	0.017800	0.005831	0.018356	0.246609	0.503342
[SEP]	0.113045	0.022239	0.012442	0.017266	0.008889	0.011053	0.011865	0.017594	0.006149	0.014730	0.003119	0.007588	0.017359	0.008781	0.007069	0.037919	0.682894
