TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.015433	0.004478	0.006093	0.006816	0.002847	0.002105	0.003417	0.001596	0.001171	0.000553	0.001078	0.000988	0.001636	0.001974	0.002584	0.011104	0.936125
A	0.003525	0.013307	0.006085	0.024731	0.004785	0.002956	0.002698	0.001784	0.003280	0.001724	0.007559	0.004760	0.002668	0.001812	0.002539	0.011440	0.904347
boy	0.005271	0.097246	0.029106	0.051191	0.020577	0.002891	0.002791	0.003553	0.004549	0.002428	0.005220	0.002292	0.001455	0.000999	0.002125	0.020338	0.747969
is	0.009187	0.188084	0.012172	0.043289	0.010640	0.006968	0.003205	0.002029	0.001937	0.002169	0.002411	0.001978	0.002788	0.002064	0.001123	0.032012	0.677943
jumping	0.014282	0.067284	0.018319	0.117043	0.035291	0.018795	0.008701	0.013336	0.004148	0.002444	0.003200	0.001073	0.001934	0.002009	0.004853	0.020946	0.666340
on	0.017110	0.078855	0.089021	0.150808	0.115604	0.035523	0.025517	0.043596	0.006781	0.003192	0.000856	0.000627	0.001294	0.002672	0.006470	0.028539	0.393534
skate	0.006577	0.020436	0.015064	0.031754	0.029694	0.018795	0.028474	0.011684	0.002318	0.001205	0.000494	0.000198	0.000709	0.000734	0.001898	0.014762	0.815205
##board	0.005276	0.063326	0.019300	0.052330	0.067205	0.184244	0.123170	0.027149	0.001162	0.000966	0.000798	0.000164	0.001038	0.000945	0.001416	0.012002	0.439510
in	0.010101	0.029728	0.018014	0.186019	0.118727	0.338546	0.037696	0.016963	0.008749	0.003492	0.030589	0.003305	0.002224	0.000969	0.001577	0.019463	0.173836
the	0.014983	0.031574	0.031881	0.366255	0.142486	0.055737	0.019973	0.030171	0.025268	0.007958	0.021648	0.004589	0.002582	0.001015	0.007632	0.038253	0.197994
middle	0.020023	0.023973	0.009174	0.236984	0.075003	0.008787	0.020657	0.019843	0.133426	0.027830	0.029149	0.004294	0.004776	0.001620	0.008243	0.024810	0.351406
of	0.055287	0.053973	0.021501	0.209370	0.060950	0.006272	0.010195	0.021066	0.220518	0.059485	0.022336	0.007620	0.011321	0.005272	0.016048	0.076040	0.142745
a	0.028852	0.074623	0.026700	0.276529	0.063052	0.005056	0.010536	0.017829	0.099571	0.026684	0.033653	0.010131	0.010743	0.008040	0.012252	0.077178	0.218573
red	0.010161	0.010554	0.006224	0.039720	0.012935	0.000726	0.004450	0.006486	0.105474	0.026328	0.054857	0.026821	0.032144	0.020872	0.040551	0.023842	0.577857
bridge	0.006515	0.005082	0.003979	0.016111	0.011071	0.006476	0.006399	0.009365	0.086033	0.022224	0.143924	0.078297	0.104934	0.052256	0.051505	0.029526	0.366301
.	0.010042	0.033035	0.028306	0.146431	0.034522	0.015523	0.023590	0.018385	0.032628	0.013197	0.032654	0.026342	0.044459	0.013366	0.037064	0.047905	0.442549
[SEP]	0.007089	0.004863	0.002581	0.012262	0.002040	0.001656	0.003566	0.001293	0.001843	0.001034	0.001904	0.001489	0.003201	0.001857	0.002807	0.006034	0.944481
