TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.013232	0.004405	0.004571	0.002018	0.002989	0.001183	0.004465	0.000588	0.001339	0.000380	0.002332	0.000323	0.002781	0.006028	0.002283	0.002373	0.948711
A	0.001381	0.036887	0.036393	0.049893	0.051883	0.006561	0.024709	0.004698	0.011239	0.002867	0.007972	0.003340	0.009108	0.005288	0.003341	0.016541	0.727901
boy	0.001246	0.007298	0.012837	0.007020	0.020000	0.001112	0.067679	0.005162	0.002975	0.000893	0.005134	0.000434	0.001323	0.002829	0.004741	0.006937	0.852379
is	0.002418	0.060956	0.025323	0.030411	0.095901	0.028138	0.039540	0.006880	0.034093	0.022268	0.014113	0.011067	0.030885	0.006440	0.004631	0.015592	0.571343
jumping	0.001455	0.020568	0.028233	0.013032	0.030164	0.018061	0.085736	0.025709	0.018295	0.007252	0.030308	0.003694	0.007069	0.004963	0.017223	0.004634	0.683604
on	0.001708	0.011219	0.007169	0.015873	0.116876	0.014188	0.342223	0.063804	0.019832	0.003722	0.020739	0.001006	0.003281	0.002036	0.019875	0.003778	0.352670
skate	0.000796	0.000744	0.001632	0.002066	0.002770	0.001164	0.002347	0.000410	0.000612	0.000108	0.000601	0.000040	0.000120	0.000171	0.000265	0.000696	0.985457
##board	0.001530	0.002187	0.013705	0.007421	0.017786	0.003873	0.143897	0.003723	0.002699	0.000411	0.002893	0.000111	0.000200	0.001116	0.002495	0.008768	0.787184
in	0.000711	0.005596	0.003442	0.021057	0.108636	0.006893	0.067033	0.027370	0.016369	0.007787	0.185643	0.014510	0.018649	0.046360	0.218567	0.002522	0.248856
the	0.001110	0.009648	0.009029	0.014975	0.077156	0.006737	0.130223	0.019976	0.020779	0.007248	0.086567	0.009610	0.029988	0.039887	0.103983	0.008120	0.424964
middle	0.000724	0.001937	0.001443	0.016337	0.062325	0.003039	0.034385	0.020095	0.017053	0.005655	0.084394	0.007230	0.015626	0.036391	0.228350	0.002977	0.462038
of	0.000530	0.001890	0.004147	0.007368	0.014203	0.001250	0.011851	0.003793	0.005712	0.000790	0.010516	0.002122	0.010173	0.054389	0.274526	0.002396	0.594343
a	0.001036	0.004341	0.006170	0.020999	0.022574	0.002659	0.016556	0.006068	0.009933	0.002053	0.010784	0.004785	0.018696	0.043430	0.090364	0.005851	0.733701
red	0.001645	0.002411	0.003003	0.005955	0.008877	0.001246	0.003397	0.002523	0.003809	0.001489	0.009927	0.004828	0.013638	0.023953	0.130837	0.002399	0.780063
bridge	0.000775	0.000435	0.002443	0.001467	0.003508	0.000556	0.006464	0.000484	0.000930	0.000278	0.002294	0.000453	0.001446	0.030298	0.010824	0.002352	0.934992
.	0.001763	0.027620	0.005757	0.028653	0.006306	0.003118	0.004074	0.001339	0.003453	0.002277	0.002567	0.002078	0.016649	0.005883	0.003849	0.008423	0.876192
[SEP]	0.012529	0.002464	0.001276	0.001874	0.001003	0.000368	0.001705	0.000390	0.000626	0.000738	0.000562	0.000303	0.000936	0.000557	0.000660	0.011127	0.962882
