TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.020893	0.112310	0.024380	0.223959	0.047433	0.003954	0.007496	0.011575	0.028364	0.092868	0.019372	0.021695	0.079782	0.008766	0.021160	0.127192	0.148803
A	0.004746	0.281127	0.010990	0.227829	0.035800	0.004144	0.006391	0.004072	0.008705	0.044587	0.001732	0.005867	0.062621	0.002153	0.001661	0.118994	0.178583
boy	0.003116	0.005560	0.659247	0.043008	0.044376	0.002498	0.013107	0.026659	0.002303	0.002888	0.002537	0.000905	0.001886	0.005220	0.009095	0.064681	0.112913
is	0.007666	0.030595	0.012733	0.693976	0.085289	0.002937	0.001930	0.005536	0.008420	0.011788	0.001586	0.005163	0.010368	0.000991	0.002690	0.046936	0.071396
jumping	0.007341	0.008109	0.023976	0.080606	0.661963	0.016521	0.018449	0.010102	0.016325	0.011060	0.008682	0.002747	0.005566	0.006061	0.006113	0.044358	0.072021
on	0.002117	0.003644	0.005050	0.007407	0.023717	0.797542	0.006637	0.004760	0.007912	0.003182	0.003073	0.008419	0.005355	0.010787	0.001370	0.043070	0.065956
skate	0.001446	0.002457	0.014214	0.004197	0.015892	0.014638	0.616998	0.029545	0.006064	0.005494	0.017033	0.003834	0.009991	0.066309	0.032936	0.059456	0.099496
##board	0.001242	0.000429	0.006013	0.003319	0.004848	0.003190	0.006164	0.893237	0.005097	0.001948	0.003850	0.001257	0.001493	0.004762	0.034161	0.011127	0.017863
in	0.004146	0.002215	0.000669	0.011811	0.008669	0.010476	0.001877	0.005262	0.787429	0.036690	0.045107	0.047498	0.022191	0.006389	0.000953	0.004056	0.004560
the	0.013271	0.048662	0.001593	0.096434	0.036324	0.010350	0.004261	0.005115	0.188345	0.386258	0.008227	0.032586	0.141045	0.002561	0.000808	0.011106	0.013053
middle	0.000494	0.000157	0.000295	0.000823	0.001290	0.000688	0.002458	0.001196	0.021064	0.001765	0.907116	0.022405	0.004460	0.015726	0.005284	0.005819	0.008959
of	0.002209	0.004102	0.000470	0.015672	0.002090	0.004502	0.001933	0.002094	0.062847	0.012667	0.082667	0.660448	0.085314	0.023934	0.002512	0.016042	0.020496
a	0.004895	0.040437	0.001517	0.046581	0.008718	0.005358	0.007377	0.003349	0.070310	0.099984	0.023819	0.145829	0.459703	0.020200	0.003052	0.025894	0.032976
red	0.000540	0.000767	0.005501	0.003039	0.003183	0.002239	0.032582	0.008876	0.007510	0.001622	0.029122	0.016288	0.015225	0.709554	0.018518	0.052498	0.092934
bridge	0.001545	0.000795	0.014873	0.005667	0.004075	0.000658	0.021734	0.050974	0.004022	0.001600	0.044903	0.004395	0.004982	0.017682	0.582289	0.086375	0.153430
.	0.028104	0.036112	0.062261	0.055783	0.051365	0.021492	0.042671	0.043678	0.029465	0.025921	0.032009	0.029737	0.038441	0.057625	0.062197	0.178054	0.205086
[SEP]	0.029567	0.036447	0.074173	0.055796	0.059070	0.024953	0.050622	0.049246	0.031392	0.027882	0.037010	0.031558	0.040530	0.070847	0.073860	0.143177	0.163871
