TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.050860	0.019234	0.015392	0.027022	0.013477	0.009071	0.010989	0.003022	0.007594	0.004022	0.007378	0.009836	0.018704	0.048379	0.008823	0.038450	0.707746
A	0.012042	0.028458	0.128786	0.206417	0.022519	0.030677	0.015487	0.011096	0.012515	0.019846	0.048781	0.062722	0.021674	0.138218	0.022205	0.078074	0.140486
boy	0.012221	0.019392	0.068370	0.065817	0.019687	0.016137	0.036604	0.009945	0.012722	0.021312	0.058230	0.018086	0.007202	0.055148	0.005636	0.054470	0.519020
is	0.005171	0.010360	0.076403	0.030900	0.021449	0.009510	0.030217	0.002695	0.016435	0.013374	0.082320	0.021282	0.013003	0.183989	0.007405	0.025157	0.450332
jumping	0.004301	0.005228	0.023269	0.024464	0.118117	0.025118	0.038460	0.014064	0.018851	0.008848	0.023335	0.018696	0.011143	0.077884	0.007170	0.026330	0.554721
on	0.003764	0.005262	0.009399	0.027402	0.566430	0.018226	0.083128	0.055440	0.013004	0.014070	0.004606	0.025087	0.024216	0.029911	0.005470	0.038107	0.076477
skate	0.002514	0.002576	0.009484	0.009688	0.020123	0.007413	0.025537	0.012273	0.003940	0.001947	0.004861	0.006497	0.004223	0.029159	0.013640	0.014510	0.831616
##board	0.003834	0.004871	0.018357	0.018605	0.119046	0.045529	0.121522	0.044391	0.007329	0.005137	0.008502	0.012491	0.010173	0.100223	0.014039	0.026332	0.439619
in	0.006099	0.009587	0.020086	0.125980	0.273378	0.071862	0.032177	0.015654	0.012044	0.035461	0.012640	0.027087	0.027187	0.066415	0.038113	0.030202	0.196028
the	0.003228	0.006969	0.020638	0.110526	0.240506	0.033955	0.024172	0.006417	0.040970	0.021385	0.057327	0.034744	0.035098	0.223939	0.038621	0.014438	0.087065
middle	0.005632	0.021327	0.069501	0.132784	0.390014	0.047160	0.006671	0.016275	0.017266	0.025382	0.013183	0.035007	0.033875	0.016925	0.086547	0.007140	0.075312
of	0.004048	0.007004	0.081945	0.053545	0.242508	0.014331	0.042576	0.011911	0.035334	0.027304	0.376607	0.011584	0.003581	0.049190	0.004493	0.007811	0.026227
a	0.004693	0.003792	0.039233	0.083145	0.112059	0.031110	0.078559	0.021278	0.029774	0.016549	0.066080	0.079489	0.016810	0.278062	0.016133	0.024410	0.098823
red	0.014638	0.004204	0.010064	0.033725	0.030678	0.017592	0.038696	0.022843	0.029308	0.012059	0.014841	0.031350	0.015250	0.064712	0.025960	0.055847	0.578233
bridge	0.011983	0.001604	0.017671	0.011026	0.311469	0.011272	0.017731	0.013543	0.011846	0.004991	0.005561	0.012267	0.004351	0.132788	0.020719	0.025845	0.385335
.	0.012572	0.021439	0.028116	0.089326	0.019464	0.009200	0.009174	0.003380	0.010498	0.004642	0.017674	0.020273	0.017786	0.040383	0.019170	0.019314	0.657589
[SEP]	0.001547	0.001317	0.004952	0.002255	0.001330	0.000602	0.005310	0.000518	0.000425	0.000209	0.000641	0.001135	0.000748	0.005332	0.001619	0.003095	0.968965
