TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.003496	0.212749	0.032698	0.186610	0.050031	0.021113	0.012784	0.007950	0.019576	0.022724	0.020024	0.020325	0.065756	0.026610	0.014301	0.078796	0.204458
A	0.140441	0.063733	0.025953	0.029199	0.000665	0.001190	0.004900	0.000508	0.000833	0.001381	0.000448	0.000464	0.002797	0.000554	0.000205	0.022581	0.704149
boy	0.045908	0.001748	0.257305	0.002419	0.000461	0.000202	0.002001	0.000172	0.000192	0.000361	0.000131	0.000087	0.000190	0.000039	0.000049	0.006343	0.682391
is	0.034433	0.008678	0.004912	0.272968	0.003326	0.002607	0.001966	0.000172	0.006817	0.005695	0.000815	0.000882	0.001470	0.000541	0.000208	0.032062	0.622447
jumping	0.056330	0.000912	0.000784	0.003360	0.156196	0.001196	0.009828	0.004912	0.005283	0.008264	0.002460	0.000647	0.000968	0.001105	0.004630	0.026384	0.716743
on	0.033276	0.001632	0.001119	0.001549	0.003921	0.032172	0.021467	0.009891	0.000555	0.000419	0.000424	0.000467	0.001635	0.002539	0.001458	0.017713	0.869763
skate	0.020464	0.000490	0.001780	0.000126	0.001815	0.003617	0.263181	0.020337	0.000200	0.000249	0.000359	0.001945	0.001303	0.004787	0.001843	0.007241	0.670264
##board	0.023890	0.000280	0.000424	0.000098	0.006705	0.004001	0.099820	0.041986	0.000563	0.000540	0.000370	0.000951	0.001481	0.002368	0.008979	0.006897	0.800645
in	0.044230	0.001762	0.000608	0.003602	0.006866	0.000558	0.004232	0.000603	0.038784	0.012873	0.008393	0.002401	0.007002	0.001746	0.007373	0.017054	0.841912
the	0.114211	0.005332	0.004893	0.013969	0.060079	0.001938	0.010086	0.001475	0.067636	0.078800	0.032062	0.004860	0.016844	0.004763	0.024393	0.025906	0.532753
middle	0.016065	0.000175	0.000249	0.000433	0.002390	0.000186	0.002987	0.000793	0.007626	0.004216	0.009578	0.000900	0.001744	0.000603	0.007213	0.003770	0.941073
of	0.083666	0.004646	0.000891	0.002906	0.009782	0.000643	0.020085	0.002241	0.017850	0.010255	0.014128	0.037844	0.033906	0.005852	0.040415	0.012735	0.702153
a	0.204623	0.007442	0.002694	0.003872	0.004799	0.003452	0.027006	0.002709	0.013493	0.009130	0.008840	0.017021	0.056252	0.016232	0.015928	0.017749	0.588757
red	0.034600	0.000087	0.000077	0.000151	0.000300	0.000202	0.009982	0.000676	0.002483	0.000946	0.001012	0.000985	0.002114	0.039408	0.005003	0.005000	0.896974
bridge	0.009950	0.000055	0.000129	0.000059	0.002225	0.000381	0.009732	0.004507	0.001969	0.001693	0.001370	0.001915	0.002618	0.002697	0.281175	0.002208	0.677316
.	0.167670	0.020969	0.032590	0.018224	0.001961	0.001219	0.007883	0.001217	0.003571	0.001494	0.000643	0.000884	0.002927	0.001152	0.001240	0.110558	0.625797
[SEP]	0.008515	0.001543	0.005073	0.002864	0.002403	0.001474	0.011635	0.003121	0.001261	0.000848	0.001327	0.000600	0.001750	0.003893	0.003857	0.008373	0.941464
