TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.000004	0.000075	0.000000	0.000252	0.000004	0.000260	0.000000	0.000002	0.000172	0.000284	0.000003	0.000279	0.000315	0.000014	0.000008	0.000001	0.998328
A	0.164364	0.006975	0.066780	0.030059	0.029008	0.030886	0.104802	0.103887	0.029338	0.018421	0.043859	0.029201	0.015224	0.030805	0.040589	0.203283	0.052519
boy	0.003140	0.020298	0.127821	0.019897	0.119001	0.036545	0.303895	0.087954	0.015937	0.010096	0.094571	0.025921	0.009803	0.041100	0.059938	0.006702	0.017382
is	0.066506	0.035372	0.041709	0.029133	0.007947	0.078474	0.019501	0.037504	0.079632	0.038792	0.055437	0.068041	0.037194	0.016337	0.024260	0.353205	0.010956
jumping	0.003967	0.022546	0.067501	0.038742	0.132412	0.025765	0.319385	0.068526	0.017054	0.034879	0.066902	0.018975	0.023291	0.065299	0.076151	0.007493	0.011112
on	0.079863	0.050501	0.037436	0.071196	0.029291	0.029400	0.021577	0.057928	0.069020	0.055494	0.054210	0.052580	0.028106	0.015487	0.024219	0.314798	0.008894
skate	0.005338	0.011256	0.073344	0.014031	0.409485	0.009010	0.166215	0.046170	0.006266	0.010413	0.056059	0.010361	0.007259	0.069150	0.098704	0.004505	0.002434
##board	0.007675	0.006740	0.038994	0.009140	0.090311	0.018087	0.598670	0.031420	0.007465	0.006159	0.054705	0.009756	0.006979	0.012459	0.082137	0.009518	0.009785
in	0.010794	0.057379	0.014238	0.051421	0.007806	0.061678	0.013490	0.037934	0.050425	0.053401	0.022768	0.044845	0.042071	0.014402	0.014684	0.496614	0.006051
the	0.023508	0.009136	0.011781	0.017072	0.003287	0.016671	0.009606	0.012609	0.018076	0.007629	0.014720	0.016660	0.007439	0.004288	0.005218	0.817824	0.004477
middle	0.025347	0.016954	0.438779	0.029213	0.090536	0.026639	0.085397	0.068033	0.015563	0.041645	0.011572	0.019948	0.017380	0.040882	0.051564	0.012464	0.008084
of	0.007160	0.023566	0.008076	0.023785	0.001759	0.039740	0.003316	0.020399	0.037671	0.021912	0.015059	0.018746	0.016936	0.005276	0.006654	0.745290	0.004657
a	0.023386	0.016501	0.012626	0.034154	0.008569	0.023552	0.012390	0.032729	0.033646	0.015417	0.024793	0.024209	0.011423	0.007135	0.009476	0.701367	0.008627
red	0.012434	0.023727	0.284720	0.008803	0.090800	0.014703	0.273460	0.057283	0.013838	0.012448	0.107056	0.008891	0.010409	0.013861	0.042021	0.024165	0.001380
bridge	0.023986	0.014339	0.073887	0.013969	0.172525	0.011554	0.230354	0.109824	0.013879	0.030520	0.132656	0.016700	0.015015	0.028731	0.086319	0.021995	0.003747
.	0.014479	0.006928	0.002580	0.011840	0.001248	0.007564	0.004764	0.010489	0.008313	0.006204	0.006093	0.010679	0.004251	0.001929	0.002758	0.898679	0.001204
[SEP]	0.115382	0.057659	0.010569	0.036734	0.008612	0.055968	0.005415	0.010463	0.068965	0.273505	0.009941	0.046426	0.179036	0.006237	0.004784	0.069174	0.041129
