TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.027924	0.039183	0.032888	0.036979	0.005697	0.006824	0.013162	0.006482	0.037108	0.037647	0.022347	0.018537	0.015740	0.020366	0.028037	0.042101	0.608979
A	0.033574	0.034982	0.189048	0.113432	0.004741	0.005893	0.000815	0.002054	0.030513	0.026546	0.001773	0.037022	0.014963	0.002853	0.001701	0.052611	0.447479
boy	0.035992	0.256289	0.100782	0.029907	0.003738	0.002784	0.000457	0.003642	0.003023	0.008011	0.001202	0.034967	0.047929	0.000605	0.004822	0.110377	0.355473
is	0.050908	0.057574	0.029768	0.034439	0.001925	0.005054	0.000881	0.001456	0.050609	0.055492	0.023734	0.090476	0.025131	0.004351	0.002065	0.099349	0.466787
jumping	0.049199	0.006799	0.001831	0.022342	0.067629	0.041280	0.007120	0.033462	0.106879	0.023565	0.001503	0.011448	0.041047	0.002094	0.015006	0.049467	0.519327
on	0.062580	0.004633	0.002689	0.017747	0.435720	0.002584	0.021087	0.012037	0.010716	0.009882	0.001054	0.014842	0.009423	0.000602	0.041250	0.053125	0.300030
skate	0.135206	0.001451	0.001424	0.004812	0.037362	0.058764	0.002359	0.070779	0.001036	0.004428	0.002009	0.004631	0.012853	0.000899	0.039570	0.078316	0.544099
##board	0.015448	0.000031	0.000584	0.000083	0.023083	0.020879	0.919832	0.000557	0.000440	0.000439	0.000051	0.000055	0.000273	0.000201	0.000589	0.007546	0.009909
in	0.036985	0.015451	0.012710	0.039729	0.062659	0.010334	0.003824	0.001015	0.013613	0.043606	0.029400	0.071895	0.037797	0.003822	0.013053	0.049095	0.555012
the	0.033973	0.007185	0.003547	0.015434	0.016871	0.016897	0.034563	0.002998	0.040807	0.062973	0.114550	0.020668	0.011975	0.010144	0.029058	0.047082	0.531273
middle	0.045719	0.000743	0.001283	0.000763	0.001465	0.001489	0.000420	0.000444	0.124963	0.191864	0.002761	0.010346	0.002570	0.049147	0.003252	0.034201	0.528572
of	0.069948	0.017820	0.003048	0.016304	0.005770	0.012880	0.018330	0.001814	0.087062	0.217615	0.129644	0.010628	0.038199	0.002158	0.008998	0.080263	0.279519
a	0.029967	0.015655	0.041099	0.021346	0.035810	0.006864	0.012826	0.002794	0.092084	0.046198	0.011261	0.078672	0.034753	0.019961	0.026602	0.054409	0.469698
red	0.091158	0.006375	0.023945	0.002162	0.005855	0.000663	0.003212	0.000956	0.010293	0.017662	0.016686	0.032744	0.016452	0.040092	0.025919	0.192908	0.512920
bridge	0.065436	0.001177	0.001196	0.001478	0.035398	0.114701	0.070085	0.008862	0.018743	0.071304	0.012650	0.010258	0.028408	0.072471	0.079421	0.078133	0.330277
.	0.032818	0.049684	0.009278	0.077405	0.006271	0.017520	0.003825	0.004166	0.048685	0.056663	0.027494	0.037542	0.029253	0.010444	0.010959	0.044500	0.533493
[SEP]	0.034172	0.012018	0.006137	0.014011	0.003265	0.006031	0.006197	0.005908	0.009808	0.018364	0.003275	0.014557	0.015817	0.007087	0.014673	0.039079	0.789601
