TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.116908	0.012360	0.034098	0.014258	0.007601	0.005239	0.006781	0.012075	0.002557	0.005809	0.001983	0.002666	0.003142	0.010761	0.016203	0.030556	0.717002
A	0.072824	0.039396	0.096878	0.062586	0.014155	0.006772	0.002870	0.012507	0.005471	0.013149	0.006663	0.008689	0.003421	0.036927	0.009875	0.062518	0.545300
boy	0.073015	0.165737	0.244208	0.115638	0.028892	0.006819	0.007094	0.029006	0.004048	0.005341	0.012695	0.009087	0.007006	0.018000	0.021715	0.032813	0.218885
is	0.064066	0.201105	0.148166	0.036372	0.011448	0.014981	0.006750	0.027829	0.015339	0.016904	0.009333	0.023688	0.013080	0.022643	0.013401	0.085975	0.288919
jumping	0.015225	0.170593	0.304093	0.200349	0.029272	0.022965	0.016137	0.029571	0.006592	0.004853	0.009946	0.007175	0.012325	0.014972	0.022585	0.028832	0.104516
on	0.051036	0.176365	0.172603	0.172284	0.076130	0.014778	0.033139	0.021211	0.004775	0.007079	0.011391	0.009808	0.014664	0.034780	0.027225	0.042707	0.130025
skate	0.054512	0.090758	0.108132	0.144592	0.053360	0.060802	0.013012	0.046549	0.018516	0.016074	0.024146	0.017748	0.019089	0.038150	0.031569	0.033562	0.229427
##board	0.029593	0.051407	0.089667	0.183974	0.113114	0.104815	0.026103	0.034742	0.050308	0.012562	0.062251	0.018836	0.017504	0.081875	0.018765	0.016134	0.088349
in	0.047594	0.077080	0.099936	0.222629	0.099663	0.056237	0.047406	0.026242	0.036675	0.024141	0.050095	0.023811	0.011343	0.035561	0.015506	0.041283	0.084799
the	0.062182	0.057202	0.157327	0.242573	0.049763	0.038244	0.017556	0.017178	0.099132	0.035363	0.048591	0.026963	0.014431	0.028513	0.006494	0.029749	0.068739
middle	0.010339	0.012802	0.278701	0.074608	0.143460	0.016890	0.037574	0.013897	0.112369	0.033895	0.027081	0.037399	0.009782	0.093842	0.031620	0.021157	0.044583
of	0.031335	0.013080	0.061523	0.082173	0.055240	0.023795	0.095845	0.014860	0.203441	0.062671	0.142776	0.063651	0.012640	0.063496	0.013520	0.034090	0.025865
a	0.029862	0.019511	0.137258	0.089844	0.038106	0.019804	0.015409	0.024204	0.127745	0.065282	0.111919	0.134274	0.024604	0.088072	0.014591	0.027462	0.032051
red	0.013083	0.012274	0.136739	0.041032	0.047899	0.015249	0.019796	0.019977	0.086367	0.028437	0.129403	0.174008	0.100873	0.049698	0.094047	0.014506	0.016611
bridge	0.008848	0.018015	0.102412	0.056987	0.043776	0.029531	0.029239	0.020709	0.107773	0.017808	0.197414	0.141008	0.063991	0.088612	0.053396	0.011350	0.009132
.	0.110271	0.026012	0.036945	0.039845	0.011377	0.018417	0.008898	0.012512	0.040785	0.047927	0.031323	0.054370	0.060828	0.049076	0.021970	0.065790	0.363656
[SEP]	0.050376	0.001043	0.000487	0.001453	0.001049	0.001328	0.000481	0.001025	0.000569	0.001215	0.000073	0.000629	0.000888	0.001508	0.001473	0.013206	0.923196
