TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.013440	0.038009	0.013188	0.129567	0.003000	0.063549	0.004482	0.007140	0.189158	0.019608	0.003894	0.101612	0.025453	0.009107	0.003698	0.037208	0.337886
A	0.005462	0.010091	0.046752	0.192735	0.040668	0.151538	0.036141	0.022360	0.082147	0.023555	0.047487	0.082547	0.018404	0.032202	0.037904	0.125557	0.044449
boy	0.045637	0.006666	0.085443	0.006771	0.231048	0.009088	0.216370	0.057304	0.004274	0.017545	0.121992	0.004409	0.012116	0.027375	0.055305	0.010577	0.088080
is	0.010412	0.039344	0.067543	0.127610	0.024338	0.109228	0.041358	0.028738	0.100618	0.058180	0.054183	0.060654	0.076737	0.016557	0.019104	0.098680	0.066717
jumping	0.086704	0.010384	0.064143	0.005375	0.056959	0.115864	0.091602	0.112051	0.032570	0.035874	0.054609	0.029827	0.037335	0.056307	0.037915	0.022534	0.149947
on	0.020151	0.023585	0.051492	0.103538	0.031339	0.037033	0.056877	0.062168	0.057798	0.076341	0.144426	0.040674	0.079392	0.027640	0.045510	0.031778	0.110257
skate	0.054155	0.005319	0.099520	0.007196	0.089121	0.030180	0.045377	0.299759	0.011929	0.029198	0.103547	0.018340	0.021089	0.049362	0.071484	0.013550	0.050876
##board	0.025903	0.005451	0.024322	0.003628	0.074384	0.015617	0.497938	0.030727	0.004784	0.009091	0.139397	0.008929	0.008013	0.014300	0.092628	0.006850	0.038036
in	0.011006	0.018219	0.017464	0.191539	0.025972	0.127357	0.027708	0.028751	0.072345	0.041795	0.048440	0.093259	0.057529	0.018917	0.017993	0.041784	0.159922
the	0.003111	0.016810	0.009136	0.317467	0.012399	0.066100	0.011920	0.008820	0.120074	0.023810	0.027157	0.115028	0.041196	0.012448	0.013350	0.038778	0.162396
middle	0.026975	0.005888	0.046597	0.008165	0.077301	0.032104	0.123001	0.173152	0.016359	0.009916	0.043025	0.023122	0.012187	0.097667	0.200122	0.014698	0.089720
of	0.014517	0.017763	0.020083	0.200165	0.014480	0.073642	0.014514	0.017658	0.095239	0.055436	0.047051	0.072278	0.065799	0.030029	0.018428	0.041292	0.201626
a	0.004302	0.014634	0.013262	0.234547	0.017790	0.076083	0.019050	0.006269	0.102234	0.038575	0.022281	0.133042	0.031922	0.018828	0.011700	0.050818	0.204664
red	0.064273	0.010847	0.071456	0.010124	0.049555	0.031092	0.107994	0.116456	0.021183	0.027013	0.070099	0.024617	0.026640	0.043157	0.133923	0.009392	0.182177
bridge	0.004914	0.006970	0.029352	0.007725	0.146519	0.033767	0.197132	0.104736	0.018418	0.006197	0.185882	0.009068	0.012306	0.081082	0.069777	0.009184	0.076972
.	0.000491	0.017469	0.010469	0.295526	0.003448	0.114644	0.004697	0.005393	0.097284	0.041906	0.006532	0.052271	0.081555	0.004906	0.007253	0.155040	0.101116
[SEP]	0.002931	0.013883	0.003708	0.001660	0.001078	0.005144	0.003302	0.002264	0.002087	0.004878	0.000281	0.007633	0.011370	0.001147	0.000727	0.003362	0.934546
