TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.040996	0.005307	0.015869	0.003080	0.004304	0.001833	0.012010	0.030929	0.000474	0.001955	0.000566	0.000139	0.002247	0.008121	0.003263	0.006245	0.862661
A	0.010588	0.023942	0.113401	0.071335	0.001156	0.001273	0.000174	0.003317	0.000584	0.000503	0.001896	0.002401	0.001131	0.000380	0.003685	0.017676	0.746558
boy	0.030436	0.062410	0.005483	0.025793	0.002716	0.002067	0.002767	0.001589	0.000403	0.000819	0.000220	0.000336	0.001672	0.000288	0.001638	0.009714	0.851649
is	0.015428	0.006830	0.017902	0.169319	0.034260	0.043821	0.002927	0.002159	0.000694	0.000558	0.000145	0.000428	0.000316	0.000115	0.000676	0.010936	0.693486
jumping	0.019606	0.001722	0.001647	0.014179	0.017049	0.013183	0.008070	0.012162	0.001246	0.000854	0.000008	0.000086	0.000095	0.000096	0.001262	0.004871	0.903863
on	0.106273	0.000712	0.007817	0.007989	0.299225	0.002420	0.011275	0.008318	0.001535	0.001901	0.000040	0.000096	0.000055	0.000051	0.000950	0.013253	0.538091
skate	0.011019	0.000586	0.000415	0.006344	0.008640	0.166461	0.057142	0.016400	0.002373	0.000906	0.000306	0.000030	0.000163	0.000117	0.000468	0.001076	0.727552
##board	0.017077	0.002059	0.000428	0.001811	0.023563	0.135983	0.613200	0.001867	0.002284	0.004975	0.000457	0.000140	0.000442	0.000221	0.000591	0.000966	0.193936
in	0.010372	0.000654	0.003614	0.007411	0.151054	0.004253	0.007396	0.015947	0.000863	0.004855	0.318775	0.002694	0.000726	0.000114	0.001058	0.004040	0.466174
the	0.003794	0.000073	0.000602	0.001798	0.001591	0.001957	0.001455	0.012230	0.013199	0.002503	0.858468	0.003263	0.001734	0.001389	0.005906	0.003014	0.087023
middle	0.003838	0.000127	0.000699	0.000587	0.001370	0.001009	0.000288	0.001043	0.413403	0.120805	0.000790	0.000938	0.002205	0.001298	0.000717	0.001712	0.449173
of	0.021302	0.001993	0.001511	0.002502	0.001534	0.001029	0.000468	0.001186	0.102571	0.048003	0.349380	0.005360	0.034711	0.008865	0.032350	0.048930	0.338305
a	0.012972	0.000595	0.005525	0.008272	0.000767	0.000244	0.000157	0.001863	0.015323	0.013159	0.081823	0.054918	0.024305	0.019647	0.078197	0.048614	0.633618
red	0.014936	0.000194	0.000369	0.000178	0.000264	0.000039	0.000305	0.001087	0.001227	0.001627	0.002785	0.011693	0.023864	0.002127	0.127580	0.029877	0.781848
bridge	0.015161	0.001003	0.000396	0.000299	0.003013	0.000873	0.001623	0.000392	0.008552	0.005581	0.001001	0.002576	0.011614	0.045612	0.006284	0.014441	0.881580
.	0.036466	0.017427	0.019434	0.011187	0.005542	0.000991	0.003473	0.003799	0.007154	0.005068	0.014496	0.008686	0.036478	0.040908	0.066735	0.108881	0.613277
[SEP]	0.020374	0.003238	0.005692	0.015976	0.017243	0.010402	0.012170	0.005565	0.003908	0.003155	0.000611	0.000795	0.003411	0.002916	0.003389	0.008933	0.882221
