TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.099835	0.027959	0.009137	0.056547	0.018666	0.002537	0.003649	0.002380	0.003195	0.002004	0.001024	0.001774	0.004487	0.001307	0.000846	0.015237	0.749414
A	0.003942	0.009204	0.065166	0.473381	0.121613	0.009543	0.001322	0.005107	0.001359	0.000507	0.000053	0.000285	0.001122	0.001459	0.000973	0.014290	0.290674
boy	0.008651	0.010080	0.010322	0.030688	0.027294	0.005624	0.007962	0.006600	0.000702	0.001167	0.001522	0.000274	0.001268	0.000417	0.002136	0.004765	0.880528
is	0.010300	0.020827	0.012296	0.092660	0.276158	0.060911	0.042176	0.085382	0.011066	0.014748	0.005325	0.005415	0.004015	0.001287	0.000864	0.015324	0.341248
jumping	0.005405	0.003199	0.004723	0.011545	0.005981	0.016039	0.042807	0.008235	0.009407	0.005832	0.005726	0.003121	0.002421	0.002967	0.001121	0.004289	0.867182
on	0.000682	0.000251	0.001134	0.006997	0.009339	0.009114	0.292424	0.579789	0.006017	0.001331	0.000416	0.000849	0.000335	0.000570	0.004022	0.001211	0.085518
skate	0.005733	0.000352	0.000615	0.001620	0.000390	0.001571	0.001490	0.004954	0.004404	0.001456	0.000514	0.000168	0.000222	0.000064	0.000575	0.002771	0.973102
##board	0.005852	0.001027	0.000736	0.003794	0.001135	0.001157	0.003256	0.007858	0.017290	0.010022	0.005198	0.004050	0.003932	0.000979	0.002123	0.010344	0.921246
in	0.000991	0.001639	0.001024	0.001614	0.000642	0.000349	0.004091	0.002456	0.006423	0.018473	0.651343	0.083145	0.056131	0.064935	0.051173	0.005246	0.050327
the	0.001029	0.001166	0.000320	0.001069	0.000496	0.000388	0.002211	0.002635	0.003341	0.006434	0.726528	0.058505	0.043899	0.065427	0.015265	0.002995	0.068291
middle	0.001532	0.000685	0.000745	0.001658	0.000691	0.000451	0.001423	0.001662	0.001406	0.002223	0.008917	0.009894	0.026636	0.045893	0.244757	0.017670	0.633757
of	0.000611	0.000546	0.001386	0.001837	0.000327	0.000197	0.000326	0.000233	0.000920	0.000450	0.002001	0.004546	0.038156	0.298192	0.362960	0.019307	0.268006
a	0.001146	0.000292	0.000648	0.001701	0.000289	0.000126	0.000046	0.000059	0.000569	0.000350	0.001175	0.006784	0.018937	0.296585	0.014137	0.029110	0.628047
red	0.001977	0.000242	0.000107	0.000039	0.000027	0.000010	0.000069	0.000026	0.000026	0.000053	0.001169	0.000223	0.001579	0.003094	0.014664	0.006481	0.970215
bridge	0.001149	0.000100	0.000218	0.000123	0.000025	0.000022	0.000064	0.000026	0.000078	0.000075	0.000344	0.000270	0.001107	0.004555	0.007254	0.005873	0.978717
.	0.012989	0.004033	0.005034	0.023542	0.004752	0.001336	0.001071	0.000630	0.000819	0.000790	0.001219	0.000797	0.002141	0.002024	0.006984	0.022410	0.909431
[SEP]	0.022756	0.001424	0.001348	0.002531	0.001732	0.001326	0.001086	0.000697	0.001213	0.000973	0.000992	0.001505	0.001621	0.002746	0.002929	0.010242	0.944879
