TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.029648	0.075600	0.011501	0.052128	0.016429	0.013493	0.019290	0.007752	0.004696	0.002850	0.001586	0.018499	0.016878	0.001967	0.002836	0.014953	0.709895
A	0.051594	0.234428	0.061034	0.067804	0.016627	0.033818	0.015739	0.004359	0.006006	0.007353	0.006111	0.010944	0.029967	0.005395	0.002090	0.075355	0.371376
boy	0.030573	0.076029	0.049481	0.037099	0.008962	0.058723	0.021823	0.010149	0.013295	0.009883	0.007954	0.014114	0.026263	0.004038	0.008205	0.053271	0.570136
is	0.092196	0.111691	0.017002	0.070756	0.046629	0.042908	0.019435	0.004478	0.037724	0.018294	0.014228	0.044503	0.038273	0.007521	0.003372	0.082591	0.348399
jumping	0.013377	0.038714	0.040064	0.076862	0.124067	0.128335	0.082555	0.068196	0.025070	0.016579	0.019111	0.031030	0.054873	0.013500	0.024042	0.037781	0.205843
on	0.012232	0.035128	0.012011	0.033054	0.058647	0.166405	0.051307	0.037053	0.070562	0.036405	0.023511	0.058971	0.055766	0.008517	0.022551	0.031284	0.286596
skate	0.027577	0.050697	0.057422	0.018237	0.089573	0.029911	0.112258	0.119831	0.013699	0.011842	0.013602	0.030117	0.082720	0.029682	0.040752	0.031597	0.240484
##board	0.024352	0.045272	0.033554	0.040687	0.104626	0.098564	0.068008	0.028054	0.017479	0.014612	0.021932	0.031974	0.054149	0.009509	0.038153	0.041056	0.328020
in	0.031635	0.033207	0.007185	0.067024	0.062130	0.169303	0.017888	0.007574	0.061127	0.028876	0.031571	0.083471	0.060245	0.003568	0.006129	0.062370	0.266697
the	0.061418	0.067686	0.010530	0.040751	0.052340	0.136063	0.019174	0.007804	0.040311	0.045216	0.023464	0.113906	0.184810	0.007204	0.005119	0.064619	0.119586
middle	0.019352	0.007893	0.004280	0.015711	0.016781	0.111708	0.025938	0.021852	0.025383	0.014353	0.008399	0.082140	0.069595	0.003835	0.013299	0.031585	0.527896
of	0.030116	0.021147	0.007142	0.036498	0.018268	0.243153	0.034017	0.035384	0.015876	0.010484	0.008227	0.085098	0.086852	0.002284	0.016772	0.031745	0.316936
a	0.069786	0.080902	0.041510	0.045157	0.022171	0.107127	0.051867	0.039201	0.009874	0.024939	0.007851	0.044651	0.203861	0.008978	0.018129	0.045680	0.178314
red	0.014594	0.012356	0.013059	0.009695	0.014024	0.053582	0.082767	0.028735	0.005573	0.009356	0.002410	0.012667	0.056814	0.009163	0.023603	0.014367	0.637235
bridge	0.030269	0.012013	0.015870	0.014758	0.024768	0.058421	0.039029	0.059396	0.008546	0.007973	0.005284	0.020221	0.073771	0.013656	0.038073	0.031719	0.546233
.	0.045870	0.122714	0.016773	0.173257	0.038875	0.035270	0.023227	0.021630	0.037276	0.018737	0.010045	0.069532	0.037087	0.010626	0.014516	0.041510	0.283053
[SEP]	0.012831	0.006483	0.002754	0.006809	0.005120	0.006331	0.007773	0.003345	0.003895	0.001950	0.002542	0.003318	0.004046	0.004192	0.002676	0.007489	0.918445
