TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.532530	0.040891	0.006430	0.003887	0.003972	0.010935	0.006055	0.012442	0.005673	0.017595	0.009887	0.012239	0.020173	0.009153	0.005540	0.025930	0.276669
A	0.103419	0.017646	0.055958	0.065667	0.027196	0.068913	0.020982	0.093859	0.091551	0.033347	0.130946	0.052930	0.031143	0.045333	0.039985	0.042133	0.078991
boy	0.017957	0.040679	0.089799	0.038559	0.101955	0.068941	0.052643	0.084834	0.042021	0.010787	0.092295	0.111161	0.019994	0.055020	0.044414	0.048631	0.080309
is	0.060481	0.011791	0.073586	0.274123	0.038688	0.049233	0.024884	0.025181	0.064807	0.022567	0.099030	0.042880	0.022651	0.046331	0.033428	0.041651	0.068689
jumping	0.071596	0.044458	0.028716	0.047867	0.015576	0.067391	0.125045	0.048930	0.096250	0.040925	0.066955	0.035168	0.048703	0.030330	0.077708	0.126629	0.027755
on	0.177360	0.040507	0.036467	0.061420	0.021785	0.047882	0.025086	0.088939	0.079973	0.039490	0.059119	0.046378	0.069135	0.023314	0.049525	0.034980	0.098641
skate	0.106579	0.050163	0.020474	0.099925	0.024104	0.057016	0.068871	0.088391	0.111131	0.027431	0.027559	0.061960	0.047135	0.022724	0.035430	0.120158	0.030951
##board	0.123332	0.113262	0.036466	0.047173	0.017754	0.057944	0.055203	0.097022	0.062087	0.036873	0.033031	0.047524	0.053370	0.022550	0.052138	0.049730	0.094541
in	0.050786	0.044162	0.074739	0.043332	0.053414	0.078994	0.045131	0.060844	0.081368	0.021073	0.117702	0.048291	0.034145	0.059860	0.047433	0.047875	0.090852
the	0.046810	0.048683	0.102395	0.035484	0.032117	0.081156	0.028897	0.070671	0.055991	0.024612	0.135177	0.035570	0.029187	0.047113	0.054128	0.071683	0.100324
middle	0.120127	0.064492	0.058789	0.021449	0.050473	0.027638	0.085251	0.114519	0.034467	0.022648	0.068263	0.036324	0.050059	0.052201	0.107313	0.040509	0.045477
of	0.057187	0.034541	0.065633	0.056103	0.034910	0.112447	0.038987	0.056026	0.114444	0.017561	0.114583	0.041236	0.026742	0.042340	0.059642	0.036950	0.090668
a	0.062663	0.039627	0.063215	0.044373	0.036139	0.101656	0.038981	0.079701	0.080481	0.023246	0.134899	0.025908	0.028719	0.054100	0.046774	0.036354	0.103165
red	0.232725	0.040236	0.038408	0.042395	0.030833	0.043829	0.056688	0.096593	0.049539	0.028727	0.056134	0.033411	0.051139	0.036715	0.045910	0.069392	0.047325
bridge	0.294567	0.032663	0.032000	0.015537	0.023182	0.036601	0.016738	0.159347	0.053287	0.020032	0.071330	0.025581	0.037125	0.019404	0.073574	0.017011	0.072022
.	0.062668	0.034760	0.041954	0.024561	0.026926	0.161314	0.026319	0.057173	0.120693	0.025123	0.118629	0.030005	0.024890	0.041193	0.049265	0.034533	0.119994
[SEP]	0.195543	0.006777	0.020330	0.004112	0.002395	0.004509	0.000621	0.003798	0.004300	0.003044	0.008526	0.001195	0.002247	0.001207	0.002741	0.001120	0.737535
