TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.012829	0.016559	0.010716	0.016370	0.038494	0.013548	0.046190	0.007457	0.010390	0.007074	0.006331	0.005123	0.008741	0.016697	0.058806	0.022745	0.701930
A	0.018601	0.024276	0.006582	0.008378	0.000363	0.001720	0.001004	0.000053	0.000560	0.001213	0.000792	0.001039	0.001722	0.001822	0.000244	0.078525	0.853106
boy	0.052006	0.068221	0.030301	0.041030	0.006659	0.012848	0.001186	0.000267	0.003253	0.000636	0.000178	0.000517	0.001047	0.001134	0.001764	0.035182	0.743772
is	0.014198	0.153347	0.067077	0.050200	0.003786	0.009709	0.003997	0.000424	0.000798	0.000145	0.000112	0.000892	0.000901	0.000810	0.000476	0.046448	0.646681
jumping	0.025409	0.010996	0.012373	0.023778	0.010181	0.010230	0.002416	0.000923	0.000467	0.000102	0.000029	0.000035	0.000031	0.000062	0.000134	0.010408	0.892426
on	0.001069	0.001578	0.005149	0.008532	0.889862	0.011731	0.003974	0.002547	0.000117	0.000023	0.000024	0.000008	0.000006	0.000030	0.000220	0.001180	0.073951
skate	0.016092	0.003873	0.001272	0.003849	0.003660	0.011073	0.000392	0.000436	0.002240	0.000311	0.000019	0.000027	0.000156	0.000022	0.000224	0.006407	0.949948
##board	0.003360	0.002645	0.002257	0.002384	0.008261	0.022335	0.028728	0.001096	0.006647	0.001405	0.000064	0.000045	0.000171	0.000232	0.000030	0.002047	0.918292
in	0.002665	0.004293	0.011699	0.011576	0.381799	0.120856	0.068394	0.069741	0.009833	0.001736	0.002480	0.000471	0.000704	0.000547	0.007249	0.001634	0.304322
the	0.020805	0.007924	0.016403	0.012789	0.281352	0.044008	0.048880	0.054614	0.029954	0.007202	0.011228	0.000931	0.003791	0.001636	0.007618	0.006241	0.444624
middle	0.089286	0.001627	0.001788	0.005831	0.086377	0.122215	0.004264	0.030357	0.049539	0.061707	0.002202	0.014922	0.005904	0.001742	0.010539	0.005311	0.506390
of	0.021435	0.012821	0.037830	0.005246	0.016752	0.002595	0.028885	0.027281	0.115969	0.210423	0.149420	0.010489	0.084398	0.011151	0.010325	0.008155	0.246822
a	0.013892	0.005968	0.025022	0.006659	0.010979	0.005115	0.004411	0.006060	0.022307	0.019469	0.072455	0.009268	0.020715	0.018416	0.005343	0.022758	0.731166
red	0.028988	0.001193	0.002994	0.000584	0.002102	0.001039	0.000563	0.000850	0.001663	0.005649	0.006899	0.008990	0.025661	0.007289	0.031750	0.024151	0.849635
bridge	0.010929	0.003979	0.001715	0.001567	0.000736	0.000413	0.000914	0.000218	0.086144	0.003162	0.006399	0.018797	0.066594	0.070386	0.003459	0.030546	0.694043
.	0.013968	0.007519	0.008506	0.006844	0.001968	0.000397	0.004875	0.001458	0.004775	0.008982	0.001931	0.007951	0.032263	0.060276	0.074437	0.097412	0.666437
[SEP]	0.020877	0.003928	0.002355	0.003902	0.003144	0.006662	0.002449	0.001120	0.008083	0.003081	0.001215	0.003721	0.004409	0.005178	0.002308	0.033009	0.894558
