TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.753413	0.024933	0.010171	0.009418	0.009793	0.013154	0.008896	0.011038	0.007078	0.013533	0.004043	0.007774	0.012223	0.008862	0.005660	0.025626	0.074384
A	0.987171	0.007459	0.000831	0.001859	0.001699	0.000146	0.000006	0.000008	0.000018	0.000023	0.000001	0.000006	0.000045	0.000023	0.000002	0.000025	0.000679
boy	0.305949	0.648526	0.018506	0.003824	0.001917	0.018665	0.001637	0.000002	0.000008	0.000115	0.000035	0.000001	0.000001	0.000640	0.000061	0.000011	0.000101
is	0.109817	0.002549	0.871882	0.012685	0.000617	0.000503	0.001689	0.000099	0.000000	0.000009	0.000017	0.000002	0.000000	0.000001	0.000117	0.000008	0.000007
jumping	0.688946	0.001286	0.019082	0.280143	0.006814	0.000351	0.001342	0.001378	0.000026	0.000004	0.000014	0.000006	0.000004	0.000000	0.000003	0.000561	0.000040
on	0.186279	0.000892	0.000470	0.029135	0.765929	0.010398	0.000633	0.000545	0.004571	0.000220	0.000000	0.000002	0.000008	0.000002	0.000000	0.000003	0.000914
skate	0.533602	0.001601	0.001192	0.000301	0.001641	0.426984	0.011591	0.001768	0.002735	0.018143	0.000206	0.000005	0.000022	0.000038	0.000008	0.000007	0.000157
##board	0.305103	0.000162	0.001996	0.001786	0.000511	0.036048	0.611923	0.006346	0.003129	0.011025	0.021495	0.000296	0.000001	0.000068	0.000064	0.000033	0.000013
in	0.191989	0.000001	0.000145	0.007486	0.003512	0.000915	0.022226	0.713023	0.032957	0.006185	0.010032	0.011373	0.000081	0.000001	0.000023	0.000043	0.000009
the	0.019065	0.000011	0.000000	0.000039	0.000655	0.001103	0.000858	0.002353	0.963266	0.007500	0.001241	0.002368	0.001467	0.000049	0.000001	0.000007	0.000018
middle	0.393517	0.000141	0.000069	0.000001	0.000008	0.003720	0.005217	0.000405	0.042030	0.513499	0.015760	0.001503	0.002439	0.020125	0.001410	0.000003	0.000152
of	0.018931	0.000002	0.000029	0.000002	0.000000	0.000003	0.001251	0.000436	0.000190	0.002019	0.956025	0.002156	0.000333	0.001539	0.017029	0.000055	0.000000
a	0.022208	0.000000	0.000001	0.000011	0.000002	0.000000	0.000011	0.000462	0.001392	0.000470	0.003213	0.951401	0.009806	0.000686	0.002756	0.007378	0.000201
red	0.261317	0.000013	0.000001	0.000001	0.000004	0.000004	0.000004	0.000026	0.007207	0.000903	0.001042	0.011541	0.659488	0.016744	0.005919	0.013336	0.022451
bridge	0.310488	0.000230	0.000040	0.000003	0.000003	0.000142	0.000287	0.000001	0.000086	0.015062	0.002196	0.002663	0.003648	0.611519	0.035846	0.007226	0.010562
.	0.178459	0.000020	0.000423	0.000024	0.000000	0.000000	0.000006	0.000015	0.000000	0.000013	0.000990	0.000485	0.000356	0.004813	0.793723	0.019103	0.001570
[SEP]	0.980432	0.000006	0.000002	0.000093	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000002	0.000051	0.000091	0.000025	0.000113	0.016951	0.002232
