TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.116028	0.024366	0.032880	0.019009	0.032693	0.012681	0.169854	0.098109	0.030595	0.031390	0.032334	0.035894	0.055402	0.047365	0.086204	0.075067	0.100129
A	0.166456	0.012321	0.048127	0.025279	0.009268	0.011092	0.088522	0.044356	0.004663	0.003657	0.004715	0.004789	0.010053	0.008084	0.011863	0.053945	0.492812
boy	0.106382	0.036266	0.016658	0.013374	0.003215	0.013416	0.102893	0.021595	0.002114	0.001946	0.001972	0.001455	0.005535	0.004412	0.013805	0.169943	0.485019
is	0.405639	0.027442	0.028356	0.024649	0.009884	0.007413	0.045830	0.014672	0.007587	0.006473	0.009757	0.008863	0.009990	0.006636	0.012094	0.084606	0.290110
jumping	0.286230	0.036190	0.013226	0.027024	0.010165	0.039328	0.052957	0.025745	0.022582	0.013140	0.012995	0.023271	0.020902	0.012659	0.025461	0.091801	0.286324
on	0.145123	0.048096	0.033485	0.022478	0.044383	0.020418	0.047770	0.017404	0.018168	0.014867	0.030419	0.021124	0.045287	0.036511	0.039805	0.029223	0.385438
skate	0.283983	0.018182	0.059362	0.012726	0.010126	0.003587	0.000534	0.000986	0.003762	0.000948	0.003279	0.007940	0.012575	0.020055	0.015154	0.104759	0.442041
##board	0.149065	0.019977	0.064172	0.014447	0.010866	0.011536	0.026688	0.005342	0.005950	0.002315	0.005995	0.011992	0.020741	0.060574	0.096012	0.112218	0.382110
in	0.139616	0.018828	0.005183	0.033684	0.023178	0.029588	0.028298	0.009110	0.090696	0.015397	0.048942	0.042005	0.038161	0.005146	0.014955	0.053735	0.403479
the	0.261924	0.011618	0.010229	0.021666	0.020909	0.022871	0.029297	0.011772	0.044437	0.004540	0.029429	0.028373	0.026649	0.009701	0.030792	0.093183	0.342610
middle	0.147141	0.042528	0.004282	0.027396	0.008604	0.157634	0.006679	0.006628	0.102829	0.016954	0.013614	0.037016	0.079956	0.018205	0.022652	0.029284	0.278597
of	0.180823	0.013105	0.010451	0.014256	0.007806	0.018286	0.022751	0.006322	0.038025	0.008077	0.021851	0.035877	0.074745	0.018923	0.021583	0.029332	0.477786
a	0.208940	0.012169	0.025646	0.010107	0.011225	0.015878	0.071650	0.017956	0.023241	0.007523	0.023194	0.042132	0.079762	0.030137	0.051970	0.054186	0.314282
red	0.253207	0.014281	0.009987	0.003458	0.004307	0.006432	0.041169	0.009278	0.009869	0.003874	0.017199	0.028266	0.045403	0.009047	0.025749	0.075544	0.442929
bridge	0.107154	0.017732	0.026107	0.006784	0.012546	0.022705	0.059902	0.020453	0.047157	0.010450	0.034873	0.071450	0.153832	0.050049	0.066951	0.050892	0.240963
.	0.172411	0.037616	0.043187	0.041279	0.020605	0.007662	0.177742	0.045643	0.027925	0.016098	0.024555	0.025087	0.038260	0.017613	0.048113	0.107129	0.149075
[SEP]	0.246196	0.081359	0.057036	0.059865	0.033536	0.038636	0.035422	0.029760	0.039777	0.036527	0.027110	0.029942	0.046104	0.027734	0.040040	0.083355	0.087601
