TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.000842	0.005722	0.023368	0.017774	0.031584	0.010273	0.020395	0.007724	0.005379	0.004349	0.008152	0.010025	0.008599	0.009385	0.042258	0.314745	0.479427
A	0.000467	0.000849	0.007920	0.002347	0.010813	0.003453	0.011586	0.006836	0.001325	0.000612	0.000957	0.001116	0.001084	0.002595	0.006809	0.335051	0.606181
boy	0.001747	0.002423	0.025039	0.003940	0.014399	0.006674	0.036618	0.010153	0.002397	0.002013	0.006951	0.004119	0.002851	0.009047	0.031345	0.310319	0.529965
is	0.002155	0.002425	0.024677	0.006262	0.035213	0.015123	0.052631	0.037587	0.002780	0.002081	0.004748	0.003214	0.003242	0.005858	0.040450	0.279592	0.481962
jumping	0.001096	0.000886	0.020771	0.002211	0.027150	0.013091	0.087705	0.041496	0.002185	0.001014	0.014337	0.002417	0.000742	0.006041	0.031173	0.257308	0.490376
on	0.000826	0.000161	0.006937	0.000284	0.004609	0.003793	0.067864	0.023047	0.000938	0.000223	0.005425	0.001105	0.000225	0.009172	0.016894	0.292968	0.565527
skate	0.002588	0.001573	0.016573	0.002423	0.013845	0.005995	0.063456	0.013494	0.002017	0.001395	0.005166	0.005041	0.001829	0.017699	0.045517	0.295113	0.506274
##board	0.004910	0.000925	0.007833	0.001836	0.013024	0.005358	0.052002	0.038118	0.002568	0.001131	0.010287	0.004610	0.001587	0.013553	0.057918	0.293384	0.490955
in	0.001742	0.000099	0.004415	0.000235	0.004107	0.001941	0.016423	0.024370	0.001596	0.000227	0.008396	0.002146	0.000416	0.009704	0.053557	0.302860	0.567767
the	0.000856	0.000120	0.002749	0.000263	0.003187	0.001005	0.011378	0.011182	0.000553	0.000121	0.002277	0.000810	0.000250	0.004809	0.017921	0.315138	0.627381
middle	0.001893	0.000171	0.002818	0.000297	0.003813	0.000875	0.036675	0.018649	0.001260	0.000255	0.008317	0.004103	0.000621	0.015577	0.059877	0.308868	0.535930
of	0.001502	0.000142	0.001689	0.000304	0.001586	0.000819	0.013979	0.006862	0.000801	0.000171	0.002473	0.002641	0.000715	0.011847	0.043676	0.322545	0.588249
a	0.000953	0.000138	0.003060	0.000342	0.002729	0.000727	0.009368	0.006062	0.001099	0.000194	0.002490	0.003045	0.000778	0.013372	0.037441	0.316650	0.601553
red	0.002107	0.000453	0.001766	0.000549	0.001700	0.000558	0.023345	0.009534	0.001502	0.000428	0.004588	0.005010	0.001439	0.021395	0.039677	0.324412	0.561536
bridge	0.001210	0.000258	0.002596	0.000610	0.002769	0.000784	0.022104	0.006683	0.002174	0.000490	0.016325	0.018037	0.001856	0.047588	0.078368	0.283092	0.515055
.	0.036601	0.035599	0.046013	0.043625	0.056204	0.042264	0.064455	0.061721	0.039758	0.034412	0.045704	0.043935	0.039399	0.053193	0.066388	0.135782	0.154946
[SEP]	0.040473	0.041071	0.051456	0.050791	0.061599	0.052006	0.068974	0.069514	0.045529	0.041760	0.050311	0.048403	0.043596	0.053372	0.067783	0.101886	0.111476
