TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.089174	0.020373	0.005511	0.029951	0.008053	0.005789	0.001977	0.003004	0.005909	0.007760	0.002826	0.003591	0.003910	0.003675	0.006835	0.029773	0.771891
A	0.075965	0.019290	0.388386	0.192051	0.157604	0.025013	0.013934	0.025682	0.011583	0.003671	0.000935	0.002876	0.002799	0.002298	0.028883	0.022750	0.026279
boy	0.092471	0.020564	0.012329	0.198562	0.226689	0.066747	0.009622	0.016253	0.035076	0.019863	0.001254	0.003647	0.014686	0.001603	0.008770	0.035895	0.235969
is	0.060286	0.008019	0.014056	0.035450	0.444453	0.178634	0.042776	0.040770	0.058944	0.029149	0.003091	0.003704	0.006496	0.005009	0.007274	0.020924	0.040963
jumping	0.141105	0.007646	0.012845	0.041130	0.010623	0.171185	0.022744	0.062905	0.100629	0.074430	0.053733	0.013541	0.011241	0.005136	0.026453	0.033123	0.211529
on	0.028639	0.000472	0.001937	0.010498	0.041879	0.006552	0.029370	0.668443	0.080251	0.019766	0.022842	0.017819	0.002138	0.002004	0.018031	0.010297	0.039062
skate	0.076157	0.000876	0.000600	0.008408	0.003691	0.009461	0.001386	0.019289	0.052821	0.027774	0.003861	0.053483	0.013951	0.004292	0.008405	0.037197	0.678348
##board	0.034365	0.001921	0.000414	0.004155	0.002529	0.014061	0.004527	0.011289	0.169472	0.117290	0.003935	0.025173	0.030042	0.010077	0.005449	0.019426	0.545876
in	0.001984	0.000042	0.000279	0.000134	0.000124	0.000065	0.001475	0.009756	0.002203	0.007674	0.726499	0.136312	0.015355	0.043103	0.048674	0.003956	0.002365
the	0.009401	0.000299	0.000515	0.000568	0.000184	0.000192	0.000515	0.007003	0.006627	0.007182	0.293884	0.511269	0.027440	0.035759	0.052067	0.019361	0.027734
middle	0.020312	0.000344	0.000689	0.000868	0.001165	0.000166	0.003158	0.006742	0.007598	0.011214	0.022379	0.117567	0.353259	0.074293	0.285607	0.030566	0.064073
of	0.013755	0.000392	0.005921	0.001020	0.001057	0.000119	0.000781	0.004701	0.001214	0.002225	0.009456	0.030613	0.119821	0.193005	0.530002	0.063391	0.022526
a	0.016733	0.000419	0.004372	0.001425	0.000750	0.000435	0.000970	0.001823	0.001252	0.001738	0.002851	0.014530	0.016349	0.191267	0.555687	0.150617	0.038782
red	0.039800	0.001223	0.003930	0.003970	0.001569	0.000468	0.000914	0.003395	0.002463	0.002320	0.005681	0.077371	0.061820	0.075558	0.385394	0.205119	0.129004
bridge	0.016761	0.001839	0.000269	0.005926	0.000432	0.000636	0.000175	0.000353	0.001620	0.002216	0.000509	0.005404	0.019672	0.007372	0.032429	0.206194	0.698192
.	0.048359	0.012879	0.003768	0.014018	0.004025	0.004522	0.001400	0.000953	0.001980	0.002989	0.000694	0.001994	0.007292	0.006025	0.005965	0.038292	0.844845
[SEP]	0.010891	0.002171	0.000273	0.003194	0.001065	0.001187	0.000614	0.001539	0.003272	0.004416	0.000489	0.002247	0.003897	0.001530	0.002286	0.016447	0.944481
