TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.046448	0.023898	0.032000	0.045648	0.025735	0.021403	0.022735	0.020577	0.007433	0.008655	0.007691	0.006485	0.010040	0.011377	0.010048	0.016382	0.683446
A	0.012333	0.025149	0.066570	0.140492	0.120432	0.058967	0.075431	0.038565	0.033218	0.046372	0.086125	0.027886	0.061029	0.042693	0.032230	0.063934	0.068573
boy	0.034366	0.013382	0.016497	0.015444	0.037846	0.023063	0.045857	0.047716	0.015175	0.022335	0.042573	0.016109	0.030287	0.010685	0.017929	0.021246	0.589491
is	0.011261	0.011050	0.016170	0.025046	0.043237	0.048251	0.071955	0.042184	0.068902	0.049361	0.092571	0.088067	0.194562	0.062418	0.061216	0.070651	0.043099
jumping	0.009037	0.003360	0.007450	0.009158	0.044419	0.030303	0.155450	0.126894	0.048212	0.021966	0.177733	0.041623	0.105120	0.047218	0.062021	0.028990	0.081044
on	0.018359	0.005796	0.008746	0.015489	0.031978	0.025239	0.087317	0.122189	0.057305	0.027802	0.065970	0.031095	0.088905	0.063442	0.023910	0.027896	0.298562
skate	0.028634	0.002868	0.003504	0.002412	0.002228	0.006666	0.013464	0.016758	0.005820	0.007491	0.024508	0.009470	0.031922	0.011486	0.009069	0.010576	0.813122
##board	0.016136	0.003306	0.006269	0.011606	0.007244	0.004402	0.015164	0.022420	0.004707	0.009349	0.038003	0.016219	0.042937	0.044616	0.028431	0.028243	0.700949
in	0.006321	0.002438	0.002860	0.003415	0.005315	0.001036	0.016126	0.003935	0.005038	0.008502	0.036102	0.049483	0.178121	0.369262	0.142656	0.054816	0.114574
the	0.007589	0.005557	0.005637	0.005463	0.006107	0.002272	0.010177	0.003954	0.008788	0.008939	0.020546	0.046926	0.148556	0.307833	0.138882	0.067848	0.204927
middle	0.009720	0.001787	0.002240	0.004966	0.002948	0.001535	0.002899	0.001494	0.004818	0.004257	0.005511	0.011837	0.038934	0.166652	0.060525	0.048174	0.631703
of	0.013262	0.002782	0.008570	0.014714	0.005051	0.002335	0.003763	0.000926	0.003456	0.003116	0.003976	0.006470	0.036844	0.366563	0.058079	0.058927	0.411168
a	0.018716	0.005783	0.007268	0.011797	0.003534	0.002970	0.004967	0.000745	0.003155	0.004411	0.007085	0.010270	0.028721	0.249608	0.049928	0.069556	0.521484
red	0.018793	0.001265	0.000555	0.000437	0.000343	0.000485	0.001026	0.000361	0.000383	0.000833	0.001858	0.001018	0.006254	0.004277	0.003379	0.010632	0.948102
bridge	0.007382	0.001180	0.001176	0.001573	0.001670	0.001657	0.003461	0.001581	0.001204	0.002130	0.002669	0.002541	0.013952	0.038497	0.009779	0.011158	0.898387
.	0.018592	0.014732	0.018317	0.029464	0.023492	0.019907	0.015595	0.010600	0.009997	0.008915	0.006521	0.006518	0.014821	0.024153	0.021695	0.038499	0.718182
[SEP]	0.014604	0.000349	0.000242	0.000722	0.000328	0.000590	0.001127	0.000849	0.000679	0.000302	0.000441	0.000542	0.000591	0.000340	0.000590	0.003147	0.974557
