TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.018881	0.009037	0.009624	0.021038	0.010530	0.008922	0.014664	0.005810	0.011820	0.004797	0.009804	0.006343	0.011189	0.013617	0.021368	0.320158	0.502398
A	0.002231	0.004130	0.005082	0.007034	0.003909	0.008004	0.007868	0.002303	0.002923	0.001824	0.003063	0.002446	0.004454	0.005406	0.004574	0.329382	0.605366
boy	0.005950	0.008096	0.010202	0.008024	0.005246	0.009960	0.009375	0.002329	0.004794	0.004391	0.002868	0.005415	0.010805	0.005560	0.004859	0.333324	0.568801
is	0.001553	0.002304	0.006052	0.003521	0.005221	0.013845	0.011169	0.005078	0.003437	0.001310	0.003740	0.002543	0.002837	0.004931	0.004960	0.324245	0.603256
jumping	0.005602	0.010725	0.005732	0.009124	0.004771	0.011287	0.003649	0.001379	0.005966	0.004342	0.003638	0.004555	0.009212	0.004314	0.002952	0.338294	0.574458
on	0.003464	0.005638	0.005038	0.004365	0.003431	0.016461	0.008473	0.004123	0.007068	0.002623	0.006027	0.005498	0.006438	0.008385	0.005574	0.325819	0.581576
skate	0.003990	0.007398	0.005979	0.004825	0.002500	0.006313	0.007924	0.003038	0.002570	0.002012	0.002831	0.003922	0.007247	0.007593	0.007769	0.335834	0.588255
##board	0.004273	0.008542	0.005147	0.005661	0.001985	0.008260	0.005766	0.002127	0.002646	0.001673	0.002242	0.003515	0.004950	0.003867	0.004086	0.335604	0.599657
in	0.001524	0.001277	0.001553	0.001453	0.001110	0.002364	0.002015	0.000615	0.001354	0.000574	0.002028	0.001269	0.001506	0.003349	0.002355	0.337591	0.638061
the	0.000507	0.000578	0.001858	0.000531	0.001079	0.002459	0.002608	0.001036	0.001136	0.000254	0.001640	0.000696	0.000724	0.002703	0.002021	0.318274	0.661897
middle	0.002726	0.001567	0.003875	0.001010	0.002082	0.005134	0.005529	0.001957	0.003703	0.000980	0.007438	0.003468	0.002694	0.016828	0.007720	0.334511	0.598777
of	0.001398	0.001235	0.002826	0.000961	0.001569	0.003791	0.002802	0.001149	0.002210	0.000655	0.003490	0.002002	0.002322	0.006929	0.003663	0.332357	0.630642
a	0.000932	0.001649	0.002816	0.001584	0.002147	0.006004	0.004583	0.002209	0.002588	0.000860	0.003500	0.002235	0.003056	0.006586	0.003936	0.324950	0.630364
red	0.006547	0.010989	0.013361	0.005596	0.003770	0.007901	0.023505	0.005503	0.004706	0.003072	0.007719	0.007188	0.016484	0.033880	0.026277	0.304548	0.518954
bridge	0.001898	0.002404	0.005236	0.001256	0.001793	0.002532	0.007282	0.002329	0.001124	0.000677	0.002220	0.001320	0.002167	0.005864	0.005436	0.330739	0.625723
.	0.068954	0.061031	0.050033	0.053536	0.042809	0.043510	0.050691	0.044472	0.052197	0.044318	0.047021	0.045254	0.057245	0.045143	0.046271	0.118716	0.128800
[SEP]	0.076740	0.058927	0.050783	0.056476	0.045829	0.050782	0.051730	0.048372	0.060271	0.051214	0.054852	0.054514	0.060989	0.052268	0.053711	0.084845	0.087695
