TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.171012	0.067375	0.053965	0.099063	0.058428	0.037643	0.029151	0.047481	0.037712	0.037599	0.051851	0.032031	0.039825	0.029435	0.037619	0.058940	0.110870
A	0.227736	0.043524	0.033479	0.205256	0.023269	0.055371	0.015104	0.021413	0.038039	0.040781	0.039909	0.039904	0.028282	0.016689	0.030914	0.075824	0.064505
boy	0.142772	0.010078	0.293174	0.373475	0.028175	0.008106	0.003066	0.004354	0.013778	0.017779	0.014694	0.011006	0.009272	0.014017	0.001175	0.043298	0.011780
is	0.249532	0.046050	0.057793	0.496249	0.006349	0.005680	0.010564	0.004187	0.006873	0.014878	0.010334	0.005883	0.012628	0.005239	0.010662	0.039959	0.017141
jumping	0.285483	0.003567	0.056691	0.019509	0.215835	0.005405	0.173089	0.033724	0.008740	0.018137	0.018463	0.015534	0.005854	0.018121	0.035503	0.078623	0.007722
on	0.550773	0.024593	0.026737	0.045201	0.041347	0.012513	0.022704	0.014034	0.028998	0.025611	0.011391	0.028514	0.021367	0.011964	0.023373	0.075639	0.035239
skate	0.221458	0.005514	0.016590	0.016009	0.053356	0.030517	0.069237	0.115174	0.022734	0.043910	0.027658	0.019278	0.022039	0.074586	0.072454	0.172141	0.017345
##board	0.374874	0.012178	0.018849	0.006749	0.042758	0.030593	0.148049	0.023132	0.035957	0.053454	0.005653	0.024597	0.019539	0.016964	0.065209	0.115997	0.005448
in	0.520319	0.033955	0.036075	0.107299	0.022013	0.015389	0.011988	0.010050	0.013637	0.023225	0.037811	0.021032	0.019274	0.015075	0.011496	0.051873	0.049489
the	0.276064	0.067549	0.029469	0.113159	0.028303	0.052552	0.011033	0.014793	0.069272	0.025447	0.024235	0.044639	0.044256	0.025439	0.034253	0.059145	0.080391
middle	0.560983	0.031477	0.010069	0.025249	0.006981	0.047765	0.005084	0.002627	0.040601	0.036970	0.022956	0.030730	0.031971	0.022827	0.011012	0.096204	0.016495
of	0.625755	0.028120	0.016218	0.095375	0.013344	0.019873	0.007162	0.005899	0.016846	0.018175	0.015466	0.009539	0.022239	0.005955	0.007889	0.049167	0.042977
a	0.229223	0.063301	0.037910	0.098731	0.054478	0.053514	0.015152	0.031791	0.051251	0.031790	0.036562	0.040658	0.027915	0.043261	0.054334	0.038812	0.091316
red	0.217525	0.037774	0.050746	0.041346	0.040737	0.048992	0.032275	0.016625	0.065378	0.049655	0.025684	0.060663	0.046830	0.112597	0.038450	0.100353	0.014372
bridge	0.173661	0.029269	0.008179	0.039166	0.116040	0.034134	0.060590	0.024975	0.026053	0.022874	0.015392	0.030967	0.024593	0.004246	0.292353	0.083296	0.014213
.	0.338324	0.055080	0.042206	0.164511	0.027578	0.019089	0.016612	0.024202	0.019810	0.027881	0.022466	0.019952	0.030209	0.027114	0.017598	0.047699	0.099669
[SEP]	0.662175	0.019539	0.012891	0.020971	0.011577	0.008712	0.015774	0.014881	0.008397	0.023481	0.009316	0.007511	0.026767	0.019984	0.020418	0.089718	0.027888
