TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.052913	0.176189	0.072787	0.173276	0.038700	0.027882	0.015723	0.005180	0.014557	0.023248	0.009316	0.011510	0.053929	0.036688	0.014810	0.098737	0.174556
A	0.382219	0.039824	0.015343	0.029930	0.008475	0.017381	0.009009	0.002169	0.008439	0.009440	0.001447	0.009014	0.033460	0.005204	0.013221	0.169780	0.245644
boy	0.155455	0.033458	0.006368	0.004519	0.004272	0.003652	0.008952	0.001957	0.001520	0.001663	0.000294	0.000541	0.005711	0.001875	0.005976	0.070692	0.693096
is	0.335353	0.036848	0.006073	0.049215	0.016109	0.019857	0.009272	0.003916	0.010695	0.006480	0.002692	0.005770	0.016944	0.000917	0.009383	0.228877	0.241598
jumping	0.145790	0.042831	0.007754	0.018482	0.003917	0.018241	0.047533	0.014305	0.007549	0.002580	0.002899	0.005325	0.018380	0.004869	0.016646	0.105578	0.537323
on	0.165476	0.103037	0.019717	0.031121	0.031364	0.006245	0.008205	0.008687	0.036906	0.032297	0.016530	0.028061	0.075670	0.016254	0.014414	0.079001	0.327013
skate	0.164897	0.011997	0.015199	0.010894	0.093213	0.008895	0.005924	0.012162	0.011599	0.004847	0.004016	0.006065	0.005376	0.012805	0.051657	0.046399	0.534056
##board	0.166610	0.010392	0.004388	0.012424	0.081567	0.009119	0.037972	0.003923	0.010247	0.004783	0.006573	0.016703	0.009054	0.008883	0.053687	0.057109	0.506566
in	0.204296	0.020486	0.001240	0.022823	0.011213	0.033394	0.013194	0.005492	0.004563	0.005118	0.004806	0.014756	0.021122	0.004920	0.030324	0.111204	0.491050
the	0.319376	0.062474	0.004867	0.035105	0.016981	0.074788	0.019502	0.006687	0.012313	0.006589	0.004387	0.029034	0.065966	0.010435	0.023779	0.189627	0.118091
middle	0.049527	0.002462	0.000585	0.003831	0.005563	0.005652	0.006221	0.001717	0.001793	0.000518	0.000215	0.002492	0.003306	0.000990	0.005981	0.027369	0.881778
of	0.225944	0.021950	0.003035	0.015834	0.040323	0.045247	0.051036	0.019004	0.009021	0.004718	0.008461	0.011792	0.019164	0.007463	0.065900	0.115036	0.336072
a	0.306521	0.042675	0.005551	0.047066	0.025065	0.039481	0.038894	0.009965	0.010347	0.008173	0.012666	0.046716	0.048651	0.010700	0.087659	0.154520	0.105352
red	0.144095	0.011550	0.003693	0.003903	0.007340	0.006474	0.086977	0.024096	0.005851	0.003991	0.004200	0.008590	0.014517	0.000280	0.040975	0.088740	0.544728
bridge	0.078350	0.009513	0.007700	0.010757	0.049483	0.009625	0.168372	0.041370	0.003030	0.000716	0.003519	0.010678	0.011626	0.005049	0.006781	0.033530	0.549899
.	0.435995	0.022841	0.005809	0.010396	0.005061	0.002363	0.010584	0.001810	0.005714	0.005236	0.001984	0.004817	0.013730	0.003699	0.006951	0.158263	0.304747
[SEP]	0.012739	0.000706	0.002210	0.001118	0.000850	0.000624	0.006563	0.000859	0.000852	0.000246	0.000244	0.000382	0.000413	0.001107	0.001716	0.010724	0.958647
