TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.074635	0.013453	0.015090	0.020320	0.024230	0.008403	0.017445	0.015254	0.002085	0.004768	0.002510	0.009150	0.009351	0.019631	0.026399	0.025172	0.712104
A	0.086604	0.004110	0.009447	0.019672	0.005554	0.005334	0.003862	0.002038	0.003894	0.012003	0.000841	0.008705	0.007790	0.008905	0.007692	0.099871	0.713677
boy	0.018445	0.021664	0.033616	0.072124	0.119118	0.020388	0.297091	0.029616	0.007089	0.013426	0.014481	0.021161	0.022916	0.026837	0.050370	0.046923	0.184735
is	0.082145	0.018860	0.011618	0.017234	0.010007	0.011731	0.007408	0.002284	0.005107	0.010109	0.001499	0.010007	0.016953	0.006669	0.005010	0.092752	0.690609
jumping	0.043565	0.024447	0.058008	0.070922	0.153918	0.019233	0.113959	0.057989	0.007224	0.011576	0.016723	0.083283	0.026034	0.012573	0.094297	0.094872	0.111377
on	0.039763	0.019294	0.020355	0.041270	0.081028	0.011345	0.128480	0.026917	0.009245	0.020336	0.005957	0.027328	0.027891	0.032717	0.123321	0.084734	0.300021
skate	0.027282	0.014290	0.029948	0.027683	0.027746	0.025807	0.034980	0.024035	0.011096	0.007590	0.002705	0.036283	0.011016	0.018442	0.277800	0.063939	0.359360
##board	0.000588	0.000292	0.001058	0.000934	0.039218	0.001925	0.912003	0.006771	0.000506	0.000342	0.000700	0.003246	0.000278	0.000338	0.029329	0.001185	0.001285
in	0.023686	0.032241	0.011921	0.118107	0.053580	0.013609	0.007688	0.004540	0.006814	0.011139	0.004705	0.015366	0.030228	0.033966	0.010444	0.031631	0.590336
the	0.035673	0.019466	0.015151	0.056214	0.038916	0.014389	0.013178	0.007897	0.010266	0.010120	0.002109	0.020677	0.024644	0.018184	0.042467	0.047348	0.623300
middle	0.119165	0.022333	0.026510	0.076781	0.126266	0.025579	0.003393	0.005836	0.013520	0.007660	0.005226	0.021268	0.047489	0.016580	0.028561	0.091676	0.362157
of	0.058967	0.013689	0.012299	0.018981	0.018188	0.011202	0.006158	0.004088	0.006758	0.007943	0.002354	0.011145	0.014932	0.018343	0.028271	0.057349	0.709330
a	0.059115	0.006708	0.006455	0.011661	0.016069	0.009411	0.025852	0.006607	0.004629	0.015551	0.000821	0.017395	0.009546	0.010451	0.029258	0.072303	0.698169
red	0.171984	0.025146	0.016581	0.014768	0.034160	0.017178	0.044829	0.058400	0.007203	0.020268	0.006582	0.030648	0.025249	0.020219	0.126420	0.118226	0.262138
bridge	0.083640	0.028150	0.024585	0.036103	0.129570	0.020595	0.077720	0.109984	0.007717	0.007957	0.010231	0.036158	0.018182	0.052931	0.193377	0.070232	0.092867
.	0.107181	0.052748	0.014215	0.113592	0.011482	0.017236	0.008533	0.016998	0.009733	0.016167	0.002176	0.033691	0.036509	0.010503	0.009545	0.057496	0.482196
[SEP]	0.151354	0.002252	0.001933	0.001665	0.002653	0.005877	0.004581	0.000880	0.003408	0.005460	0.001002	0.003572	0.001970	0.002028	0.003637	0.075977	0.731751
