TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.061516	0.040915	0.007827	0.050073	0.008443	0.002231	0.009334	0.002314	0.002079	0.009269	0.000389	0.003634	0.016965	0.002537	0.003283	0.294439	0.484753
A	0.013780	0.078479	0.012365	0.089677	0.016492	0.002162	0.011393	0.001091	0.001350	0.004836	0.000219	0.000702	0.007748	0.001775	0.001488	0.282061	0.474382
boy	0.012538	0.017979	0.297196	0.068700	0.061429	0.003697	0.020333	0.008260	0.004001	0.009923	0.001737	0.000498	0.005112	0.005295	0.004242	0.178885	0.300175
is	0.018958	0.028787	0.036267	0.406545	0.104016	0.004174	0.007349	0.002730	0.003695	0.008652	0.000517	0.000883	0.004964	0.001204	0.001676	0.146501	0.223081
jumping	0.024361	0.025283	0.028670	0.153448	0.537607	0.015828	0.013106	0.005669	0.008609	0.023238	0.001799	0.001070	0.007480	0.003928	0.001552	0.059357	0.088994
on	0.007192	0.006370	0.012484	0.026518	0.040374	0.301588	0.013172	0.008640	0.009442	0.003674	0.003848	0.003530	0.006223	0.019846	0.002153	0.198645	0.336300
skate	0.004997	0.012215	0.034786	0.019718	0.033974	0.014233	0.420393	0.021736	0.004439	0.008441	0.005619	0.001014	0.006599	0.039056	0.006066	0.137528	0.229186
##board	0.005782	0.001887	0.010969	0.005800	0.013219	0.006304	0.022926	0.533426	0.005653	0.003258	0.003583	0.001135	0.002347	0.007461	0.023997	0.133303	0.218951
in	0.039057	0.014014	0.009198	0.025738	0.038236	0.026342	0.006001	0.014737	0.486807	0.064559	0.034832	0.025340	0.040714	0.033741	0.004379	0.061036	0.075269
the	0.068847	0.061893	0.028270	0.125973	0.149865	0.023473	0.016159	0.011127	0.072425	0.092809	0.006558	0.007213	0.034679	0.015265	0.003830	0.119727	0.161886
middle	0.002817	0.000709	0.002378	0.002232	0.002670	0.002591	0.003262	0.001508	0.011935	0.002624	0.871371	0.005130	0.004336	0.045130	0.003677	0.015911	0.021718
of	0.020579	0.007817	0.003760	0.021468	0.011611	0.020372	0.004867	0.004063	0.048787	0.010983	0.064156	0.186773	0.056585	0.082252	0.009253	0.188211	0.258463
a	0.032580	0.041117	0.014137	0.064577	0.023841	0.014471	0.018195	0.005056	0.028176	0.017316	0.010935	0.024047	0.072812	0.060117	0.008522	0.232011	0.332091
red	0.006448	0.002747	0.004831	0.004229	0.005402	0.005410	0.026819	0.013947	0.015865	0.005509	0.022971	0.008422	0.021050	0.462350	0.013888	0.149842	0.230270
bridge	0.006833	0.001946	0.008296	0.004014	0.004051	0.000873	0.017411	0.040135	0.002781	0.001625	0.014483	0.002231	0.003884	0.023224	0.172650	0.258590	0.436973
.	0.041648	0.042169	0.045522	0.060148	0.049194	0.032029	0.051831	0.035835	0.031590	0.035203	0.020945	0.033091	0.039869	0.040596	0.036496	0.185339	0.218494
[SEP]	0.043704	0.044531	0.053507	0.062611	0.057612	0.040275	0.064133	0.041239	0.034401	0.040045	0.024961	0.035628	0.043208	0.047885	0.042523	0.150087	0.173651
