TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.732550	0.006555	0.018682	0.013881	0.020705	0.014086	0.005413	0.011032	0.011477	0.008296	0.010377	0.020110	0.007872	0.008384	0.008818	0.011103	0.090660
A	0.303299	0.158795	0.009356	0.007391	0.012520	0.027796	0.004897	0.017840	0.047161	0.034649	0.056729	0.046978	0.092136	0.042089	0.044607	0.039587	0.054170
boy	0.603281	0.017498	0.198462	0.016996	0.007334	0.005200	0.004233	0.002723	0.035972	0.008436	0.009094	0.018933	0.020815	0.008062	0.004150	0.015274	0.023537
is	0.463312	0.074875	0.035286	0.025358	0.016366	0.019392	0.008489	0.006306	0.028442	0.029006	0.035809	0.037527	0.059511	0.025238	0.023781	0.027042	0.084261
jumping	0.551921	0.016619	0.031446	0.008371	0.137410	0.010035	0.013908	0.015497	0.019402	0.018792	0.056756	0.018736	0.025274	0.017475	0.030680	0.017101	0.010577
on	0.326008	0.038306	0.037657	0.016520	0.026931	0.015707	0.018726	0.027382	0.031823	0.023106	0.064167	0.068935	0.058285	0.088534	0.040285	0.070562	0.047065
skate	0.254187	0.018677	0.041999	0.009231	0.083912	0.017256	0.397248	0.013848	0.018318	0.008696	0.006457	0.015141	0.019757	0.016367	0.019191	0.035348	0.024366
##board	0.131122	0.024813	0.071550	0.007289	0.085091	0.019184	0.025569	0.335338	0.015186	0.028283	0.020773	0.035839	0.023494	0.020723	0.048379	0.030013	0.077355
in	0.508178	0.050141	0.066350	0.026710	0.024352	0.019379	0.008093	0.011922	0.021044	0.011640	0.049110	0.021961	0.023053	0.029377	0.044082	0.046655	0.037954
the	0.412701	0.065897	0.066337	0.068129	0.025023	0.020965	0.019973	0.015399	0.023099	0.014085	0.039715	0.029512	0.030885	0.031183	0.023414	0.078031	0.035652
middle	0.438095	0.055782	0.015483	0.026880	0.039691	0.022764	0.007821	0.016419	0.014592	0.016075	0.191782	0.007243	0.022250	0.018789	0.031767	0.016271	0.058294
of	0.434223	0.087356	0.036368	0.066078	0.026755	0.041747	0.018012	0.010619	0.035745	0.027148	0.045955	0.016287	0.037793	0.033210	0.019768	0.034998	0.027940
a	0.434437	0.097192	0.060804	0.053218	0.038441	0.030033	0.036674	0.013664	0.022235	0.031644	0.031142	0.025073	0.026122	0.030548	0.022079	0.023260	0.023433
red	0.220684	0.019950	0.035325	0.028170	0.012114	0.031377	0.024540	0.026127	0.020983	0.017750	0.041843	0.024106	0.016618	0.436466	0.014016	0.023877	0.006054
bridge	0.222790	0.035068	0.005660	0.012832	0.088219	0.044091	0.032571	0.015163	0.054801	0.008038	0.017045	0.011074	0.009356	0.007681	0.399555	0.010274	0.025782
.	0.670553	0.044621	0.022565	0.025726	0.020175	0.030834	0.011102	0.007959	0.028602	0.037162	0.015627	0.015989	0.023124	0.010680	0.007291	0.009516	0.018473
[SEP]	0.745103	0.019982	0.050056	0.060931	0.016197	0.031230	0.010805	0.005203	0.010088	0.005002	0.015443	0.007095	0.001524	0.002262	0.000832	0.002626	0.015621
