TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.038191	0.032684	0.016881	0.008962	0.005227	0.002149	0.003299	0.002511	0.002239	0.001427	0.000380	0.001824	0.003071	0.003351	0.004154	0.026563	0.847086
A	0.025240	0.011613	0.498589	0.019202	0.004139	0.003948	0.002788	0.001081	0.000117	0.000241	0.000197	0.000130	0.000114	0.001380	0.007301	0.004225	0.419696
boy	0.034978	0.016811	0.006527	0.246144	0.011307	0.004614	0.001707	0.003230	0.001225	0.000312	0.000164	0.001375	0.000542	0.000312	0.001265	0.029346	0.640139
is	0.043685	0.006572	0.009668	0.014258	0.434491	0.020336	0.003871	0.002821	0.000352	0.000535	0.000069	0.000115	0.000471	0.000244	0.000537	0.006726	0.455248
jumping	0.019202	0.003351	0.003486	0.005958	0.013819	0.451236	0.005847	0.002340	0.003489	0.003770	0.000140	0.000453	0.000894	0.000623	0.000210	0.003850	0.481332
on	0.047018	0.002469	0.009998	0.001326	0.024853	0.029384	0.360336	0.023146	0.001183	0.023205	0.004054	0.000188	0.001223	0.000780	0.001032	0.000640	0.469165
skate	0.018110	0.000460	0.000686	0.003288	0.001807	0.006378	0.009110	0.051288	0.014790	0.002509	0.000759	0.000221	0.000526	0.000257	0.001324	0.005385	0.883100
##board	0.022896	0.002017	0.000491	0.013805	0.012235	0.032051	0.004335	0.016810	0.151874	0.008577	0.000191	0.008137	0.005300	0.000827	0.000594	0.027963	0.691899
in	0.034798	0.000363	0.000370	0.000072	0.000551	0.000512	0.004612	0.002188	0.003530	0.130058	0.535290	0.011878	0.044329	0.012187	0.001842	0.001071	0.216348
the	0.029916	0.000198	0.000192	0.000077	0.000199	0.000085	0.002619	0.001595	0.001395	0.004677	0.877412	0.008639	0.004474	0.005087	0.003673	0.000963	0.058801
middle	0.024634	0.004539	0.003449	0.000358	0.000406	0.000035	0.003156	0.000955	0.001571	0.020062	0.013729	0.135012	0.619483	0.027394	0.009753	0.011023	0.124442
of	0.016324	0.001970	0.002032	0.000205	0.000183	0.000044	0.000180	0.000181	0.000213	0.002566	0.013219	0.009648	0.684947	0.085135	0.010426	0.010958	0.161767
a	0.038763	0.000647	0.008776	0.000172	0.000144	0.000093	0.000569	0.000257	0.000131	0.000840	0.011174	0.003021	0.012507	0.240133	0.132640	0.016227	0.533906
red	0.026960	0.001204	0.002102	0.000264	0.000062	0.000025	0.000365	0.000196	0.000030	0.000360	0.006695	0.001172	0.002817	0.010783	0.477707	0.016485	0.452774
bridge	0.005345	0.001570	0.000545	0.002109	0.000402	0.000089	0.000331	0.000326	0.000402	0.000324	0.000041	0.004091	0.004712	0.003951	0.011745	0.262831	0.701185
.	0.011483	0.006588	0.001336	0.001106	0.000736	0.000163	0.000150	0.000216	0.000116	0.000208	0.000169	0.000326	0.002493	0.002539	0.001565	0.046862	0.923944
[SEP]	0.007502	0.008673	0.014098	0.005937	0.004107	0.008911	0.002568	0.006720	0.003964	0.004777	0.001931	0.004451	0.012000	0.009377	0.011495	0.042206	0.851284
