TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.032397	0.074313	0.009894	0.058434	0.008456	0.020955	0.009361	0.006982	0.016002	0.029741	0.017964	0.017593	0.049136	0.023936	0.011612	0.014080	0.599145
A	0.007716	0.221338	0.063891	0.179441	0.022520	0.012762	0.011662	0.015828	0.017796	0.031860	0.012724	0.009832	0.012439	0.005745	0.008275	0.023472	0.342700
boy	0.005545	0.062712	0.021377	0.017475	0.003416	0.001950	0.004141	0.001076	0.001844	0.003106	0.001356	0.001162	0.001230	0.000933	0.001318	0.009675	0.861684
is	0.016303	0.114075	0.039834	0.170678	0.018317	0.011860	0.011798	0.003570	0.022939	0.012669	0.023195	0.008800	0.004781	0.005928	0.002907	0.035675	0.496671
jumping	0.006256	0.038503	0.020254	0.017013	0.009558	0.010191	0.009402	0.002571	0.004275	0.002006	0.003091	0.002174	0.001563	0.000809	0.002079	0.009562	0.860693
on	0.009875	0.046115	0.048891	0.030147	0.022900	0.012362	0.025843	0.004931	0.002771	0.001578	0.003342	0.002694	0.001169	0.001352	0.003006	0.010557	0.772467
skate	0.005125	0.022935	0.008420	0.003376	0.002131	0.002403	0.003189	0.000711	0.000553	0.000575	0.000174	0.000413	0.000420	0.000274	0.000910	0.004544	0.943845
##board	0.013435	0.048025	0.013603	0.006908	0.005119	0.002380	0.002604	0.000898	0.000484	0.000509	0.000244	0.000364	0.000186	0.000232	0.000443	0.008961	0.895604
in	0.016744	0.165533	0.072497	0.078623	0.112830	0.102964	0.036989	0.012457	0.019832	0.022965	0.012164	0.005762	0.004120	0.002572	0.007344	0.024524	0.302080
the	0.008555	0.269164	0.186023	0.096185	0.075381	0.052329	0.026015	0.010855	0.015216	0.016764	0.013687	0.007181	0.006300	0.006433	0.012743	0.013469	0.183701
middle	0.021118	0.107108	0.105638	0.109263	0.093266	0.073904	0.025395	0.022641	0.015075	0.013981	0.016014	0.004737	0.006223	0.005965	0.014136	0.019566	0.345971
of	0.013717	0.182481	0.137883	0.118644	0.106833	0.042435	0.042679	0.045131	0.015028	0.014109	0.006857	0.006003	0.005143	0.004739	0.025862	0.007701	0.224754
a	0.020127	0.318315	0.071833	0.107546	0.064773	0.044567	0.032811	0.037258	0.030744	0.040528	0.014281	0.011957	0.018290	0.005681	0.016023	0.010780	0.154486
red	0.007684	0.025371	0.010379	0.008508	0.004402	0.002938	0.008707	0.012875	0.006109	0.007541	0.003492	0.004464	0.005627	0.010649	0.023044	0.007058	0.851152
bridge	0.004168	0.017871	0.004126	0.005027	0.002614	0.002578	0.002315	0.002496	0.003240	0.002685	0.000543	0.001969	0.002019	0.001659	0.004820	0.003826	0.938047
.	0.008540	0.402876	0.078325	0.216679	0.045603	0.027450	0.008784	0.021222	0.024981	0.022506	0.014225	0.009015	0.023949	0.010380	0.008027	0.013048	0.064390
[SEP]	0.002225	0.003602	0.000974	0.002510	0.000435	0.000596	0.000484	0.000145	0.000277	0.000272	0.000157	0.000282	0.000248	0.000194	0.000214	0.001475	0.985911
