TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.003658	0.004031	0.007173	0.007027	0.017435	0.014586	0.013071	0.004656	0.011799	0.003116	0.017931	0.016904	0.007567	0.031713	0.018535	0.330220	0.490578
A	0.000903	0.001615	0.002609	0.004917	0.010055	0.004664	0.006952	0.003183	0.010398	0.002177	0.008500	0.005469	0.002751	0.005689	0.005204	0.360764	0.564151
boy	0.000618	0.001026	0.003187	0.003684	0.013457	0.004258	0.012353	0.002997	0.003712	0.001236	0.003717	0.003237	0.001581	0.006289	0.008238	0.340049	0.590362
is	0.000570	0.001396	0.002898	0.003709	0.006266	0.002169	0.007363	0.003942	0.003453	0.001344	0.004053	0.003018	0.001546	0.003426	0.004620	0.349795	0.600432
jumping	0.000660	0.000869	0.001995	0.002469	0.008644	0.003619	0.008796	0.004448	0.004550	0.001409	0.003845	0.002744	0.001062	0.006002	0.004706	0.354310	0.589874
on	0.000136	0.000067	0.000725	0.000131	0.001796	0.001718	0.011756	0.005483	0.000785	0.000080	0.001322	0.000506	0.000063	0.002865	0.004236	0.347106	0.621226
skate	0.000841	0.001797	0.002587	0.001766	0.006818	0.005556	0.018471	0.007457	0.002673	0.001490	0.002389	0.002863	0.001797	0.006332	0.010044	0.342112	0.585006
##board	0.000211	0.000271	0.000908	0.000379	0.004769	0.003612	0.011109	0.003286	0.001133	0.000286	0.001308	0.000489	0.000199	0.003332	0.005014	0.346033	0.617660
in	0.000026	0.000024	0.000145	0.000074	0.001020	0.000611	0.002250	0.000774	0.000692	0.000059	0.001429	0.000156	0.000037	0.002112	0.001156	0.350176	0.639260
the	0.000117	0.000179	0.000791	0.000414	0.004295	0.002398	0.004848	0.002401	0.003690	0.000364	0.007600	0.002116	0.000432	0.004890	0.004473	0.355210	0.605782
middle	0.000042	0.000053	0.000320	0.000087	0.002303	0.001008	0.003506	0.001017	0.000483	0.000052	0.001103	0.000153	0.000046	0.002579	0.002512	0.344703	0.640032
of	0.000036	0.000069	0.000388	0.000098	0.001074	0.000395	0.002758	0.000936	0.000603	0.000062	0.002069	0.000438	0.000088	0.002646	0.003228	0.333629	0.651485
a	0.000144	0.000411	0.001222	0.000582	0.003277	0.002313	0.006408	0.003009	0.002652	0.000390	0.005748	0.002655	0.000814	0.004760	0.006857	0.346960	0.611798
red	0.000881	0.000774	0.003123	0.000692	0.006193	0.002986	0.017415	0.009272	0.001501	0.000483	0.004765	0.003030	0.000835	0.018095	0.035721	0.315243	0.578990
bridge	0.000138	0.000152	0.001321	0.000240	0.002702	0.001817	0.007546	0.003106	0.000679	0.000146	0.001810	0.000720	0.000167	0.007576	0.010978	0.323291	0.637610
.	0.043402	0.052778	0.056281	0.054899	0.055992	0.052758	0.053108	0.044246	0.057262	0.050712	0.051696	0.044920	0.048443	0.058847	0.050199	0.108249	0.116207
[SEP]	0.049459	0.056950	0.061034	0.059709	0.058468	0.060520	0.055038	0.048972	0.060364	0.056490	0.058240	0.051695	0.053575	0.062454	0.053889	0.075768	0.077373
