TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.010874	0.069201	0.048239	0.183543	0.042903	0.001964	0.009781	0.006394	0.025817	0.023620	0.041437	0.009406	0.046063	0.003787	0.008278	0.241242	0.227451
A	0.012068	0.019176	0.037442	0.044107	0.015926	0.000810	0.020714	0.002426	0.003230	0.002671	0.011268	0.001706	0.006987	0.005680	0.007806	0.206017	0.601965
boy	0.009988	0.009628	0.077816	0.010834	0.044871	0.004184	0.069550	0.009518	0.003131	0.001254	0.006300	0.000854	0.002786	0.020198	0.023327	0.143332	0.562429
is	0.008717	0.008484	0.023471	0.038167	0.015288	0.001865	0.010139	0.000754	0.002654	0.001982	0.008017	0.001333	0.002878	0.001971	0.003538	0.163650	0.707092
jumping	0.008546	0.004766	0.010480	0.019038	0.089819	0.005409	0.030160	0.009600	0.012022	0.001470	0.017494	0.001486	0.002011	0.007580	0.012271	0.138787	0.629060
on	0.002116	0.001071	0.006862	0.004827	0.034392	0.009379	0.151370	0.020595	0.002876	0.000489	0.006399	0.000783	0.001174	0.014282	0.019868	0.169555	0.553960
skate	0.005461	0.004064	0.008829	0.005804	0.009445	0.001781	0.076684	0.003447	0.001008	0.000296	0.004840	0.000526	0.001694	0.019993	0.007055	0.158076	0.690997
##board	0.004377	0.002473	0.011864	0.003203	0.041510	0.002581	0.176157	0.032197	0.003977	0.000470	0.018244	0.000705	0.001568	0.042543	0.029089	0.142034	0.487009
in	0.007790	0.002058	0.006087	0.006309	0.071348	0.002922	0.050442	0.029979	0.019869	0.003172	0.149169	0.004660	0.004754	0.049242	0.228278	0.075176	0.288745
the	0.010690	0.005157	0.025654	0.014335	0.066165	0.003105	0.054978	0.010027	0.013034	0.003533	0.074235	0.003687	0.005081	0.027916	0.040584	0.113862	0.527957
middle	0.003495	0.001020	0.003298	0.004099	0.049405	0.001135	0.056019	0.015545	0.009970	0.000747	0.072205	0.001976	0.002079	0.049282	0.132079	0.107948	0.489695
of	0.003643	0.002287	0.005050	0.009587	0.066311	0.001084	0.053432	0.006687	0.008713	0.001922	0.043084	0.003479	0.008924	0.090183	0.214698	0.101426	0.379489
a	0.004744	0.003909	0.010651	0.011643	0.019892	0.000692	0.030229	0.002548	0.004477	0.000845	0.027649	0.002515	0.007653	0.069584	0.069357	0.151599	0.582012
red	0.002497	0.001437	0.002735	0.000798	0.008141	0.000390	0.055697	0.006092	0.003598	0.000237	0.009658	0.000818	0.002433	0.083054	0.132634	0.165087	0.524693
bridge	0.003299	0.001548	0.002576	0.005151	0.017603	0.000659	0.028011	0.003115	0.003374	0.000329	0.017275	0.000919	0.003698	0.120369	0.071703	0.179845	0.540526
.	0.001139	0.000619	0.000883	0.000912	0.000423	0.000162	0.000927	0.000299	0.000146	0.000063	0.000123	0.000048	0.000226	0.000319	0.000368	0.113468	0.879875
[SEP]	0.001585	0.000827	0.001422	0.000909	0.000565	0.000427	0.001465	0.000640	0.000245	0.000095	0.000165	0.000083	0.000251	0.000480	0.000462	0.105410	0.884970
