TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.083922	0.046020	0.127685	0.077589	0.088504	0.047147	0.023219	0.019375	0.024434	0.032056	0.003476	0.016221	0.015192	0.007780	0.014637	0.161397	0.211346
A	0.002100	0.002784	0.005452	0.004795	0.004964	0.001168	0.007975	0.003121	0.000917	0.001026	0.000145	0.000480	0.001045	0.000924	0.000834	0.330919	0.631352
boy	0.007964	0.005577	0.018550	0.011004	0.012429	0.006326	0.020916	0.009175	0.003688	0.002862	0.001818	0.004162	0.004315	0.003776	0.008548	0.324425	0.554464
is	0.003244	0.003031	0.004453	0.006284	0.005129	0.002326	0.012830	0.006594	0.001274	0.000922	0.000230	0.000566	0.001450	0.000568	0.002976	0.329932	0.618191
jumping	0.004847	0.004399	0.014408	0.007254	0.017383	0.008950	0.024206	0.016498	0.005501	0.001990	0.002867	0.001875	0.002212	0.001628	0.013098	0.303253	0.569631
on	0.000671	0.000420	0.003777	0.001082	0.003354	0.002556	0.012571	0.004951	0.001119	0.000235	0.000969	0.000593	0.000395	0.000936	0.004279	0.310508	0.651584
skate	0.005760	0.003120	0.015518	0.003385	0.009929	0.007808	0.053216	0.010280	0.003528	0.001744	0.003657	0.004304	0.002606	0.005479	0.016713	0.300688	0.552265
##board	0.001976	0.000792	0.008998	0.001595	0.005405	0.005802	0.014057	0.016569	0.002559	0.000757	0.003888	0.001985	0.001138	0.004172	0.006006	0.322754	0.601546
in	0.000702	0.000323	0.002425	0.000927	0.003816	0.001313	0.006911	0.004066	0.002025	0.000356	0.000800	0.001179	0.000731	0.001036	0.001968	0.304137	0.667285
the	0.000725	0.000401	0.002986	0.001217	0.003629	0.000836	0.005919	0.002072	0.001074	0.000315	0.000389	0.000627	0.000438	0.000713	0.001315	0.310998	0.666347
middle	0.002278	0.000751	0.003440	0.002451	0.006627	0.003170	0.009278	0.005116	0.006078	0.001409	0.006872	0.007380	0.003618	0.004914	0.011105	0.306571	0.618941
of	0.000327	0.000129	0.001055	0.000463	0.001470	0.000423	0.004694	0.001560	0.000932	0.000156	0.001400	0.001970	0.000625	0.001435	0.002985	0.306499	0.673876
a	0.000428	0.000288	0.001309	0.000751	0.001923	0.000481	0.007450	0.002057	0.000692	0.000191	0.000492	0.000963	0.000704	0.001724	0.001815	0.319575	0.659157
red	0.003071	0.002457	0.005311	0.003616	0.005980	0.001490	0.021205	0.005557	0.002466	0.001252	0.004361	0.006536	0.004562	0.015286	0.011481	0.308279	0.597090
bridge	0.002870	0.001126	0.004972	0.002255	0.004999	0.003185	0.017356	0.007425	0.007209	0.001576	0.013471	0.016868	0.006917	0.021288	0.031767	0.298285	0.558432
.	0.052411	0.060731	0.061813	0.062413	0.062284	0.041883	0.048292	0.043052	0.050977	0.048978	0.041148	0.040263	0.042433	0.045264	0.038545	0.125116	0.134396
[SEP]	0.054350	0.059573	0.065388	0.059679	0.063218	0.051622	0.049541	0.049449	0.057076	0.055519	0.052824	0.046907	0.044946	0.053898	0.045974	0.093130	0.096906
