TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.458897	0.047114	0.038648	0.045286	0.028737	0.054140	0.028785	0.027134	0.048749	0.027862	0.036271	0.024654	0.030108	0.023390	0.026451	0.030408	0.023367
A	0.031730	0.085128	0.169050	0.237702	0.088928	0.105378	0.034498	0.023653	0.038090	0.024597	0.026601	0.065030	0.012004	0.011403	0.023490	0.018443	0.004275
boy	0.024536	0.315333	0.059999	0.251913	0.069044	0.040323	0.035241	0.015550	0.030936	0.039121	0.018265	0.026179	0.034339	0.019400	0.010163	0.005507	0.004151
is	0.003208	0.368626	0.272163	0.065198	0.029751	0.109864	0.021406	0.037337	0.016147	0.021864	0.009543	0.012700	0.007214	0.008128	0.005687	0.007332	0.003831
jumping	0.056530	0.191600	0.372189	0.128695	0.026932	0.056013	0.072792	0.030552	0.014446	0.006350	0.018007	0.003708	0.002671	0.008300	0.008263	0.002217	0.000733
on	0.006570	0.112404	0.134918	0.303719	0.106150	0.073601	0.049446	0.100430	0.031438	0.019386	0.017664	0.008792	0.006354	0.006430	0.010496	0.010005	0.002196
skate	0.095298	0.076201	0.094140	0.091126	0.165746	0.099766	0.094884	0.093259	0.081615	0.028517	0.020249	0.007510	0.016781	0.021302	0.008012	0.003333	0.002261
##board	0.033312	0.078104	0.093012	0.097429	0.089534	0.141379	0.098149	0.049154	0.109791	0.081342	0.040550	0.014257	0.020840	0.025211	0.020052	0.005653	0.002232
in	0.004210	0.062468	0.045571	0.112977	0.072119	0.110533	0.113758	0.165510	0.064195	0.102440	0.060580	0.035057	0.017322	0.007110	0.016383	0.008644	0.001124
the	0.006287	0.062326	0.027709	0.078708	0.039183	0.083490	0.080969	0.237881	0.136904	0.085992	0.058048	0.048532	0.028738	0.009255	0.006588	0.008293	0.001098
middle	0.043575	0.031475	0.037888	0.030248	0.068674	0.040585	0.057662	0.081347	0.077689	0.279031	0.051145	0.046208	0.072813	0.044648	0.027891	0.006174	0.002948
of	0.001725	0.041486	0.012521	0.016330	0.011977	0.049660	0.035345	0.039430	0.092488	0.411471	0.071260	0.043039	0.099826	0.032892	0.024019	0.013637	0.002895
a	0.006224	0.036572	0.020938	0.023972	0.011908	0.030473	0.039276	0.050342	0.068004	0.136515	0.128331	0.243067	0.073859	0.039913	0.034542	0.050566	0.005500
red	0.043349	0.027924	0.030165	0.014640	0.008707	0.020567	0.020641	0.036057	0.066053	0.104346	0.130841	0.234389	0.126796	0.041946	0.042951	0.038447	0.012184
bridge	0.009583	0.020350	0.041622	0.013860	0.024956	0.017238	0.027002	0.034224	0.055566	0.052962	0.108664	0.057487	0.178782	0.248577	0.071024	0.024835	0.013269
.	0.002030	0.018026	0.008909	0.012022	0.007307	0.022270	0.017342	0.011616	0.030075	0.039295	0.084011	0.112244	0.163102	0.136977	0.109059	0.165597	0.060118
[SEP]	0.019749	0.022844	0.035729	0.016740	0.003347	0.007442	0.006150	0.004091	0.009053	0.009749	0.046753	0.079329	0.055979	0.108805	0.178027	0.357791	0.038422
