TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.039519	0.029333	0.010882	0.019849	0.015361	0.018700	0.014962	0.022549	0.011381	0.033955	0.023541	0.024510	0.036717	0.028834	0.017022	0.080505	0.572379
A	0.058348	0.280714	0.006470	0.009913	0.001880	0.004120	0.000250	0.001254	0.002111	0.009076	0.000469	0.005387	0.163916	0.001804	0.001241	0.076956	0.376091
boy	0.078810	0.002206	0.401714	0.001970	0.002063	0.001828	0.000500	0.019586	0.001819	0.005289	0.000105	0.004132	0.006799	0.002410	0.000683	0.120009	0.350079
is	0.048496	0.013967	0.001051	0.337667	0.004083	0.020870	0.000447	0.001093	0.002749	0.004153	0.000412	0.002663	0.022238	0.002598	0.001140	0.026618	0.509756
jumping	0.061949	0.003318	0.008743	0.006224	0.445719	0.003579	0.000663	0.002981	0.002700	0.011684	0.000135	0.002581	0.007189	0.000386	0.001116	0.053657	0.387376
on	0.086162	0.014921	0.001664	0.010464	0.002265	0.387459	0.000618	0.003012	0.014311	0.008722	0.000300	0.006138	0.018927	0.001643	0.000618	0.042232	0.400544
skate	0.021773	0.002584	0.000167	0.001111	0.001912	0.002438	0.433425	0.007444	0.006682	0.024729	0.002634	0.001895	0.009310	0.003682	0.012904	0.033912	0.433399
##board	0.160710	0.000539	0.005696	0.001757	0.001698	0.003322	0.001778	0.571191	0.003185	0.006251	0.000332	0.003373	0.003587	0.001432	0.003288	0.076714	0.155145
in	0.020732	0.005325	0.001375	0.003395	0.000600	0.011739	0.000513	0.000355	0.540785	0.035066	0.000886	0.011884	0.007266	0.000697	0.001001	0.011520	0.346860
the	0.074802	0.014331	0.003074	0.006045	0.004513	0.011169	0.002834	0.003568	0.064230	0.203293	0.005134	0.017164	0.027535	0.006254	0.003731	0.056431	0.495892
middle	0.015368	0.001999	0.000194	0.004519	0.002090	0.004654	0.002689	0.002274	0.020451	0.038568	0.237907	0.006676	0.003938	0.000837	0.001495	0.024696	0.631647
of	0.040630	0.006500	0.006661	0.004369	0.000914	0.015160	0.000338	0.002786	0.027984	0.026126	0.000804	0.161269	0.011268	0.000831	0.000410	0.022920	0.671028
a	0.154143	0.272271	0.006615	0.012465	0.003694	0.014624	0.001473	0.003613	0.012570	0.012735	0.000570	0.008450	0.221913	0.001287	0.001914	0.029908	0.241755
red	0.086099	0.000535	0.001844	0.001870	0.000083	0.000626	0.000548	0.000910	0.001032	0.002925	0.000082	0.001172	0.001129	0.442456	0.000384	0.052963	0.405342
bridge	0.112682	0.001142	0.000761	0.004506	0.005154	0.001333	0.004694	0.003958	0.021967	0.016317	0.000256	0.003764	0.005585	0.000194	0.409117	0.054945	0.353627
.	0.034110	0.008465	0.002929	0.022078	0.006325	0.010552	0.002372	0.006279	0.012126	0.019101	0.005700	0.015531	0.008727	0.005787	0.003582	0.055133	0.781203
[SEP]	0.014252	0.009781	0.003416	0.008340	0.005928	0.005406	0.007119	0.005529	0.007115	0.008070	0.003628	0.007964	0.009813	0.004540	0.002683	0.020663	0.875752
