TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.039719	0.023039	0.034193	0.045892	0.050334	0.016358	0.008419	0.009604	0.008618	0.006273	0.004326	0.007294	0.012444	0.023471	0.006074	0.015489	0.688451
A	0.011673	0.006429	0.516478	0.060885	0.112450	0.023340	0.010803	0.011113	0.006515	0.002249	0.001229	0.001186	0.000996	0.005247	0.001949	0.009997	0.217459
boy	0.011496	0.011590	0.020903	0.048970	0.084680	0.077676	0.076755	0.010038	0.003678	0.001578	0.018102	0.002102	0.003325	0.003824	0.003246	0.013723	0.608314
is	0.031365	0.016424	0.103740	0.065435	0.152258	0.024487	0.042893	0.016034	0.007578	0.005818	0.195073	0.010379	0.007683	0.036188	0.002714	0.027480	0.254449
jumping	0.023701	0.001905	0.003695	0.007394	0.057211	0.092008	0.101380	0.028067	0.006213	0.003240	0.006079	0.001251	0.001689	0.004789	0.018918	0.019337	0.623123
on	0.028794	0.001115	0.000308	0.008478	0.033854	0.001986	0.543370	0.219846	0.006272	0.008231	0.000600	0.002526	0.001556	0.000487	0.022669	0.027693	0.092214
skate	0.013027	0.000916	0.002477	0.005458	0.036713	0.010769	0.087353	0.143429	0.003331	0.004565	0.000265	0.002137	0.001202	0.001050	0.026302	0.010511	0.650496
##board	0.015899	0.004159	0.000617	0.008039	0.056996	0.030672	0.418086	0.009320	0.005999	0.002908	0.005413	0.001471	0.002374	0.000942	0.001296	0.011962	0.423845
in	0.006141	0.002085	0.000219	0.008563	0.018113	0.003337	0.006562	0.000433	0.001038	0.003931	0.881064	0.008570	0.006696	0.008830	0.004096	0.011087	0.029237
the	0.012460	0.002719	0.003212	0.016149	0.019432	0.005584	0.011356	0.001078	0.003853	0.004452	0.802214	0.016222	0.010243	0.024630	0.008138	0.016909	0.041352
middle	0.027090	0.002042	0.035966	0.014171	0.004798	0.002102	0.001263	0.001979	0.017476	0.008708	0.001264	0.010010	0.018449	0.057776	0.140576	0.105625	0.550705
of	0.024737	0.001757	0.011764	0.037449	0.028548	0.004558	0.020609	0.004228	0.011640	0.005923	0.054199	0.002965	0.009838	0.259721	0.040486	0.048964	0.432614
a	0.019058	0.000735	0.020496	0.036512	0.030796	0.004981	0.042340	0.012719	0.011124	0.006743	0.010254	0.005340	0.006472	0.360439	0.060414	0.065913	0.305665
red	0.040136	0.002274	0.000723	0.027808	0.002019	0.002212	0.006276	0.004019	0.005295	0.006908	0.003723	0.010462	0.016214	0.018354	0.438602	0.114220	0.300754
bridge	0.006669	0.001343	0.002287	0.001448	0.011203	0.002885	0.002228	0.002108	0.005322	0.003750	0.000400	0.000897	0.004229	0.061765	0.037567	0.020871	0.835030
.	0.007532	0.019323	0.039594	0.056609	0.045421	0.017735	0.012599	0.012861	0.006806	0.005858	0.007911	0.017578	0.032246	0.076688	0.009763	0.020691	0.610784
[SEP]	0.002665	0.000297	0.002129	0.000952	0.000653	0.000907	0.000468	0.000990	0.000389	0.000119	0.000058	0.000192	0.000208	0.000695	0.001932	0.001441	0.985904
