TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.026649	0.055833	0.031192	0.014895	0.007706	0.005263	0.001572	0.000770	0.001444	0.001495	0.001067	0.004353	0.002834	0.001038	0.001331	0.009936	0.832622
A	0.000573	0.010924	0.532704	0.029191	0.020159	0.004961	0.006959	0.005389	0.001249	0.000471	0.001610	0.000861	0.001022	0.001579	0.009851	0.002275	0.370221
boy	0.006504	0.012467	0.017836	0.043661	0.042311	0.061359	0.009685	0.009670	0.010430	0.003444	0.003937	0.004941	0.005789	0.002034	0.002052	0.004678	0.759201
is	0.001812	0.015830	0.038905	0.053157	0.423000	0.082954	0.031789	0.025949	0.010114	0.014303	0.019425	0.004031	0.006709	0.001851	0.001238	0.001427	0.267507
jumping	0.001911	0.008982	0.020102	0.015168	0.020686	0.314063	0.028866	0.038004	0.149217	0.051368	0.010946	0.010329	0.011389	0.001422	0.001886	0.008251	0.307408
on	0.000726	0.000702	0.004325	0.001165	0.006915	0.042243	0.437171	0.321869	0.009213	0.008715	0.000697	0.001072	0.009228	0.001560	0.000872	0.002616	0.150910
skate	0.003484	0.000444	0.001063	0.000605	0.000375	0.002242	0.001410	0.017839	0.005108	0.000599	0.000105	0.000125	0.000821	0.000084	0.000684	0.003141	0.961871
##board	0.031506	0.000979	0.000642	0.001326	0.000663	0.003686	0.000607	0.002175	0.068489	0.003496	0.000780	0.000799	0.005523	0.000391	0.001182	0.014382	0.863373
in	0.000581	0.002119	0.000837	0.001242	0.000803	0.000764	0.001514	0.001847	0.009024	0.109940	0.098963	0.372307	0.344994	0.016069	0.005778	0.001459	0.031758
the	0.001931	0.003751	0.012329	0.003644	0.003190	0.002676	0.014772	0.016083	0.023068	0.057594	0.226162	0.261528	0.189869	0.104790	0.026786	0.003177	0.048650
middle	0.000929	0.001393	0.000771	0.001308	0.000913	0.000494	0.000561	0.000707	0.003800	0.020605	0.018206	0.388492	0.404740	0.028928	0.023462	0.002553	0.102139
of	0.000893	0.002140	0.001894	0.000955	0.000160	0.000241	0.000319	0.000192	0.003557	0.001504	0.001701	0.044318	0.283761	0.056836	0.138879	0.017658	0.444994
a	0.001271	0.001546	0.014436	0.000747	0.000258	0.000340	0.001425	0.002189	0.004394	0.000981	0.004508	0.010693	0.038530	0.196224	0.461869	0.025522	0.235071
red	0.002677	0.001380	0.002723	0.000501	0.000097	0.000185	0.000626	0.001647	0.000256	0.000153	0.000515	0.001773	0.004448	0.014832	0.261015	0.009033	0.698137
bridge	0.004948	0.000509	0.000204	0.000245	0.000015	0.000086	0.000054	0.000029	0.001127	0.000308	0.000045	0.001773	0.004264	0.001179	0.001412	0.016523	0.967280
.	0.003395	0.263558	0.025621	0.030143	0.003330	0.002909	0.000988	0.001077	0.001372	0.000362	0.001021	0.004960	0.002936	0.002770	0.004402	0.103919	0.547237
[SEP]	0.005423	0.003178	0.006087	0.012638	0.004417	0.003972	0.002372	0.001458	0.001408	0.001867	0.001181	0.004336	0.003513	0.002699	0.006824	0.024018	0.914609
