TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.022576	0.021275	0.085874	0.123871	0.024588	0.016722	0.056154	0.032942	0.006985	0.015294	0.022204	0.017832	0.032173	0.061814	0.095968	0.156791	0.206936
A	0.142790	0.172983	0.000150	0.000170	0.000029	0.000106	0.000027	0.000099	0.000049	0.000190	0.000066	0.000539	0.172876	0.001118	0.000584	0.291217	0.217006
boy	0.198578	0.000151	0.225555	0.000522	0.000128	0.000102	0.000031	0.000123	0.000099	0.000087	0.000134	0.000061	0.000569	0.000180	0.000043	0.083378	0.490258
is	0.148698	0.000526	0.000717	0.175144	0.000425	0.000336	0.000128	0.000068	0.000107	0.000214	0.000005	0.000240	0.002207	0.000228	0.000347	0.100477	0.570136
jumping	0.111352	0.000028	0.000046	0.000068	0.217416	0.000330	0.000516	0.003242	0.000028	0.000253	0.000049	0.000110	0.001383	0.000255	0.002399	0.033410	0.629115
on	0.193035	0.000129	0.000051	0.000084	0.000456	0.206006	0.000227	0.000696	0.000125	0.000191	0.000059	0.000557	0.003295	0.000674	0.000107	0.054898	0.539411
skate	0.089737	0.000020	0.000033	0.000128	0.001151	0.000339	0.039964	0.001132	0.000037	0.000251	0.000015	0.000033	0.000450	0.000072	0.000080	0.037343	0.829215
##board	0.121341	0.000167	0.000148	0.000026	0.004219	0.000238	0.001185	0.339906	0.000028	0.000024	0.000009	0.000053	0.000537	0.000129	0.003408	0.032834	0.495749
in	0.185895	0.000048	0.000236	0.000073	0.000041	0.000326	0.000014	0.000041	0.329734	0.001563	0.000186	0.000198	0.000497	0.000307	0.000011	0.067653	0.413177
the	0.269284	0.000670	0.000269	0.000403	0.001229	0.001229	0.000394	0.000094	0.004536	0.300226	0.000618	0.000877	0.008473	0.000711	0.000110	0.055847	0.355029
middle	0.143202	0.000279	0.000093	0.000006	0.000162	0.000224	0.000011	0.000012	0.000918	0.000373	0.131324	0.000585	0.001811	0.000136	0.000034	0.017408	0.703422
of	0.272892	0.000780	0.000054	0.000123	0.000169	0.000654	0.000004	0.000038	0.000276	0.000202	0.000218	0.152005	0.004364	0.000047	0.000257	0.023372	0.544544
a	0.161000	0.137353	0.000330	0.001144	0.001944	0.003058	0.000097	0.000436	0.000737	0.001609	0.000337	0.003010	0.387074	0.001338	0.000403	0.021096	0.279034
red	0.238031	0.001455	0.000028	0.000062	0.000378	0.000784	0.000040	0.000063	0.000301	0.000398	0.000084	0.000065	0.001737	0.268743	0.000007	0.012637	0.475184
bridge	0.157242	0.000318	0.000025	0.000124	0.001851	0.000090	0.000088	0.002837	0.000008	0.000037	0.000029	0.000439	0.000616	0.000016	0.304802	0.020475	0.511003
.	0.143280	0.070745	0.009879	0.018227	0.002234	0.004897	0.001001	0.002472	0.017769	0.004145	0.000236	0.001093	0.002077	0.001148	0.000887	0.119872	0.600039
[SEP]	0.031042	0.002732	0.003813	0.004391	0.005735	0.001815	0.003919	0.007217	0.002800	0.004601	0.002125	0.001582	0.003667	0.003277	0.003192	0.034805	0.883287
