TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.019178	0.011879	0.016034	0.012269	0.013251	0.005195	0.005129	0.007659	0.005774	0.002492	0.002846	0.004728	0.006498	0.005779	0.017492	0.059944	0.803852
A	0.007743	0.025085	0.009396	0.010157	0.005210	0.000435	0.000129	0.000312	0.000532	0.000225	0.000485	0.000897	0.000168	0.000328	0.000885	0.023222	0.914791
boy	0.033877	0.381863	0.056884	0.043012	0.038586	0.006079	0.000514	0.002378	0.000726	0.000712	0.000699	0.002281	0.001481	0.001828	0.002938	0.067074	0.359069
is	0.017423	0.079537	0.039800	0.053739	0.017009	0.002011	0.000986	0.001437	0.000302	0.000153	0.000079	0.000632	0.000171	0.001721	0.002898	0.081092	0.701011
jumping	0.012780	0.061062	0.050374	0.495679	0.062146	0.018246	0.003030	0.004225	0.000628	0.000354	0.000313	0.000228	0.000209	0.000271	0.000585	0.022028	0.267841
on	0.013027	0.034792	0.033835	0.168206	0.498794	0.047452	0.005780	0.003318	0.000598	0.000386	0.000168	0.000095	0.000060	0.000058	0.000104	0.005762	0.187566
skate	0.023733	0.030711	0.010519	0.074048	0.146442	0.279835	0.019559	0.013987	0.003724	0.001490	0.001463	0.000153	0.000264	0.000113	0.000675	0.009125	0.384157
##board	0.031698	0.006184	0.008176	0.015258	0.130257	0.726678	0.014147	0.008941	0.001853	0.001227	0.001602	0.000060	0.000275	0.000078	0.000097	0.001425	0.052045
in	0.015995	0.010610	0.006097	0.050565	0.090945	0.027278	0.015659	0.013943	0.006823	0.005751	0.002528	0.000940	0.000380	0.000224	0.000888	0.012285	0.739091
the	0.048364	0.008255	0.016764	0.010986	0.061259	0.014303	0.052989	0.040568	0.178014	0.016758	0.058283	0.007233	0.014757	0.004441	0.008450	0.024762	0.433813
middle	0.017907	0.003764	0.001306	0.004606	0.012172	0.001316	0.011473	0.007408	0.422982	0.079084	0.033608	0.003390	0.032995	0.016439	0.007129	0.014175	0.330246
of	0.040063	0.000746	0.002944	0.005149	0.009085	0.004862	0.011380	0.012181	0.324066	0.027967	0.345353	0.013988	0.008211	0.015015	0.004732	0.010514	0.163742
a	0.007514	0.000331	0.001527	0.000904	0.001377	0.000266	0.001612	0.005974	0.035253	0.005792	0.781700	0.060940	0.011990	0.003296	0.018159	0.013069	0.050296
red	0.029349	0.001205	0.002714	0.002558	0.002954	0.000417	0.001217	0.004735	0.061074	0.022943	0.301130	0.145649	0.098393	0.027466	0.071071	0.055707	0.171418
bridge	0.030504	0.000859	0.002734	0.000762	0.001906	0.003324	0.001724	0.003610	0.018977	0.006105	0.363394	0.108863	0.241226	0.088432	0.022539	0.021925	0.083115
.	0.025686	0.006556	0.005615	0.009794	0.003141	0.003787	0.001492	0.001584	0.015012	0.005590	0.025116	0.032579	0.037898	0.027068	0.038901	0.181586	0.578596
[SEP]	0.003683	0.032508	0.001750	0.007393	0.009213	0.007048	0.000571	0.001728	0.001872	0.003819	0.000326	0.003680	0.005599	0.002193	0.001246	0.020166	0.897205
