TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.009387	0.027582	0.002054	0.020494	0.011503	0.005369	0.001909	0.001917	0.005612	0.011046	0.000797	0.003446	0.012456	0.000570	0.001164	0.250389	0.634305
A	0.020787	0.016893	0.001321	0.024246	0.004838	0.001430	0.002648	0.001702	0.003940	0.004468	0.000737	0.001938	0.007665	0.001855	0.000905	0.271966	0.632660
boy	0.021498	0.115778	0.021677	0.029028	0.026159	0.011071	0.029304	0.006667	0.003686	0.012799	0.000673	0.002069	0.022209	0.002867	0.000640	0.150510	0.543364
is	0.022566	0.025717	0.009230	0.026790	0.004142	0.001707	0.008906	0.003518	0.002603	0.002928	0.001202	0.000306	0.004563	0.001718	0.001619	0.203143	0.679342
jumping	0.013599	0.020847	0.007055	0.044477	0.028058	0.006093	0.020614	0.002611	0.006352	0.010624	0.001279	0.001698	0.007445	0.001139	0.000556	0.167888	0.659664
on	0.007285	0.015093	0.016322	0.028561	0.210069	0.050318	0.096919	0.044655	0.009470	0.022535	0.002870	0.002616	0.009016	0.001167	0.003008	0.095973	0.384123
skate	0.007175	0.007604	0.006957	0.013602	0.014703	0.035959	0.020729	0.004492	0.010561	0.010000	0.003124	0.004594	0.006368	0.003507	0.000851	0.141823	0.707954
##board	0.000547	0.000981	0.000669	0.000594	0.005992	0.007016	0.870996	0.046326	0.004520	0.003021	0.002699	0.000413	0.001435	0.002984	0.000979	0.007730	0.043098
in	0.015835	0.007689	0.005079	0.009562	0.025305	0.002532	0.052589	0.044716	0.034109	0.016359	0.021779	0.002648	0.025065	0.015585	0.012330	0.148422	0.560396
the	0.011085	0.010731	0.001830	0.022452	0.037457	0.015862	0.034416	0.020798	0.087313	0.026833	0.022631	0.008041	0.019706	0.005255	0.003364	0.146096	0.526130
middle	0.006864	0.001820	0.000989	0.000819	0.006117	0.000683	0.021394	0.009268	0.143602	0.093882	0.173726	0.008318	0.036771	0.061830	0.023925	0.127775	0.282218
of	0.002870	0.001343	0.000307	0.002192	0.004445	0.000650	0.000822	0.000759	0.054021	0.049556	0.561954	0.020042	0.024299	0.006620	0.005909	0.066403	0.197808
a	0.010038	0.008625	0.000601	0.017662	0.016313	0.006056	0.006375	0.006528	0.064269	0.023179	0.029557	0.020360	0.037952	0.008431	0.009926	0.166724	0.567405
red	0.007701	0.003430	0.000674	0.003030	0.005872	0.001327	0.011757	0.008000	0.021250	0.013428	0.008266	0.024773	0.039726	0.010241	0.005511	0.155337	0.679676
bridge	0.006939	0.001708	0.001343	0.001241	0.003292	0.001344	0.024467	0.002679	0.009181	0.004978	0.016128	0.014061	0.021645	0.303915	0.037125	0.097713	0.452239
.	0.019137	0.004861	0.003990	0.003657	0.002442	0.002804	0.005572	0.005814	0.002735	0.001460	0.003550	0.001660	0.004345	0.003265	0.005205	0.264494	0.665009
[SEP]	0.030036	0.018022	0.009948	0.009694	0.007130	0.011904	0.011349	0.009192	0.004922	0.004508	0.003654	0.005603	0.012672	0.008130	0.006584	0.292254	0.554398
