TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.095486	0.062642	0.130126	0.058546	0.131273	0.034048	0.081480	0.054397	0.029141	0.029966	0.051502	0.028102	0.033393	0.049426	0.056044	0.026110	0.048318
A	0.036449	0.073219	0.097010	0.149671	0.048973	0.048849	0.051007	0.026312	0.066584	0.052307	0.067260	0.042294	0.044794	0.039145	0.041108	0.069526	0.045492
boy	0.070430	0.058764	0.013701	0.088785	0.052323	0.034524	0.102745	0.038403	0.028256	0.030104	0.061198	0.016569	0.033827	0.032241	0.263156	0.041954	0.033021
is	0.027192	0.057391	0.121296	0.207655	0.060679	0.052036	0.061214	0.032282	0.052695	0.042205	0.126440	0.024371	0.028149	0.016044	0.029575	0.041331	0.019444
jumping	0.078231	0.057086	0.095979	0.083394	0.009168	0.049634	0.024882	0.033733	0.058253	0.038852	0.100929	0.034413	0.045263	0.089340	0.094311	0.046031	0.060503
on	0.031907	0.077305	0.065496	0.093868	0.096594	0.049176	0.088040	0.035529	0.068038	0.043026	0.086590	0.052603	0.055088	0.057818	0.034177	0.034397	0.030349
skate	0.190150	0.026236	0.167518	0.044154	0.042842	0.061277	0.003029	0.031434	0.041266	0.023801	0.064161	0.023531	0.020594	0.077037	0.070790	0.019881	0.092298
##board	0.048835	0.058830	0.081243	0.143029	0.086543	0.054455	0.084122	0.006017	0.061404	0.040445	0.084455	0.062449	0.047102	0.057102	0.028192	0.027485	0.028293
in	0.044894	0.049721	0.069177	0.081451	0.079097	0.053068	0.073611	0.041106	0.055135	0.038244	0.092404	0.044588	0.051301	0.049915	0.053741	0.045108	0.077438
the	0.017620	0.082431	0.089583	0.159136	0.067677	0.052667	0.037370	0.028666	0.053062	0.109012	0.064460	0.049893	0.071274	0.021740	0.030435	0.041093	0.023881
middle	0.062994	0.067009	0.068670	0.064193	0.108946	0.066715	0.058709	0.032179	0.065217	0.046232	0.024341	0.070105	0.052908	0.061909	0.032565	0.058810	0.058497
of	0.018842	0.101203	0.045095	0.122884	0.093362	0.044303	0.074185	0.028590	0.061051	0.065462	0.053211	0.056520	0.078365	0.041607	0.039410	0.051110	0.024799
a	0.022666	0.075093	0.057754	0.126149	0.063629	0.048942	0.034056	0.027207	0.059069	0.076783	0.063425	0.055415	0.075541	0.044148	0.049729	0.069772	0.050622
red	0.084439	0.027830	0.028309	0.164294	0.059890	0.082299	0.087489	0.046770	0.051075	0.026189	0.060261	0.037022	0.023140	0.009490	0.120768	0.037313	0.053424
bridge	0.054319	0.031064	0.136673	0.042178	0.044800	0.066414	0.121135	0.007257	0.085541	0.032355	0.062014	0.077441	0.037336	0.136319	0.003902	0.029154	0.032100
.	0.008658	0.057231	0.137516	0.150242	0.051487	0.029744	0.064568	0.028962	0.043614	0.035314	0.121536	0.034710	0.036218	0.057912	0.042744	0.081248	0.018296
[SEP]	0.005792	0.127183	0.042586	0.064485	0.052281	0.028188	0.046564	0.021089	0.055647	0.123318	0.041636	0.079713	0.122818	0.048632	0.029285	0.104425	0.006356
