TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.019802	0.059551	0.044709	0.065627	0.014265	0.016630	0.004354	0.010114	0.004450	0.005230	0.003937	0.002265	0.007165	0.011145	0.065657	0.166720	0.498380
A	0.015093	0.004505	0.018370	0.004168	0.001099	0.000171	0.000157	0.000794	0.001177	0.000289	0.001744	0.001088	0.000219	0.000287	0.000981	0.006505	0.943353
boy	0.003757	0.013301	0.007092	0.005593	0.001980	0.000608	0.001662	0.000460	0.000598	0.000489	0.000706	0.000228	0.000610	0.001258	0.000233	0.003706	0.957717
is	0.018374	0.051929	0.297968	0.079498	0.020658	0.010193	0.008339	0.001659	0.001773	0.000831	0.004758	0.000256	0.000269	0.000741	0.001626	0.009604	0.491523
jumping	0.004118	0.016168	0.127340	0.593512	0.014216	0.047027	0.007964	0.004702	0.001473	0.000624	0.000881	0.000067	0.000299	0.000135	0.000854	0.005898	0.174721
on	0.005992	0.006494	0.113761	0.093204	0.586946	0.041554	0.041286	0.054603	0.000751	0.000339	0.000229	0.000143	0.000258	0.000135	0.001496	0.000633	0.052177
skate	0.005245	0.002446	0.017016	0.040913	0.002596	0.319876	0.013184	0.000675	0.000302	0.000220	0.000142	0.000018	0.000411	0.000244	0.000035	0.001416	0.595261
##board	0.013743	0.001228	0.008959	0.048117	0.013800	0.102579	0.449961	0.003944	0.000935	0.000710	0.000073	0.000014	0.000341	0.000471	0.000058	0.000918	0.354148
in	0.001712	0.001614	0.037910	0.015509	0.144578	0.002294	0.034096	0.498097	0.011928	0.003225	0.001453	0.000157	0.000378	0.000150	0.008433	0.002104	0.236362
the	0.012488	0.001201	0.113588	0.047082	0.129607	0.007928	0.012160	0.415126	0.120623	0.010499	0.009445	0.002981	0.001130	0.000384	0.032330	0.003632	0.079796
middle	0.006442	0.008894	0.025368	0.010675	0.030670	0.002199	0.001475	0.014989	0.101209	0.085048	0.014481	0.007542	0.010643	0.006108	0.004493	0.027081	0.642682
of	0.001067	0.000299	0.009750	0.000947	0.005099	0.000201	0.000783	0.002478	0.004078	0.001407	0.876033	0.001752	0.001235	0.007118	0.017330	0.004058	0.066366
a	0.008805	0.001435	0.026408	0.011475	0.008150	0.003232	0.001039	0.016624	0.050092	0.007444	0.053448	0.032790	0.015734	0.009443	0.024974	0.017304	0.711605
red	0.003119	0.001016	0.001243	0.001058	0.000633	0.000240	0.000634	0.007316	0.006122	0.008137	0.010306	0.028072	0.126711	0.055380	0.022155	0.011591	0.716268
bridge	0.000602	0.000951	0.001571	0.000756	0.000590	0.000486	0.003694	0.002538	0.000450	0.000627	0.001833	0.000287	0.006274	0.142230	0.007049	0.004207	0.825854
.	0.003185	0.006746	0.003638	0.010830	0.006470	0.000940	0.001773	0.017284	0.003689	0.002875	0.002719	0.002569	0.009278	0.004593	0.047961	0.048058	0.827393
[SEP]	0.001959	0.004239	0.002845	0.007511	0.003937	0.005122	0.004648	0.004024	0.006885	0.006056	0.001968	0.002649	0.005228	0.005782	0.001400	0.013206	0.922542
