TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.084654	0.036011	0.014272	0.051669	0.057870	0.022404	0.018189	0.014551	0.016309	0.008893	0.016096	0.009128	0.021991	0.005744	0.011207	0.033681	0.577332
A	0.012858	0.079228	0.100213	0.139892	0.081901	0.085533	0.052315	0.019503	0.044240	0.027712	0.028132	0.020705	0.072385	0.035634	0.015995	0.044239	0.139514
boy	0.008660	0.005001	0.008065	0.025521	0.022341	0.009666	0.020025	0.007374	0.010345	0.003302	0.012752	0.004791	0.006980	0.005467	0.017966	0.034722	0.797023
is	0.009935	0.051738	0.084133	0.077985	0.071674	0.101970	0.076868	0.036861	0.046488	0.024593	0.038575	0.022732	0.061309	0.039710	0.023440	0.029880	0.202109
jumping	0.007220	0.009929	0.039988	0.025179	0.027420	0.037493	0.053354	0.022903	0.042216	0.009599	0.112746	0.011641	0.016068	0.032620	0.051852	0.022007	0.477763
on	0.003995	0.001738	0.013566	0.011923	0.044814	0.013163	0.080882	0.041859	0.012335	0.002883	0.019037	0.001316	0.001870	0.008617	0.037950	0.014535	0.689514
skate	0.001607	0.001226	0.004608	0.004876	0.004719	0.004408	0.006528	0.003408	0.004644	0.000504	0.005823	0.000767	0.001373	0.002468	0.014796	0.008593	0.929654
##board	0.001815	0.001940	0.013378	0.014635	0.033264	0.008336	0.035423	0.009424	0.011849	0.002008	0.022168	0.001231	0.001882	0.006141	0.019168	0.009839	0.807500
in	0.003126	0.004676	0.017609	0.029054	0.091884	0.055712	0.078418	0.027769	0.066298	0.019264	0.177028	0.021225	0.028254	0.104836	0.101833	0.009537	0.163475
the	0.003187	0.011972	0.053892	0.072170	0.139324	0.060494	0.148587	0.042946	0.044942	0.016404	0.081545	0.014384	0.034425	0.098252	0.072420	0.009528	0.095529
middle	0.002025	0.001124	0.006561	0.009348	0.028217	0.013497	0.054424	0.017275	0.009096	0.002687	0.025306	0.007844	0.011813	0.043067	0.089965	0.013398	0.664352
of	0.002434	0.003492	0.024015	0.027935	0.028535	0.021788	0.087212	0.015473	0.012212	0.004061	0.057432	0.005186	0.025630	0.238940	0.336007	0.005882	0.103765
a	0.004511	0.008079	0.022831	0.067893	0.043309	0.040484	0.121063	0.024834	0.018774	0.009959	0.059401	0.014422	0.058455	0.243978	0.184757	0.008994	0.068257
red	0.004091	0.003207	0.019725	0.011176	0.017127	0.022972	0.035617	0.014307	0.012257	0.004342	0.037102	0.023254	0.035534	0.104117	0.212460	0.013855	0.428857
bridge	0.001560	0.000517	0.010917	0.004480	0.004609	0.004417	0.022950	0.003063	0.003094	0.000456	0.030723	0.001126	0.001930	0.045543	0.063479	0.003493	0.797643
.	0.007650	0.015702	0.018219	0.021663	0.004026	0.006469	0.006740	0.002370	0.005692	0.001642	0.003864	0.002121	0.010578	0.006365	0.004385	0.028073	0.854442
[SEP]	0.008631	0.006365	0.010478	0.008680	0.002829	0.003503	0.003792	0.001774	0.002927	0.001228	0.001615	0.002202	0.002956	0.002143	0.003575	0.042938	0.894364
