TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.104541	0.015539	0.014401	0.079253	0.043270	0.023263	0.013233	0.010789	0.010389	0.008846	0.026550	0.018904	0.015130	0.015755	0.017059	0.036791	0.546287
A	0.039704	0.095371	0.052710	0.198056	0.068893	0.049788	0.026274	0.025846	0.033295	0.030230	0.013705	0.047884	0.150955	0.020910	0.022929	0.072803	0.050645
boy	0.198716	0.085992	0.098898	0.078235	0.076349	0.106622	0.042365	0.027024	0.013538	0.015686	0.006288	0.015003	0.030778	0.002641	0.019423	0.069602	0.112840
is	0.054743	0.112365	0.095506	0.120874	0.088797	0.033941	0.014344	0.028165	0.027620	0.027422	0.007033	0.037096	0.122892	0.012268	0.035817	0.055080	0.126036
jumping	0.035997	0.029576	0.054207	0.030755	0.205043	0.055683	0.020407	0.036692	0.048974	0.010404	0.008946	0.019158	0.022955	0.024893	0.154653	0.051859	0.189795
on	0.039603	0.020525	0.071233	0.027399	0.335291	0.034376	0.039083	0.026549	0.025964	0.007711	0.026698	0.015043	0.028513	0.027374	0.086677	0.023589	0.164372
skate	0.018367	0.013121	0.120904	0.010861	0.058902	0.008177	0.013125	0.045189	0.030440	0.010356	0.031631	0.010231	0.006368	0.049459	0.249125	0.047270	0.276476
##board	0.031798	0.020300	0.048086	0.011203	0.328516	0.019420	0.010962	0.011013	0.012112	0.006628	0.014599	0.005141	0.008810	0.016090	0.243552	0.026629	0.185140
in	0.037576	0.041336	0.055775	0.105132	0.129243	0.117184	0.026897	0.020101	0.036989	0.011474	0.056387	0.038862	0.042632	0.042784	0.044550	0.037505	0.155575
the	0.047512	0.065074	0.080281	0.186880	0.120983	0.082148	0.014946	0.011055	0.033133	0.010453	0.040192	0.042640	0.099494	0.036209	0.034629	0.036411	0.057961
middle	0.036758	0.044276	0.053209	0.089974	0.060283	0.053646	0.022366	0.029671	0.033730	0.034666	0.007747	0.028434	0.053471	0.092152	0.024335	0.028847	0.306436
of	0.058833	0.042303	0.081519	0.173931	0.082675	0.089355	0.016111	0.019053	0.059039	0.015932	0.018895	0.016891	0.059054	0.052063	0.050149	0.025847	0.138349
a	0.056160	0.058018	0.030411	0.140915	0.194990	0.069398	0.024385	0.025305	0.022526	0.013603	0.024206	0.021532	0.086016	0.050453	0.066028	0.025558	0.090497
red	0.037893	0.059496	0.014332	0.037947	0.051211	0.061573	0.026682	0.017531	0.012588	0.007582	0.011174	0.031853	0.056452	0.010797	0.014891	0.048690	0.499308
bridge	0.042000	0.040834	0.029376	0.041032	0.104866	0.063487	0.052792	0.137118	0.021091	0.020833	0.016626	0.022730	0.022635	0.019646	0.087899	0.023014	0.254020
.	0.075841	0.106607	0.022949	0.115543	0.010099	0.014265	0.012637	0.016121	0.011105	0.010576	0.006404	0.012549	0.029889	0.022292	0.015598	0.051438	0.466088
[SEP]	0.009178	0.001339	0.003285	0.001061	0.000654	0.000354	0.000545	0.002070	0.000137	0.000676	0.000094	0.000200	0.000397	0.003342	0.000809	0.001490	0.974369
