TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.735320	0.037925	0.004428	0.019287	0.003802	0.020178	0.002431	0.005712	0.016863	0.025623	0.004639	0.019090	0.027753	0.005114	0.001475	0.037373	0.032987
A	0.955363	0.021573	0.002410	0.015003	0.000587	0.003272	0.000002	0.000097	0.000252	0.000223	0.000007	0.000153	0.000075	0.000047	0.000000	0.000205	0.000732
boy	0.300311	0.675826	0.004849	0.004283	0.002686	0.010181	0.000206	0.000044	0.000364	0.000267	0.000003	0.000025	0.000131	0.000273	0.000010	0.000052	0.000491
is	0.898299	0.038278	0.013963	0.015543	0.000442	0.032178	0.000283	0.000112	0.000098	0.000152	0.000006	0.000027	0.000007	0.000001	0.000004	0.000129	0.000479
jumping	0.941566	0.002718	0.008728	0.026210	0.002276	0.012503	0.003067	0.002055	0.000242	0.000072	0.000024	0.000029	0.000003	0.000004	0.000029	0.000222	0.000254
on	0.223670	0.000694	0.000243	0.033710	0.720042	0.015122	0.002783	0.001590	0.001150	0.000226	0.000008	0.000078	0.000005	0.000000	0.000002	0.000088	0.000588
skate	0.630016	0.010340	0.011416	0.006108	0.006265	0.241374	0.008095	0.008605	0.063091	0.012387	0.000133	0.000546	0.000479	0.000038	0.000017	0.000218	0.000871
##board	0.213785	0.001371	0.003416	0.000207	0.001849	0.027986	0.735031	0.003996	0.002645	0.008393	0.000731	0.000156	0.000104	0.000093	0.000065	0.000042	0.000131
in	0.813936	0.000045	0.000022	0.006194	0.011913	0.023878	0.008749	0.045849	0.049973	0.021300	0.011031	0.006685	0.000181	0.000001	0.000011	0.000119	0.000112
the	0.642502	0.000217	0.000035	0.001411	0.000562	0.005540	0.001539	0.011135	0.184713	0.104024	0.003672	0.034335	0.008667	0.000075	0.000004	0.000593	0.000974
middle	0.730241	0.000020	0.000236	0.000015	0.000933	0.004823	0.006045	0.004070	0.070461	0.166912	0.001813	0.010103	0.002671	0.000214	0.000234	0.000134	0.001076
of	0.505364	0.001581	0.000006	0.000113	0.000009	0.000640	0.000863	0.001480	0.010301	0.195486	0.149915	0.027353	0.103561	0.001463	0.000189	0.001270	0.000407
a	0.640201	0.000014	0.000056	0.000139	0.000004	0.000042	0.000035	0.001067	0.003884	0.028733	0.015116	0.252475	0.036266	0.002338	0.000338	0.014178	0.005113
red	0.595873	0.000078	0.000099	0.000146	0.000014	0.000095	0.000041	0.000286	0.006115	0.004842	0.004576	0.134023	0.158267	0.013651	0.003738	0.058280	0.019875
bridge	0.618459	0.001607	0.000025	0.000020	0.000125	0.000262	0.000089	0.000058	0.002334	0.008199	0.000796	0.044108	0.195019	0.044160	0.008803	0.021625	0.054311
.	0.811019	0.001833	0.000013	0.000096	0.000002	0.000088	0.000004	0.000012	0.000079	0.000634	0.000474	0.006098	0.030124	0.003274	0.001981	0.096924	0.047346
[SEP]	0.901340	0.000052	0.000018	0.000144	0.000006	0.000011	0.000006	0.000008	0.000023	0.000051	0.000077	0.001534	0.000988	0.000845	0.000550	0.054673	0.039675
