TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.360422	0.011734	0.012415	0.016580	0.008429	0.008261	0.005638	0.011354	0.012034	0.011901	0.011627	0.012195	0.012423	0.008392	0.015590	0.055829	0.425177
A	0.127124	0.083699	0.199761	0.180581	0.010978	0.023724	0.002237	0.001916	0.036151	0.011283	0.037315	0.013562	0.062694	0.074772	0.018529	0.039184	0.076489
boy	0.211526	0.074354	0.152507	0.127986	0.019392	0.028603	0.018771	0.031020	0.019299	0.014515	0.007595	0.020426	0.016068	0.016543	0.015282	0.042962	0.183153
is	0.245472	0.048023	0.131057	0.096401	0.019980	0.066939	0.002620	0.009762	0.067768	0.009435	0.026132	0.019253	0.030959	0.016296	0.018189	0.042927	0.148787
jumping	0.140592	0.011773	0.055408	0.220941	0.016325	0.187265	0.056050	0.042374	0.060954	0.010725	0.013209	0.015670	0.022358	0.023046	0.050583	0.031462	0.041265
on	0.221742	0.015146	0.033777	0.044701	0.020693	0.034034	0.049046	0.095712	0.035080	0.012484	0.049375	0.028580	0.025503	0.073488	0.031553	0.082360	0.146725
skate	0.227733	0.012563	0.004635	0.006248	0.028378	0.011947	0.087247	0.072033	0.015909	0.014121	0.002758	0.008395	0.031146	0.003142	0.217032	0.047855	0.208857
##board	0.365164	0.015640	0.012876	0.033373	0.056147	0.006204	0.284676	0.005776	0.004691	0.010786	0.004179	0.009501	0.019112	0.002306	0.015461	0.031287	0.122821
in	0.188070	0.025538	0.020580	0.044586	0.017803	0.022918	0.009002	0.031398	0.108082	0.021238	0.108220	0.040026	0.064762	0.027128	0.092031	0.065067	0.113551
the	0.249150	0.024715	0.010336	0.022553	0.027191	0.006338	0.010617	0.014060	0.041442	0.037834	0.144351	0.026412	0.049517	0.012675	0.061552	0.058200	0.203058
middle	0.162122	0.027581	0.032291	0.027725	0.047256	0.058364	0.014549	0.049570	0.114696	0.041038	0.034148	0.048264	0.035223	0.021170	0.138730	0.075279	0.071995
of	0.270518	0.021977	0.021369	0.043347	0.026765	0.010839	0.012035	0.018657	0.043172	0.029549	0.040946	0.093627	0.040878	0.013643	0.037887	0.075404	0.199387
a	0.077365	0.039593	0.046566	0.045247	0.028493	0.010192	0.006493	0.017532	0.040215	0.022422	0.069245	0.038466	0.101062	0.213461	0.149430	0.045489	0.048730
red	0.140437	0.045075	0.050572	0.018771	0.014911	0.014142	0.015354	0.019316	0.048728	0.091386	0.008179	0.080363	0.137528	0.037710	0.029509	0.165825	0.082193
bridge	0.127385	0.018733	0.072796	0.074611	0.020273	0.021604	0.050013	0.044819	0.094169	0.048978	0.063123	0.052928	0.134322	0.029471	0.028089	0.085369	0.033317
.	0.231997	0.022846	0.024505	0.062775	0.022708	0.011839	0.022343	0.019406	0.022594	0.015016	0.066359	0.024193	0.036359	0.025194	0.039706	0.149577	0.202584
[SEP]	0.363220	0.010789	0.003151	0.004732	0.003978	0.005239	0.003586	0.007426	0.005342	0.011388	0.005781	0.007140	0.009827	0.004234	0.004474	0.041089	0.508603
