TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.019527	0.008864	0.003584	0.004646	0.004651	0.005564	0.002140	0.004437	0.010033	0.001477	0.004547	0.013195	0.008339	0.004160	0.019158	0.452926	0.432753
A	0.141154	0.008995	0.002004	0.001762	0.000662	0.000127	0.000006	0.000003	0.000154	0.000027	0.000074	0.000715	0.000152	0.000073	0.000240	0.050878	0.792974
boy	0.002231	0.425147	0.003261	0.004848	0.001965	0.003121	0.000462	0.000014	0.000053	0.000079	0.000024	0.000069	0.000366	0.000221	0.000048	0.006715	0.551374
is	0.016625	0.014338	0.210265	0.020015	0.008466	0.002248	0.001909	0.001825	0.000055	0.000031	0.000044	0.000012	0.000025	0.000043	0.001454	0.003986	0.718660
jumping	0.000985	0.007951	0.012953	0.494153	0.017228	0.006560	0.001763	0.000827	0.000155	0.000085	0.000002	0.000006	0.000016	0.000006	0.000018	0.000563	0.456730
on	0.000150	0.000124	0.004012	0.005043	0.969502	0.001755	0.003449	0.001751	0.000213	0.000054	0.000018	0.000005	0.000001	0.000001	0.000020	0.000024	0.013881
skate	0.005252	0.003523	0.005594	0.021000	0.003662	0.649372	0.002286	0.000147	0.000300	0.000458	0.000031	0.000048	0.000157	0.000210	0.000010	0.000595	0.307354
##board	0.002646	0.002588	0.002853	0.008984	0.012062	0.132073	0.799327	0.002192	0.002621	0.006277	0.000116	0.000024	0.000229	0.000110	0.000030	0.000124	0.027744
in	0.000027	0.000006	0.000701	0.000154	0.017786	0.000044	0.000901	0.941483	0.003789	0.000583	0.000789	0.000118	0.000017	0.000003	0.002664	0.000021	0.030914
the	0.000159	0.000005	0.000012	0.000190	0.002025	0.000967	0.000248	0.001141	0.918644	0.001746	0.041535	0.025515	0.000480	0.000027	0.000648	0.000338	0.006319
middle	0.001501	0.000964	0.000175	0.002898	0.005176	0.000155	0.000373	0.002213	0.342209	0.415051	0.010530	0.025116	0.018374	0.003298	0.001048	0.008374	0.162543
of	0.000020	0.000000	0.000008	0.000000	0.000006	0.000001	0.000001	0.000010	0.000360	0.000039	0.995455	0.002883	0.000193	0.000088	0.000564	0.000015	0.000357
a	0.000041	0.000003	0.000001	0.000008	0.000012	0.000026	0.000000	0.000003	0.047709	0.000418	0.221629	0.709794	0.004315	0.000389	0.001324	0.001172	0.013154
red	0.000720	0.000971	0.000081	0.000224	0.000091	0.000070	0.000014	0.000008	0.003819	0.002697	0.067544	0.252546	0.515747	0.018629	0.014885	0.008160	0.113794
bridge	0.000050	0.001682	0.000792	0.000068	0.000096	0.000060	0.000497	0.000053	0.000166	0.000504	0.006483	0.008340	0.016281	0.864293	0.009864	0.004693	0.086077
.	0.003456	0.002409	0.000785	0.000604	0.000237	0.000052	0.000056	0.000347	0.000410	0.000129	0.002472	0.008866	0.005267	0.006269	0.140380	0.066984	0.761276
[SEP]	0.002837	0.000612	0.000195	0.000473	0.000067	0.000268	0.000053	0.000179	0.000321	0.000396	0.000088	0.000545	0.000500	0.000553	0.000270	0.010443	0.982201
