TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.124958	0.013763	0.003024	0.005211	0.003524	0.003811	0.006266	0.001216	0.002609	0.002915	0.001975	0.005277	0.016898	0.002536	0.004955	0.008144	0.792917
A	0.004257	0.032265	0.020671	0.062085	0.005680	0.008473	0.030135	0.011815	0.012586	0.006120	0.016846	0.009055	0.033016	0.014817	0.017529	0.021673	0.692976
boy	0.009521	0.041202	0.077923	0.007438	0.001624	0.002275	0.008776	0.001321	0.002017	0.001311	0.000958	0.001202	0.003422	0.000900	0.000674	0.015217	0.824218
is	0.008844	0.065412	0.018904	0.035853	0.002809	0.007922	0.004805	0.002762	0.003734	0.002530	0.003144	0.003328	0.003134	0.001059	0.002584	0.033286	0.799890
jumping	0.005056	0.043464	0.041619	0.007877	0.009418	0.016847	0.010003	0.006050	0.010040	0.002916	0.003683	0.000766	0.001537	0.000642	0.002053	0.013672	0.824357
on	0.011470	0.043262	0.092834	0.015454	0.021693	0.015370	0.020127	0.005832	0.001702	0.001425	0.001106	0.000832	0.001253	0.000585	0.001009	0.026384	0.739663
skate	0.008801	0.017388	0.027088	0.012810	0.010066	0.007334	0.017233	0.003923	0.002606	0.001081	0.000577	0.000671	0.000962	0.000361	0.000678	0.008828	0.879595
##board	0.004292	0.035139	0.051893	0.026428	0.022277	0.013499	0.026923	0.006968	0.001631	0.000998	0.000422	0.000189	0.000625	0.000190	0.000573	0.012495	0.795457
in	0.003110	0.051235	0.040957	0.160332	0.113846	0.244927	0.058237	0.032127	0.016109	0.008512	0.006640	0.001666	0.002113	0.000896	0.002144	0.007641	0.249509
the	0.004574	0.107133	0.096151	0.168359	0.094839	0.146644	0.042033	0.024203	0.015578	0.011142	0.007695	0.001386	0.002620	0.000577	0.002901	0.018142	0.256024
middle	0.006613	0.042413	0.026103	0.058832	0.085114	0.064359	0.153450	0.039068	0.018063	0.017195	0.004470	0.001535	0.002588	0.001821	0.005889	0.016898	0.455589
of	0.011192	0.148348	0.089114	0.158101	0.117041	0.045869	0.046143	0.027991	0.033686	0.041944	0.012278	0.002445	0.008517	0.002045	0.010329	0.039930	0.205027
a	0.006418	0.224479	0.082250	0.308899	0.052260	0.029960	0.028308	0.015737	0.025180	0.024054	0.005570	0.001671	0.007111	0.000585	0.002604	0.024973	0.159940
red	0.006976	0.027542	0.012140	0.013194	0.005641	0.001690	0.011400	0.005144	0.010336	0.006950	0.003904	0.003490	0.018503	0.004986	0.007714	0.015881	0.844509
bridge	0.013209	0.011354	0.009820	0.003060	0.002767	0.001149	0.009229	0.006348	0.006069	0.004225	0.001468	0.001699	0.005181	0.002204	0.002998	0.010856	0.908363
.	0.004882	0.094494	0.018481	0.374982	0.080696	0.034730	0.029538	0.022151	0.058184	0.048592	0.021098	0.019784	0.070423	0.007747	0.014165	0.016999	0.083053
[SEP]	0.009542	0.003161	0.001551	0.001857	0.001461	0.000481	0.003218	0.000505	0.001721	0.001109	0.001084	0.000769	0.002131	0.002470	0.001877	0.006876	0.960185
