TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.127792	0.026222	0.054419	0.166604	0.031944	0.019116	0.023140	0.015394	0.002429	0.003129	0.001645	0.007679	0.030406	0.015230	0.006846	0.021513	0.446492
A	0.013596	0.080091	0.126570	0.360324	0.014740	0.010231	0.031948	0.016947	0.008266	0.005775	0.010770	0.018355	0.046545	0.034658	0.024306	0.043655	0.153221
boy	0.007755	0.026255	0.013372	0.040212	0.011097	0.003619	0.020016	0.009364	0.010333	0.004445	0.004752	0.005407	0.016300	0.039047	0.010903	0.084281	0.692842
is	0.015103	0.071107	0.094350	0.063532	0.032368	0.019600	0.024125	0.030850	0.036981	0.014556	0.016597	0.035510	0.070047	0.057154	0.034888	0.150331	0.232903
jumping	0.005147	0.010017	0.013832	0.039634	0.005939	0.006767	0.012436	0.008423	0.007907	0.002849	0.004857	0.004459	0.007005	0.010394	0.005049	0.052155	0.803129
on	0.011832	0.016110	0.019758	0.037285	0.008496	0.006258	0.004518	0.003462	0.005751	0.004418	0.004521	0.005842	0.006978	0.003791	0.002762	0.015684	0.842532
skate	0.006722	0.042569	0.084587	0.024647	0.008495	0.003893	0.007192	0.005931	0.006475	0.002705	0.003005	0.003827	0.011983	0.016490	0.009799	0.067667	0.694012
##board	0.007512	0.031686	0.030112	0.038352	0.012297	0.006973	0.016911	0.009986	0.004563	0.003326	0.002790	0.003969	0.011855	0.015674	0.012923	0.033437	0.757634
in	0.008872	0.026411	0.034645	0.253117	0.019861	0.012578	0.026924	0.012497	0.007849	0.007015	0.009019	0.010155	0.023553	0.018517	0.008028	0.041203	0.479756
the	0.004851	0.052790	0.064374	0.586510	0.010080	0.010182	0.027258	0.009311	0.005948	0.006546	0.006613	0.011996	0.035994	0.020647	0.010412	0.030817	0.105670
middle	0.002744	0.007086	0.016324	0.033309	0.004266	0.006204	0.010362	0.002323	0.001672	0.001762	0.001139	0.001797	0.004053	0.003936	0.004200	0.017761	0.881062
of	0.007137	0.111931	0.186275	0.303635	0.034896	0.010401	0.044696	0.012951	0.016628	0.020153	0.011532	0.010214	0.033006	0.021194	0.017204	0.021084	0.137062
a	0.007749	0.076003	0.122405	0.623244	0.016663	0.003268	0.021710	0.005693	0.004460	0.006028	0.003782	0.006532	0.020144	0.010684	0.007288	0.018174	0.046172
red	0.011976	0.032002	0.061438	0.051998	0.020569	0.003930	0.056462	0.015936	0.014533	0.010183	0.019425	0.011392	0.032301	0.042772	0.036129	0.033131	0.545823
bridge	0.006194	0.016755	0.033928	0.009366	0.010037	0.003978	0.025601	0.008868	0.005870	0.003922	0.003876	0.002192	0.005508	0.021493	0.017292	0.022043	0.803076
.	0.011308	0.027355	0.033740	0.183516	0.009419	0.002163	0.021566	0.008684	0.003924	0.002520	0.003119	0.002091	0.012065	0.015553	0.004186	0.037228	0.621563
[SEP]	0.036472	0.018784	0.013721	0.033411	0.012886	0.005519	0.021914	0.012288	0.005451	0.003030	0.003940	0.002815	0.004949	0.010346	0.003559	0.078977	0.731937
