TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.001149	0.012980	0.008022	0.102253	0.062318	0.004787	0.004682	0.002142	0.012590	0.011664	0.002122	0.003388	0.005407	0.001850	0.004007	0.448987	0.311652
A	0.003497	0.037420	0.182492	0.025680	0.014444	0.004897	0.005072	0.001882	0.002440	0.001957	0.001707	0.001087	0.002119	0.000702	0.000806	0.025989	0.687809
boy	0.024781	0.011401	0.006979	0.045144	0.007182	0.008046	0.000459	0.000252	0.002018	0.002512	0.000508	0.002311	0.001792	0.000082	0.000657	0.067540	0.818337
is	0.005280	0.013351	0.051935	0.035033	0.074332	0.013228	0.005010	0.002274	0.004313	0.004771	0.000682	0.000412	0.002100	0.000456	0.000973	0.022057	0.763794
jumping	0.005173	0.006272	0.006732	0.004873	0.026149	0.065420	0.009333	0.004013	0.014438	0.008798	0.000991	0.000477	0.002329	0.000412	0.003344	0.026237	0.815009
on	0.000350	0.001060	0.002931	0.001477	0.010654	0.034731	0.117231	0.552584	0.023226	0.008341	0.000374	0.000397	0.001364	0.000083	0.000807	0.003826	0.240566
skate	0.002947	0.001766	0.003077	0.007557	0.003500	0.002695	0.008887	0.435244	0.025799	0.007347	0.000567	0.000861	0.002266	0.000329	0.001658	0.004987	0.490514
##board	0.007276	0.004954	0.000937	0.018044	0.004549	0.001688	0.002640	0.007371	0.036675	0.007901	0.000735	0.000380	0.005077	0.000994	0.001331	0.072093	0.827355
in	0.003725	0.003553	0.004230	0.007369	0.003803	0.002128	0.020876	0.003487	0.012969	0.020144	0.099052	0.017244	0.028304	0.012353	0.181146	0.031460	0.548156
the	0.007776	0.003635	0.015466	0.003305	0.004617	0.002592	0.032392	0.010339	0.009803	0.013513	0.057026	0.010176	0.008774	0.014073	0.030088	0.029796	0.746631
middle	0.001368	0.000706	0.000211	0.001901	0.000186	0.000178	0.000936	0.000220	0.003499	0.002181	0.010885	0.007805	0.016576	0.005611	0.032001	0.040560	0.875176
of	0.008041	0.001607	0.001014	0.001780	0.000409	0.000229	0.008184	0.000744	0.002028	0.002054	0.002496	0.003457	0.066438	0.051125	0.453670	0.027248	0.369477
a	0.008588	0.002977	0.013595	0.003585	0.001402	0.000909	0.028188	0.007936	0.004529	0.004484	0.009157	0.006605	0.049996	0.178515	0.207581	0.032738	0.439216
red	0.000395	0.000045	0.000256	0.000145	0.000027	0.000112	0.001139	0.001271	0.000794	0.000579	0.003477	0.005555	0.006107	0.008567	0.752401	0.002770	0.216360
bridge	0.007851	0.000721	0.000172	0.002592	0.000152	0.000132	0.000192	0.000090	0.002433	0.000961	0.000156	0.001473	0.007500	0.003320	0.005490	0.047841	0.918924
.	0.045271	0.063438	0.010783	0.013484	0.006532	0.001887	0.004563	0.002636	0.000984	0.001645	0.000656	0.001228	0.007598	0.001722	0.003234	0.124339	0.709999
[SEP]	0.041337	0.024789	0.011785	0.012084	0.014432	0.021200	0.024310	0.029980	0.007298	0.009483	0.022689	0.016709	0.014261	0.011172	0.010498	0.152857	0.575114
